case_id,product_id,type,color,power_supply,side_panel_window,external_bays,internal_bays
256054,106054,ATX Mid Tower,Black / Silver,None,Acrylic,0,2
256055,106055,MicroATX Mini Tower,Blue,None,Acrylic,0,2
256056,106056,ATX Mid Tower,White / Black,None,Acrylic,3,7
256057,106057,ATX Full Tower,White,None,Acrylic,4,6
256058,106058,ATX Mid Tower,Black,None,Acrylic,3,5
256059,106059,ATX Mid Tower,Black,None,Acrylic,0,3
256060,106060,MicroATX Mid Tower,Black,None,None,1,3
256061,106061,ATX Mid Tower,Black,None,Tempered Glass,0,2
256062,106062,ATX Full Tower,Black,None,Acrylic,3,9
256063,106063,ATX Mid Tower,Black,None,Acrylic,3,5
256064,106064,Mini ITX Tower,Black / Green,None,Acrylic,0,1
256065,106065,ATX Mid Tower,White / Black,None,None,1,6
256066,106066,ATX Mid Tower,Black,None,Tempered Glass,0,2
256067,106067,ATX Mid Tower,Black,None,Tempered Glass,0,2
256068,106068,Mini ITX Desktop,Silver,None,None,0,0
256069,106069,MicroATX Mini Tower,Black,450 W,None,2,2
256070,106070,ATX Mid Tower,Black,None,Acrylic,2,3
256071,106071,ATX Mid Tower,Black / Red,None,Acrylic,4,4
256072,106072,ATX Mid Tower,Black,None,Tempered Glass,0,2
256073,106073,ATX Mid Tower,Black,None,Tempered Glass,0,6
256074,106074,Mini ITX Desktop,White,None,None,0,0
256075,106075,ATX Mid Tower,Black,None,Acrylic,1,2
256076,106076,HTPC,Black,150 W,None,1,0
256077,106077,MicroATX Mini Tower,Black,400 W,None,2,5
256078,106078,ATX Full Tower,Black,None,Tempered Glass,0,4
256079,106079,ATX Mid Tower,Black / White,None,Acrylic,0,2
256080,106080,ATX Mid Tower,Black,None,Acrylic,3,6
256081,106081,ATX Mid Tower,Black,None,Tempered Glass,0,3
256082,106082,ATX Mid Tower,Black / Red,None,Acrylic,2,5
256083,106083,MicroATX Mid Tower,Black,None,None,0,1
256084,106084,ATX Mid Tower,Black,None,Acrylic,0,3
256085,106085,Mini ITX Desktop,Black,None,Acrylic,0,1
256086,106086,ATX Mid Tower,Red / Blue,None,Tempered Glass,0,2
256087,106087,MicroATX Mini Tower,Black,None,None,1,2
256088,106088,ATX Mid Tower,Black,None,Tempered Glass,0,4
256089,106089,ATX Full Tower,Black / Orange,None,Acrylic,2,7
256090,106090,ATX Mid Tower,Red,None,Tempered Glass,0,2
256091,106091,ATX Mid Tower,White,None,Tempered Glass,0,1
256092,106092,ATX Mid Tower,White / Blue,None,Tempered Glass,0,3
256093,106093,ATX Mid Tower,Black,None,Tempered Glass,0,2
256094,106094,MicroATX Mini Tower,Black,None,Acrylic,3,4
256095,106095,Mini ITX Tower,Black / Yellow,None,None,0,2
256096,106096,ATX Full Tower,Black,None,None,5,7
256097,106097,ATX Mid Tower,Black,None,Acrylic,2,8
256098,106098,ATX Full Tower,Black,None,Acrylic,2,2
256099,106099,MicroATX Mini Tower,Black,None,None,1,2
256100,106100,ATX Mid Tower,Black,None,Tempered Glass,0,2
256101,106101,ATX Mid Tower,Black / Green,None,Acrylic,3,4
256102,106102,ATX Mid Tower,Black / Red,None,None,2,3
256103,106103,ATX Mid Tower,Black,None,Tempered Glass,0,4
256104,106104,ATX Mid Tower,Black / Red,None,Acrylic,1,2
256105,106105,ATX Mid Tower,Black / Red,None,Acrylic,4,5
256106,106106,ATX Mid Tower,Black / Orange,None,None,3,3
256107,106107,ATX Full Tower,Black,None,Acrylic,0,4
256108,106108,ATX Desktop,Black,None,Tempered Glass,3,4
256109,106109,ATX Mid Tower,Gunmetal,None,Acrylic,3,7
256110,106110,ATX Mid Tower,Black / White,None,None,3,5
256111,106111,ATX Mid Tower,Black / Red,None,Tempered Glass,0,2
256112,106112,ATX Mid Tower,Black,None,Tempered Glass,0,1
256113,106113,ATX Full Tower,Gunmetal,None,Acrylic,4,6
256114,106114,ATX Mid Tower,Black,None,Tempered Glass,0,2
256115,106115,ATX Mid Tower,White / Black,None,Tempered Glass,0,3
256116,106116,ATX Mid Tower,Black / Silver,None,None,2,7
256117,106117,MicroATX Mini Tower,Black,None,None,2,4
256118,106118,MicroATX Mini Tower,Black / Green,None,Acrylic,1,2
256119,106119,MicroATX Mini Tower,Black,None,Acrylic,0,2
256120,106120,MicroATX Mini Tower,Black,None,Acrylic,1,1
256121,106121,ATX Full Tower,Black,None,Acrylic,3,6
256122,106122,ATX Full Tower,Black,None,None,5,20
256123,106123,ATX Mid Tower,Blue,None,Tempered Glass,0,2
256124,106124,ATX Full Tower,Black / Green,None,Acrylic,3,3
256125,106125,MicroATX Mini Tower,Black,None,None,1,2
256126,106126,ATX Mid Tower,Silver,None,Tempered Glass,1,6
256127,106127,ATX Mid Tower,Gray,None,Acrylic,0,5
256128,106128,ATX Mid Tower,Black,None,Tempered Glass,0,2
256129,106129,ATX Full Tower,Black,None,Acrylic,12,8
256130,106130,ATX Mid Tower,Black,None,Acrylic,0,2
256131,106131,ATX Mid Tower,Black,None,Tempered Glass,0,2
256132,106132,ATX Mid Tower,Black,None,None,2,4
256133,106133,MicroATX Mini Tower,Black,None,Acrylic,2,6
256134,106134,ATX Mid Tower,Green / Black,None,Tempered Glass,2,2
256135,106135,ATX Mid Tower,Black,None,Acrylic,3,6
256136,106136,ATX Mid Tower,Black / White,None,Acrylic,1,2
256137,106137,MicroATX Mini Tower,Black,None,None,0,2
256138,106138,ATX Mid Tower,White,None,Acrylic,1,2
256139,106139,MicroATX Mini Tower,Black,None,None,1,4
256140,106140,ATX Mid Tower,Black,None,Tempered Glass,0,3
256141,106141,ATX Mid Tower,Black / Red,None,Acrylic,0,2
256142,106142,ATX Mid Tower,Black / Blue,None,Acrylic,0,3
256143,106143,ATX Mid Tower,Black,None,Acrylic,2,3
256144,106144,ATX Mid Tower,Black,None,Acrylic,2,3
256145,106145,ATX Mid Tower,Black,None,None,4,6
256146,106146,ATX Mid Tower,Black / Gray,None,Acrylic,2,8
256147,106147,ATX Mid Tower,Black / Silver,None,None,3,5
256148,106148,ATX Full Tower,Black,None,None,0,2
256149,106149,ATX Mid Tower,White,None,Tempered Glass,0,4
256150,106150,ATX Mid Tower,Black,None,Tempered Glass,0,2
256151,106151,ATX Mid Tower,Black / Blue,None,Acrylic,2,3
256152,106152,ATX Full Tower,Black,None,Acrylic,0,2
256153,106153,ATX Mid Tower,Black,None,Tempered Glass,0,3
256154,106154,ATX Mid Tower,Black,None,Tempered Glass,0,2
256155,106155,ATX Mid Tower,Black,None,Tempered Glass,2,2
256156,106156,ATX Mini Tower,Black,450 W,None,3,6
256157,106157,ATX Mid Tower,Black,None,Acrylic,0,4
256158,106158,MicroATX Mid Tower,Black,None,None,2,4
256159,106159,MicroATX Mini Tower,Black,None,None,2,1
256160,106160,Mini ITX Desktop,Black,300 W,None,0,1
256161,106161,ATX Mid Tower,Black,None,Acrylic,1,6
256162,106162,ATX Full Tower,White / Black,None,Acrylic,3,6
256163,106163,ATX Mid Tower,Black,None,Acrylic,1,8
256164,106164,ATX Mid Tower,White,None,Tempered Glass,0,2
256165,106165,ATX Mid Tower,Black,None,Acrylic,4,4
256166,106166,ATX Mid Tower,Black,None,Tempered Glass,0,2
256167,106167,ATX Mid Tower,Black,None,Acrylic,2,2
256168,106168,ATX Full Tower,Black,None,Tinted Tempered Glass,3,6
256169,106169,MicroATX Mini Tower,Black / Silver,300 W,None,1,1
256170,106170,ATX Mid Tower,White / Black,None,Tinted Tempered Glass,0,3
256171,106171,MicroATX Mid Tower,Black,None,Tempered Glass,0,2
256172,106172,ATX Full Tower,Silver,None,Acrylic,2,7
256173,106173,ATX Mid Tower,Black,None,Acrylic,2,3
256174,106174,ATX Mid Tower,White / Black,None,Acrylic,3,6
256175,106175,ATX Full Tower,Black,None,Acrylic,4,8
256176,106176,ATX Mid Tower,Black,None,None,0,6
256177,106177,Mini ITX Desktop,Black,250 W,None,0,1
256178,106178,ATX Mid Tower,Black,None,Tempered Glass,0,2
256179,106179,MicroATX Mini Tower,Black / Blue,None,None,1,3
256180,106180,ATX Mid Tower,Black,None,Tempered Glass,0,2
256181,106181,ATX Mid Tower,Black / Silver,None,None,0,3
256182,106182,ATX Mid Tower,White / Silver,None,Tempered Glass,0,2
256183,106183,ATX Mid Tower,Gray,None,Tinted Tempered Glass,0,2
256184,106184,ATX Mid Tower,Black,None,None,3,3
256185,106185,ATX Mid Tower,Silver,None,Acrylic,0,5
256186,106186,ATX Mid Tower,Black,None,Acrylic,2,3
256187,106187,ATX Mid Tower,Black,None,None,3,7
256188,106188,ATX Full Tower,White,None,None,2,8
256189,106189,ATX Mid Tower,Black,None,Acrylic,2,7
256190,106190,ATX Mid Tower,Black,None,Tempered Glass,0,3
256191,106191,MicroATX Mid Tower,Blue,None,Acrylic,0,4
256192,106192,ATX Mid Tower,Black,500 W,None,1,2
256193,106193,HTPC,Black,None,None,1,4
256194,106194,ATX Mid Tower,Black,500 W,None,2,2
256195,106195,ATX Mid Tower,Black / Red,None,Acrylic,0,2
256196,106196,ATX Mid Tower,Black,None,None,3,6
256197,106197,ATX Mid Tower,Black,None,Acrylic,2,4
256198,106198,ATX Mid Tower,Black,None,None,5,5
256199,106199,ATX Mid Tower,Black / Red,None,None,2,4
256200,106200,ATX Mid Tower,Black,None,None,1,2
256201,106201,ATX Mid Tower,White / Black,None,Tempered Glass,0,2
256202,106202,ATX Mid Tower,Black,None,None,3,3
256203,106203,Mini ITX Tower,Black,None,None,0,6
256204,106204,ATX Mid Tower,White,None,None,2,8
256205,106205,MicroATX Mini Tower,Black,None,Tempered Glass,0,1
256206,106206,MicroATX Mini Tower,Black / Red,None,None,1,2
256207,106207,ATX Mid Tower,White,None,Acrylic,0,2
256208,106208,Mini ITX Desktop,Black,None,None,0,4
256209,106209,ATX Test Bench,Black,None,None,2,0
256210,106210,MicroATX Mini Tower,Black,None,None,1,2
256211,106211,HTPC,Black,None,None,1,2
256212,106212,HTPC,Black,None,None,1,2
256213,106213,MicroATX Mini Tower,Black,None,None,2,2
256214,106214,Mini ITX Tower,Silver,None,Acrylic,0,2
256215,106215,ATX Mid Tower,Black / White,None,Acrylic,2,4
256216,106216,Mini ITX Tower,Black,None,Acrylic,0,2
256217,106217,ATX Full Tower,Black,None,None,4,11
256218,106218,ATX Mid Tower,Black / Silver,None,Acrylic,0,3
256219,106219,Mini ITX Tower,Black / Red,None,Acrylic,0,2
256220,106220,ATX Mid Tower,Black,None,None,3,6
256221,106221,ATX Mid Tower,White / Black,None,Acrylic,0,3
256222,106222,ATX Mid Tower,Black / Green,None,Acrylic,4,4
256223,106223,ATX Mid Tower,Gray,None,None,0,2
256224,106224,ATX Mid Tower,White / Purple,None,Acrylic,2,3
256225,106225,ATX Mid Tower,Black,None,Acrylic,1,2
256226,106226,ATX Mid Tower,Black,None,None,2,3
256227,106227,ATX Mid Tower,Black / Green,None,Acrylic,1,2
256228,106228,ATX Mid Tower,White / Black,None,Acrylic,0,8
256229,106229,ATX Mid Tower,Black,None,Tempered Glass,0,3
256230,106230,Mini ITX Tower,White,None,Acrylic,0,2
256231,106231,ATX Mid Tower,Blue,None,Acrylic,2,3
256232,106232,MicroATX Mini Tower,Black / Blue,None,Acrylic,1,3
256233,106233,ATX Mid Tower,Black,None,Acrylic,3,5
256234,106234,ATX Mid Tower,Black / Red,None,Acrylic,0,3
256235,106235,Mini ITX Tower,White,None,None,0,2
256236,106236,Mini ITX Tower,Green,None,Tempered Glass,0,3
256237,106237,ATX Mid Tower,Black / Orange,None,Acrylic,3,3
256238,106238,ATX Mid Tower,Black,None,None,2,4
256239,106239,ATX Full Tower,Black / Green,None,Acrylic,3,6
256240,106240,ATX Mid Tower,White / Black,None,None,3,8
256241,106241,Mini ITX Tower,Black,None,None,0,2
256242,106242,ATX Mid Tower,White,None,Acrylic,0,4
256243,106243,ATX Full Tower,White,None,Acrylic,2,7
256244,106244,ATX Mid Tower,Black / Red,None,Acrylic,1,2
256245,106245,ATX Mid Tower,Black,None,Tempered Glass,0,3
256246,106246,ATX Mid Tower,Black,None,Acrylic,2,3
256247,106247,ATX Mid Tower,Black,None,Acrylic,3,3
256248,106248,ATX Mid Tower,Black,None,Tempered Glass,0,3
256249,106249,ATX Mid Tower,Black / Blue,None,Acrylic,2,4
256250,106250,ATX Mid Tower,Black / Orange,None,Acrylic,3,3
256251,106251,Mini ITX Desktop,Silver,None,None,0,1
256252,106252,ATX Full Tower,Black / Yellow,None,Acrylic,2,6
256253,106253,ATX Mid Tower,Black,None,Tempered Glass,0,2
256254,106254,MicroATX Mid Tower,White / Black,None,Acrylic,1,2
256255,106255,Mini ITX Desktop,Black / Red,None,Acrylic,0,2
256256,106256,ATX Mid Tower,Black,None,Acrylic,3,3
256257,106257,ATX Full Tower,Black,None,Acrylic,2,7
256258,106258,ATX Mid Tower,White / Blue,None,Acrylic,0,2
256259,106259,ATX Mid Tower,Black,None,Acrylic,4,5
256260,106260,ATX Mid Tower,Black,None,Acrylic,2,4
256261,106261,ATX Mid Tower,Gold,None,Tempered Glass,0,6
256262,106262,Mini ITX Tower,White,None,None,1,3
256263,106263,ATX Mid Tower,Black,None,Tempered Glass,0,3
256264,106264,MicroATX Mini Tower,Black,None,None,3,0
256265,106265,MicroATX Mini Tower,Black,None,None,0,2
256266,106266,Mini ITX Desktop,Black,150 W,None,0,0
256267,106267,ATX Mid Tower,Black,None,None,3,7
256268,106268,ATX Mid Tower,Black,None,None,3,5
256269,106269,ATX Mid Tower,Black / Red,None,Acrylic,3,3
256270,106270,ATX Full Tower,Gunmetal,None,Acrylic,4,6
256271,106271,Mini ITX Tower,Black,None,None,1,3
256272,106272,MicroATX Mid Tower,White,None,Tempered Glass,0,2
256273,106273,ATX Full Tower,Black / White,None,Acrylic,3,6
256274,106274,ATX Mid Tower,White / Red,None,Acrylic,1,2
256275,106275,Mini ITX Tower,Black,None,Acrylic,0,1
256276,106276,HTPC,Silver,None,None,0,0
256277,106277,Mini ITX Tower,Black / Silver,None,None,0,0
256278,106278,ATX Mid Tower,Black,None,Tempered Glass,0,2
256279,106279,MicroATX Desktop,Black,None,Acrylic,3,6
256280,106280,ATX Mid Tower,Black / Red,None,Acrylic,3,6
256281,106281,ATX Mid Tower,Black / Green,None,Acrylic,0,8
256282,106282,ATX Mid Tower,Black,None,None,0,2
256283,106283,ATX Mid Tower,Blue,None,Acrylic,0,8
256284,106284,ATX Mid Tower,Black / White,None,Acrylic,0,2
256285,106285,MicroATX Mini Tower,Black / Green,None,Acrylic,1,3
256286,106286,ATX Mid Tower,Black,None,Tempered Glass,0,2
256287,106287,ATX Mid Tower,Black / Red,None,Acrylic,0,8
256288,106288,MicroATX Mini Tower,Black,None,None,2,6
256289,106289,ATX Mid Tower,White,None,Acrylic,2,8
256290,106290,ATX Mid Tower,Black,None,None,2,2
256291,106291,ATX Mid Tower,Black,None,Tempered Glass,2,2
256292,106292,Mini ITX Tower,White,600 W,Tempered Glass,0,0
256293,106293,ATX Full Tower,Black,None,Acrylic,3,5
256294,106294,ATX Mid Tower,Black,None,Acrylic,0,2
256295,106295,ATX Mid Tower,Black,None,Acrylic,3,8
256296,106296,ATX Mid Tower,Black,None,Tinted Acrylic,0,2
256297,106297,MicroATX Mid Tower,Yellow,None,Acrylic,0,4
256298,106298,ATX Mid Tower,Black / Red,None,Tempered Glass,0,2
256299,106299,ATX Mid Tower,Black / Blue,None,Acrylic,0,2
256300,106300,ATX Mid Tower,Black,None,Tempered Glass,0,2
256301,106301,ATX Mid Tower,Black,None,None,2,3
256302,106302,ATX Full Tower,Black / Green,None,None,5,7
256303,106303,ATX Mid Tower,Black,None,Tempered Glass,0,3
256304,106304,ATX Mid Tower,Black,None,Acrylic,0,2
256305,106305,ATX Mid Tower,Black / Red,None,Acrylic,0,2
256306,106306,ATX Mid Tower,Black,None,Tempered Glass,0,2
256307,106307,Mini ITX Tower,Black,None,None,1,4
256308,106308,ATX Mid Tower,Black,None,Acrylic,3,4
256309,106309,ATX Mid Tower,Black,None,None,3,8
256310,106310,ATX Mid Tower,White,None,Acrylic,1,2
256311,106311,ATX Mid Tower,,None,Acrylic,0,2
256312,106312,ATX Mid Tower,Green,None,Acrylic,1,8
256313,106313,MicroATX Mini Tower,Black,None,None,2,5
256314,106314,Mini ITX Desktop,Black / Red,None,Acrylic,0,1
256315,106315,ATX Mid Tower,Black,None,Tempered Glass,2,6
256316,106316,ATX Mid Tower,Black / Red,None,Acrylic,1,2
256317,106317,ATX Full Tower,White,None,Acrylic,4,6
256318,106318,ATX Mid Tower,Black / Blue,None,Acrylic,1,2
256319,106319,ATX Mid Tower,Black / Gray,None,None,3,6
256320,106320,ATX Mid Tower,Black / Green,None,None,3,7
256321,106321,ATX Mid Tower,Black,None,Acrylic,1,2
256322,106322,ATX Mid Tower,Black,None,Tempered Glass,0,2
256323,106323,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
256324,106324,ATX Full Tower,Black,None,Acrylic,5,6
256325,106325,ATX Mid Tower,Black / Orange,None,Acrylic,3,4
256326,106326,ATX Mid Tower,Black / Silver,None,None,1,2
256327,106327,ATX Full Tower,Black,None,Tempered Glass,0,4
256328,106328,ATX Mid Tower,Gray,None,Tinted Acrylic,0,2
256329,106329,MicroATX Mid Tower,Black / Blue,None,Acrylic,1,4
256330,106330,ATX Mid Tower,Black,None,Acrylic,3,3
256331,106331,ATX Mid Tower,Black,None,Acrylic,2,2
256332,106332,ATX Mid Tower,White / Black,None,Acrylic,2,2
256333,106333,ATX Mid Tower,Black / Red,None,None,4,6
256334,106334,ATX Mid Tower,Black,None,Acrylic,0,2
256335,106335,MicroATX Mini Tower,Black,None,None,2,2
256336,106336,ATX Mid Tower,Black / Red,None,None,2,3
256337,106337,ATX Mid Tower,Black,None,Tempered Glass,0,2
256338,106338,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
256339,106339,ATX Mid Tower,Black,None,Acrylic,0,2
256340,106340,ATX Mid Tower,Black,None,None,2,3
256341,106341,ATX Mid Tower,Black / Blue,None,Acrylic,2,3
256342,106342,MicroATX Mini Tower,Black,None,Acrylic,0,3
256343,106343,ATX Mid Tower,Black / Orange,None,Acrylic,0,8
256344,106344,ATX Mid Tower,Black / Blue,None,Tempered Glass,0,2
256345,106345,MicroATX Mini Tower,White,None,Acrylic,1,3
256346,106346,ATX Full Tower,Black,None,None,6,8
256347,106347,ATX Mid Tower,Black,None,None,4,6
256348,106348,ATX Full Tower,Black,None,None,6,6
256349,106349,ATX Mini Tower,Black,None,None,1,7
256350,106350,ATX Mid Tower,White,None,Tempered Glass,1,2
256351,106351,ATX Full Tower,Black,None,None,4,10
256352,106352,Mini ITX Desktop,Silver,None,None,0,0
256353,106353,ATX Mid Tower,White,None,Acrylic,0,4
256354,106354,MicroATX Mini Tower,Black / Red,None,Acrylic,1,4
256355,106355,ATX Mid Tower,Black / Red,None,Tempered Glass,0,2
256356,106356,MicroATX Mini Tower,Black / Gray,None,None,0,6
256357,106357,ATX Mid Tower,Black,None,None,3,8
256358,106358,MicroATX Mid Tower,Black,None,Tempered Glass,0,3
256359,106359,ATX Full Tower,White,None,Tempered Glass,0,4
256360,106360,ATX Mid Tower,Black,None,None,2,8
256361,106361,ATX Mid Tower,Black,None,Tempered Glass,0,3
256362,106362,ATX Mid Tower,Black / Red,None,Tempered Glass,0,2
256363,106363,ATX Mid Tower,Black / Blue,None,Acrylic,1,2
256364,106364,ATX Mid Tower,White / Black,None,Tempered Glass,2,2
256365,106365,ATX Mid Tower,Black / Silver,None,None,3,7
256366,106366,Mini ITX Tower,Red,None,None,1,5
256367,106367,ATX Mid Tower,Black,500 W,None,3,0
256368,106368,ATX Mid Tower,Black / White,None,None,2,4
256369,106369,ATX Mid Tower,Black,None,Tempered Glass,0,1
256370,106370,ATX Mid Tower,Black,450 W,None,3,6
256371,106371,ATX Mid Tower,White,None,Tempered Glass,0,2
256372,106372,ATX Mid Tower,White,None,Acrylic,2,3
256373,106373,MicroATX Slim,Black,300 W,None,1,1
256374,106374,ATX Mid Tower,Black,None,Tempered Glass,0,2
256375,106375,Mini ITX Tower,Black / Red,650 W,Tempered Glass,0,0
256376,106376,ATX Mid Tower,Black,None,Tempered Glass,0,3
256377,106377,ATX Full Tower,Black,None,Acrylic,2,7
256378,106378,ATX Mid Tower,Silver,None,Acrylic,0,2
256379,106379,ATX Mid Tower,Black,None,Tempered Glass,1,2
256380,106380,HTPC,Black,None,None,0,0
256381,106381,ATX Mid Tower,Red / Black,None,Acrylic,3,6
256382,106382,ATX Mid Tower,Black,None,Acrylic,4,5
256383,106383,MicroATX Mini Tower,Black,None,Acrylic,1,3
256384,106384,ATX Full Tower,Black,None,None,4,13
256385,106385,Mini ITX Tower,Black,None,None,0,2
256386,106386,ATX Mid Tower,Black,None,None,2,4
256387,106387,ATX Mid Tower,Black,None,None,3,6
256388,106388,Mini ITX Tower,Black / Silver,None,Tempered Glass,0,2
256389,106389,ATX Full Tower,Black,None,Acrylic,4,5
256390,106390,ATX Mid Tower,Black,None,Acrylic,2,3
256391,106391,ATX Mid Tower,White / Black,None,None,3,8
256392,106392,MicroATX Mid Tower,White / Black,None,Acrylic,0,2
256393,106393,ATX Mid Tower,Black / Red,None,Acrylic,1,2
256394,106394,Mini ITX Desktop,Black,120 W,None,0,0
256395,106395,ATX Mid Tower,Black / Silver,None,Acrylic,2,2
256396,106396,ATX Mid Tower,Black,None,Tempered Glass,0,2
256397,106397,ATX Full Tower,Red,None,Acrylic,3,6
256398,106398,ATX Full Tower,Silver,None,Tempered Glass,0,4
256399,106399,MicroATX Mini Tower,Black,500 W,None,1,3
256400,106400,ATX Mid Tower,Black,None,Acrylic,5,5
256401,106401,MicroATX Slim,Black,300 W,None,1,2
256402,106402,ATX Mid Tower,Black,None,Tempered Glass,0,3
256403,106403,ATX Mid Tower,Black,None,Tempered Glass,0,3
256404,106404,Mini ITX Desktop,Silver,None,None,0,0
256405,106405,ATX Mid Tower,Black,None,Acrylic,0,2
256406,106406,MicroATX Mini Tower,Black,None,None,2,6
256407,106407,ATX Mid Tower,Black,None,Acrylic,0,2
256408,106408,ATX Mid Tower,White / Black,None,None,4,5
256409,106409,ATX Mid Tower,White / Blue,None,Acrylic,3,4
256410,106410,MicroATX Desktop,Black,None,Acrylic,1,3
256411,106411,ATX Mid Tower,Black,None,Acrylic,2,6
256412,106412,ATX Mid Tower,Black / Silver,None,None,0,2
256413,106413,ATX Mid Tower,Black / Blue,None,Acrylic,0,8
256414,106414,ATX Mid Tower,Black,None,None,1,6
256415,106415,ATX Mid Tower,Black,None,Acrylic,1,3
256416,106416,ATX Mid Tower,White,None,Tinted Acrylic,0,2
256417,106417,ATX Mid Tower,Black,None,Acrylic,3,5
256418,106418,ATX Mid Tower,,None,Tempered Glass,0,2
256419,106419,ATX Mid Tower,Black,None,Acrylic,2,8
256420,106420,ATX Mid Tower,Black,None,Tempered Glass,0,2
256421,106421,ATX Full Tower,Black,None,None,4,10
256422,106422,Mini ITX Tower,White,None,Tempered Glass,0,3
256423,106423,ATX Mid Tower,Black,None,Acrylic,4,5
256424,106424,ATX Mid Tower,Black / Silver,None,Acrylic,0,2
256425,106425,ATX Mid Tower,Black / Blue,None,None,3,3
256426,106426,ATX Mid Tower,White / Black,None,Tempered Glass,0,3
256427,106427,ATX Mid Tower,White,None,Tempered Glass,0,4
256428,106428,ATX Mid Tower,Black / Red,None,Acrylic,3,4
256429,106429,MicroATX Mini Tower,Black,None,None,2,2
256430,106430,ATX Mid Tower,Black,None,Tempered Glass,0,3
256431,106431,ATX Mid Tower,Black / Red,None,Acrylic,0,6
256432,106432,ATX Desktop,Black,None,None,2,0
256433,106433,ATX Full Tower,Black,1000 W,Acrylic,6,5
256434,106434,ATX Full Tower,Black / Blue,None,Tempered Glass,2,4
256435,106435,ATX Mid Tower,Pink / Black,None,Acrylic,4,5
256436,106436,ATX Mid Tower,Black / Red,None,Acrylic,4,6
256437,106437,ATX Mid Tower,Black,None,Acrylic,3,8
256438,106438,ATX Mini Tower,Black,400 W,None,1,2
256439,106439,ATX Mid Tower,Black / Red,None,Tempered Glass,2,3
256440,106440,ATX Mid Tower,Black / Blue,None,Acrylic,4,4
256441,106441,ATX Mid Tower,Black,None,Tinted Acrylic,2,2
256442,106442,Mini ITX Tower,Black,None,None,0,2
256443,106443,ATX Mid Tower,Black,None,None,2,3
256444,106444,ATX Mid Tower,Black,None,Acrylic,0,2
256445,106445,ATX Mid Tower,Black / White,None,None,3,3
256446,106446,ATX Mid Tower,Black / Red,None,None,3,4
256447,106447,ATX Mid Tower,White / Black,None,Tempered Glass,0,2
256448,106448,HTPC,Black,None,Tempered Glass,0,6
256449,106449,ATX Mid Tower,Black,None,Acrylic,2,5
256450,106450,ATX Mid Tower,Black,None,Acrylic,3,6
256451,106451,ATX Mid Tower,Black,None,None,4,6
256452,106452,ATX Mid Tower,White,None,Acrylic,3,4
256453,106453,ATX Full Tower,Black / Orange,None,None,5,7
256454,106454,ATX Full Tower,White,None,Acrylic,4,6
256455,106455,ATX Mid Tower,Black / Red,None,Acrylic,0,3
256456,106456,ATX Mid Tower,Black,None,Tempered Glass,0,1
256457,106457,ATX Mid Tower,Black,None,None,3,5
256458,106458,MicroATX Mid Tower,Silver,None,Acrylic,0,2
256459,106459,ATX Mid Tower,Black / Blue,None,None,2,3
256460,106460,ATX Mid Tower,Black,None,None,2,4
256461,106461,MicroATX Mini Tower,Black,400 W,None,2,5
256462,106462,ATX Full Tower,Black / Green,None,Acrylic,5,6
256463,106463,ATX Mid Tower,Black,None,Acrylic,3,8
256464,106464,MicroATX Slim,Black / Silver,400 W,None,1,1
256465,106465,Mini ITX Tower,Silver,None,Tempered Glass,0,1
256466,106466,ATX Mid Tower,Black,None,None,0,3
256467,106467,ATX Mid Tower,Black / Blue,None,Acrylic,3,4
256468,106468,MicroATX Mini Tower,Black,None,None,2,1
256469,106469,Mini ITX Desktop,Black / Silver,150 W,None,0,0
256470,106470,HTPC,Black,400 W,None,1,0
256471,106471,ATX Mid Tower,White,None,Acrylic,2,2
256472,106472,ATX Mid Tower,Black,None,None,3,6
256473,106473,ATX Mid Tower,Black,None,Acrylic,0,4
256474,106474,ATX Mid Tower,Black,None,Acrylic,0,2
256475,106475,ATX Mid Tower,Black,None,Acrylic,1,2
256476,106476,ATX Mid Tower,Black / Blue,None,Acrylic,2,5
256477,106477,ATX Full Tower,Black,None,Acrylic,4,9
256478,106478,Mini ITX Tower,White,None,None,0,1
256479,106479,ATX Full Tower,,None,Tempered Glass,0,2
256480,106480,ATX Mid Tower,Black,None,None,2,8
256481,106481,ATX Mid Tower,Black / Red,None,Acrylic,4,4
256482,106482,ATX Mid Tower,Black,None,Tempered Glass,0,2
256483,106483,ATX Full Tower,Black,None,Acrylic,3,9
256484,106484,ATX Mid Tower,Black / Gray,None,Acrylic,3,4
256485,106485,Mini ITX Tower,Black,None,None,7,0
256486,106486,ATX Mid Tower,Black / Green,None,Tempered Glass,2,3
256487,106487,ATX Mid Tower,Black / Blue,None,Tempered Glass,2,3
256488,106488,MicroATX Mini Tower,Black,None,None,0,2
256489,106489,ATX Mid Tower,Black,None,Tempered Glass,0,2
256490,106490,Mini ITX Desktop,Black,None,None,0,1
256491,106491,ATX Mid Tower,White,None,Tempered Glass,0,2
256492,106492,ATX Full Tower,Black,None,Tempered Glass,2,10
256493,106493,HTPC,Silver,None,None,1,3
256494,106494,Mini ITX Tower,White / Black,None,None,0,1
256495,106495,ATX Mid Tower,Black,None,None,3,4
256496,106496,ATX Mid Tower,White,None,None,2,3
256497,106497,ATX Mid Tower,Black,None,None,4,6
256498,106498,ATX Mid Tower,Black / Red,None,Acrylic,0,3
