case_id,product_id,type,color,power_supply,side_panel_window,external_bays,internal_bays
256975,106975,MicroATX Mini Tower,Black / Green,None,Acrylic,1,4
256976,106976,ATX Mid Tower,Black,None,Acrylic,3,7
256977,106977,ATX Mid Tower,Black,1350 W,None,4,6
256978,106978,ATX Mid Tower,Black,None,Acrylic,0,3
256979,106979,ATX Mini Tower,Silver / Black,None,None,2,2
256980,106980,ATX Mid Tower,Black,None,None,4,6
256981,106981,ATX Mid Tower,Black,None,None,5,3
256982,106982,ATX Mid Tower,Black / Red,None,None,4,5
256983,106983,ATX Mid Tower,Black,None,None,2,2
256984,106984,Mini ITX Tower,Black / Gold,None,Tempered Glass,0,2
256985,106985,ATX Full Tower,Black,None,Acrylic,2,3
256986,106986,ATX Mid Tower,Black,None,Acrylic,2,2
256987,106987,ATX Full Tower,Black,None,Acrylic,4,6
256988,106988,ATX Mid Tower,Black / Red,None,Tempered Glass,0,2
256989,106989,HTPC,Black,450 W,None,2,3
256990,106990,ATX Full Tower,Black,None,None,5,7
256991,106991,ATX Full Tower,Black,None,Tempered Glass,0,4
256992,106992,MicroATX Mini Tower,Black,420 W,None,2,5
256993,106993,ATX Mid Tower,Black,None,Acrylic,1,2
256994,106994,ATX Mid Tower,Black / Orange,None,Acrylic,3,7
256995,106995,ATX Mid Tower,Black,None,Acrylic,2,3
256996,106996,ATX Full Tower,Black,None,Acrylic,3,6
256997,106997,ATX Mid Tower,White,None,Acrylic,1,4
256998,106998,ATX Full Tower,Green / Black,None,None,4,5
256999,106999,ATX Mid Tower,Black,None,None,2,3
257000,107000,ATX Mid Tower,Black,None,None,2,4
257001,107001,ATX Mid Tower,Silver / Black,None,Acrylic,0,3
257002,107002,ATX Full Tower,White,None,None,5,7
257003,107003,Mini ITX Tower,Black,120 W,None,0,0
257004,107004,ATX Mid Tower,Black / White,None,Acrylic,3,6
257005,107005,ATX Mid Tower,Black / Blue,None,Acrylic,2,3
257006,107006,ATX Mid Tower,Black,None,None,3,7
257007,107007,ATX Mid Tower,Black,None,None,2,2
257008,107008,ATX Mid Tower,Black,None,Tempered Glass,0,4
257009,107009,Mini ITX Tower,White,None,None,0,2
257010,107010,MicroATX Desktop,White,None,None,2,2
257011,107011,ATX Mid Tower,Black / Blue,None,Acrylic,0,2
257012,107012,MicroATX Mini Tower,White,None,None,2,3
257013,107013,MicroATX Mini Tower,Black,400 W,None,2,2
257014,107014,ATX Mid Tower,Black,None,None,3,7
257015,107015,Mini ITX Tower,Green,None,Acrylic,0,2
257016,107016,HTPC,Black,None,None,1,2
257017,107017,MicroATX Mini Tower,Black,None,None,1,2
257018,107018,MicroATX Mini Tower,Black,None,None,1,3
257019,107019,ATX Mid Tower,White,None,Acrylic,3,6
257020,107020,ATX Mid Tower,Black / Blue,None,Acrylic,0,8
257021,107021,ATX Mid Tower,Black / Red,None,Acrylic,3,6
257022,107022,ATX Full Tower,Black,None,Acrylic,5,5
257023,107023,ATX Full Tower,Black,None,Acrylic,4,6
257024,107024,ATX Mid Tower,Black,None,Acrylic,2,3
257025,107025,ATX Mid Tower,White / Blue,None,Acrylic,0,4
257026,107026,ATX Mid Tower,Black / Red,None,Acrylic,3,3
257027,107027,ATX Mid Tower,Black,None,Acrylic,2,2
257028,107028,ATX Mid Tower,Black,None,None,2,3
257029,107029,MicroATX Mid Tower,Black / Blue,None,None,2,2
257030,107030,ATX Mid Tower,Black / Red,None,Acrylic,3,7
257031,107031,MicroATX Mini Tower,Black,None,Acrylic,1,2
257032,107032,ATX Mid Tower,Black,None,Acrylic,0,6
257033,107033,ATX Full Tower,Black / Green,None,Acrylic,3,12
257034,107034,ATX Mid Tower,Black / Red,500 W,Acrylic,3,6
257035,107035,ATX Mid Tower,Black,480 W,None,2,4
257036,107036,MicroATX Desktop,Green / Black,None,Acrylic,1,3
257037,107037,ATX Full Tower,Black,None,None,5,7
257038,107038,ATX Full Tower,White,None,Acrylic,3,5
257039,107039,ATX Mid Tower,Black,None,None,3,6
257040,107040,ATX Mid Tower,Black,None,None,3,6
257041,107041,ATX Full Tower,Silver,None,None,5,10
257042,107042,ATX Mid Tower,Black / Silver,None,None,4,4
257043,107043,ATX Mid Tower,Black / Green,450 W,Acrylic,2,3
257044,107044,ATX Mid Tower,Black / White,None,Acrylic,3,6
257045,107045,ATX Mid Tower,Black,None,Tempered Glass,0,2
257046,107046,ATX Mid Tower,Black,None,Acrylic,4,4
257047,107047,ATX Mid Tower,Black,None,Acrylic,2,5
257048,107048,MicroATX Desktop,Black,None,Acrylic,3,6
257049,107049,ATX Full Tower,White / Black,None,Acrylic,9,5
257050,107050,MicroATX Mini Tower,Silver / Black,None,None,0,3
257051,107051,ATX Full Tower,White,None,Acrylic,5,7
257052,107052,ATX Mid Tower,Black / Blue,None,Tempered Glass,0,3
257053,107053,ATX Mid Tower,Black,None,None,3,4
257054,107054,ATX Full Tower,Black,None,Acrylic,5,7
257055,107055,ATX Mini Tower,Silver,None,None,1,7
257056,107056,Mini ITX Desktop,Black / Gray,600 W,None,0,1
257057,107057,Mini ITX Tower,Silver,None,None,0,2
257058,107058,ATX Full Tower,Black,None,Acrylic,6,5
257059,107059,ATX Full Tower,Black,None,Acrylic,2,10
257060,107060,ATX Mid Tower,Black,None,None,4,5
257061,107061,ATX Mid Tower,Black,None,Acrylic,0,2
257062,107062,ATX Mid Tower,Black,None,Acrylic,3,7
257063,107063,ATX Mid Tower,Black,None,None,3,2
257064,107064,MicroATX Mid Tower,Black,None,None,2,2
257065,107065,ATX Mid Tower,Black / Blue,None,Acrylic,3,3
257066,107066,ATX Mid Tower,Black,None,Acrylic,2,3
257067,107067,ATX Mid Tower,Black,None,Acrylic,3,3
257068,107068,ATX Mid Tower,Black / Red,None,Acrylic,2,3
257069,107069,MicroATX Mini Tower,Silver,None,None,0,1
257070,107070,MicroATX Mini Tower,Black,None,None,1,0
257071,107071,ATX Mid Tower,Black / Blue,None,Acrylic,2,4
257072,107072,ATX Mid Tower,Black / Silver,None,Acrylic,3,7
257073,107073,Mini ITX Desktop,Black,None,Acrylic,1,3
257074,107074,ATX Mid Tower,Black,None,Acrylic,3,7
257075,107075,Mini ITX Tower,Black,None,None,0,10
257076,107076,ATX Mid Tower,Gray / Black,None,Acrylic,3,5
257077,107077,ATX Mid Tower,Black,None,Tempered Glass,0,3
257078,107078,ATX Mid Tower,White,None,Acrylic,3,6
257079,107079,ATX Mid Tower,Black / Gold,None,Acrylic,2,3
257080,107080,ATX Mid Tower,Black,None,Acrylic,3,3
257081,107081,ATX Mid Tower,Silver / Black,None,Tinted Tempered Glass,0,1
257082,107082,ATX Mid Tower,Black,None,None,4,5
257083,107083,HTPC,Silver,None,None,1,2
257084,107084,Mini ITX Tower,Black,None,None,1,6
257085,107085,ATX Full Tower,Black,None,None,1,0
257086,107086,MicroATX Desktop,Red,None,Acrylic,1,3
257087,107087,ATX Full Tower,Silver,None,None,0,1
257088,107088,MicroATX Mid Tower,Black / Red,None,Acrylic,1,2
257089,107089,ATX Mid Tower,Black,400 W,None,2,2
257090,107090,MicroATX Mini Tower,Black,None,Acrylic,1,2
257091,107091,Mini ITX Desktop,Black,None,Acrylic,0,2
257092,107092,MicroATX Mini Tower,Black / Red,None,None,1,4
257093,107093,MicroATX Mini Tower,Black / Blue,None,Acrylic,1,4
257094,107094,ATX Mid Tower,Black,None,Acrylic,3,4
257095,107095,ATX Mid Tower,White,None,None,3,6
257096,107096,ATX Mid Tower,Black / Silver,None,None,4,5
257097,107097,ATX Mid Tower,Black / Gray,None,None,2,8
257098,107098,ATX Mid Tower,Black,None,Acrylic,4,5
257099,107099,ATX Mid Tower,Black / Red,None,None,3,6
257100,107100,ATX Mid Tower,Gray / Black,None,None,4,6
257101,107101,ATX Mid Tower,Black / Silver,None,None,5,4
257102,107102,MicroATX Mini Tower,Black,None,Acrylic,2,2
257103,107103,ATX Mid Tower,White / Red,None,Acrylic,4,4
257104,107104,ATX Mid Tower,Black,None,None,3,5
257105,107105,ATX Mid Tower,Black / White,None,None,4,4
257106,107106,ATX Mid Tower,Black,400 W,None,4,3
257107,107107,ATX Mid Tower,Black,None,Tempered Glass,0,2
257108,107108,ATX Mid Tower,Gunmetal,None,Acrylic,3,7
257109,107109,ATX Mid Tower,Black,None,Acrylic,1,2
257110,107110,ATX Mid Tower,Gray,None,Tinted Acrylic,0,2
257111,107111,ATX Mid Tower,Blue,None,Tempered Glass,0,6
257112,107112,ATX Mid Tower,Black,620 W,None,3,4
257113,107113,ATX Full Tower,Black,None,None,2,10
257114,107114,HTPC,Black,None,None,1,0
257115,107115,ATX Mid Tower,Black,None,Acrylic,3,8
257116,107116,ATX Mid Tower,Blue / Black,None,Acrylic,5,4
257117,107117,ATX Desktop,Black,None,Acrylic,1,4
257118,107118,Mini ITX Tower,White,None,None,0,1
257119,107119,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
257120,107120,ATX Mid Tower,White,None,Acrylic,2,8
257121,107121,MicroATX Mini Tower,Black,None,None,2,5
257122,107122,ATX Mid Tower,Silver,None,Acrylic,3,4
257123,107123,ATX Mid Tower,Black,None,None,2,4
257124,107124,ATX Mid Tower,Black / Green,None,None,3,7
257125,107125,ATX Mid Tower,Black,None,Acrylic,3,4
257126,107126,HTPC,Black / Silver,None,None,1,3
257127,107127,ATX Mid Tower,Black / Blue,None,Acrylic,0,8
257128,107128,ATX Mid Tower,Black / Orange,None,Acrylic,0,8
257129,107129,ATX Mid Tower,Black / Blue,None,None,4,6
257130,107130,ATX Full Tower,Black,None,None,0,6
257131,107131,ATX Full Tower,Silver,None,None,4,8
257132,107132,ATX Mid Tower,Black,None,None,2,3
257133,107133,ATX Mid Tower,Black,None,None,2,8
257134,107134,ATX Mid Tower,White / Black,None,Tempered Glass,0,3
257135,107135,ATX Full Tower,White / Black,None,None,4,11
257136,107136,ATX Mid Tower,Black,None,None,2,6
257137,107137,ATX Mid Tower,White,None,Acrylic,4,5
257138,107138,ATX Full Tower,Black,None,Acrylic,9,7
257139,107139,ATX Full Tower,Black,None,Acrylic,10,8
257140,107140,ATX Full Tower,Black,None,Acrylic,4,6
257141,107141,MicroATX Mini Tower,Black,None,None,2,0
257142,107142,ATX Full Tower,Black / Red,None,Acrylic,3,8
257143,107143,ATX Mid Tower,Black,300 W,None,4,5
257144,107144,Mini ITX Tower,Black,300 W,None,0,1
257145,107145,ATX Mid Tower,White,None,Acrylic,4,6
257146,107146,Mini ITX Desktop,Black / Silver,250 W,None,0,1
257147,107147,ATX Mid Tower,White,None,Tempered Glass,0,4
257148,107148,ATX Mid Tower,White,None,None,3,6
257149,107149,ATX Mid Tower,Black,None,Acrylic,4,6
257150,107150,MicroATX Mid Tower,Black,None,None,2,4
257151,107151,MicroATX Mid Tower,White,None,None,2,4
257152,107152,Mini ITX Desktop,Black,300 W,None,0,1
257153,107153,MicroATX Mid Tower,Yellow,None,Acrylic,0,4
257154,107154,ATX Test Bench,Silver,None,None,2,3
257155,107155,ATX Mid Tower,Black,None,None,3,5
257156,107156,ATX Mid Tower,Black / Green,None,Acrylic,3,4
257157,107157,MicroATX Mid Tower,Black,None,Acrylic,0,4
257158,107158,ATX Mid Tower,Black,None,Acrylic,2,3
257159,107159,MicroATX Mini Tower,Black,None,Tempered Glass,0,0
257160,107160,ATX Mid Tower,Black,None,Acrylic,4,4
257161,107161,ATX Mid Tower,Black / Blue,None,Acrylic,0,4
257162,107162,ATX Mid Tower,Black,None,Acrylic,2,6
257163,107163,MicroATX Desktop,Black / Silver,None,None,2,2
257164,107164,MicroATX Mini Tower,Black,400 W,None,2,4
257165,107165,ATX Mid Tower,Black / Blue,None,Acrylic,2,2
257166,107166,ATX Mid Tower,Black,None,None,3,8
257167,107167,ATX Mid Tower,Black,None,Acrylic,3,4
257168,107168,MicroATX Mid Tower,Black / White,None,Acrylic,9,0
257169,107169,MicroATX Mini Tower,Black,None,Acrylic,0,1
257170,107170,ATX Mid Tower,Black,None,Acrylic,2,7
257171,107171,MicroATX Mini Tower,Silver,None,Acrylic,0,2
257172,107172,ATX Mid Tower,Black,None,Acrylic,2,3
257173,107173,MicroATX Desktop,Black / Orange,None,Acrylic,1,3
257174,107174,ATX Mid Tower,Black / Orange,None,Acrylic,3,3
257175,107175,Mini ITX Tower,Black,None,None,0,1
257176,107176,ATX Mid Tower,Black / Silver,None,Acrylic,4,5
257177,107177,ATX Mid Tower,Black / Red,None,Acrylic,3,8
257178,107178,ATX Mid Tower,Black,380 W,None,3,3
257179,107179,ATX Mid Tower,Black,None,None,4,6
257180,107180,ATX Mid Tower,Black,None,None,3,5
257181,107181,HTPC,Black / Silver,350 W,None,1,1
257182,107182,ATX Mid Tower,Black / Orange,None,Acrylic,4,4
257183,107183,ATX Mid Tower,Black,None,None,3,6
257184,107184,ATX Mid Tower,Black,None,Acrylic,2,8
257185,107185,Mini ITX Desktop,Black,None,None,0,1
257186,107186,ATX Mid Tower,Black,None,Acrylic,4,4
257187,107187,ATX Full Tower,Black,None,Acrylic,5,6
257188,107188,ATX Full Tower,Black,500 W,None,5,5
257189,107189,ATX Mid Tower,Black,400 W,None,3,5
257190,107190,ATX Mid Tower,Black,None,Acrylic,4,4
257191,107191,ATX Mid Tower,Black,None,Acrylic,6,1
257192,107192,MicroATX Desktop,Black,None,None,2,2
257193,107193,ATX Mid Tower,Black / Blue,450 W,Acrylic,2,3
257194,107194,ATX Mid Tower,Black / Pink,None,Acrylic,4,5
257195,107195,ATX Mid Tower,Black / Green,None,Acrylic,2,6
257196,107196,ATX Full Tower,White / Black,None,Acrylic,4,6
257197,107197,ATX Mid Tower,Black,None,None,4,3
257198,107198,HTPC,Black,None,Tempered Glass,0,7
257199,107199,ATX Mid Tower,White / Blue,None,Tempered Glass,0,2
257200,107200,ATX Mid Tower,Black,None,Acrylic,5,4
257201,107201,MicroATX Mid Tower,Black / Blue,None,Acrylic,1,2
257202,107202,ATX Mid Tower,Black,None,Tempered Glass,0,2
257203,107203,ATX Mid Tower,Black,None,Acrylic,3,4
257204,107204,HTPC,Black,None,None,1,2
257205,107205,ATX Mid Tower,Blue / Black,None,Acrylic,3,3
257206,107206,ATX Mid Tower,Black,None,None,4,6
257207,107207,MicroATX Mini Tower,Black,None,None,1,7
257208,107208,ATX Mid Tower,Black,None,None,4,5
257209,107209,ATX Mid Tower,,None,None,2,4
257210,107210,ATX Mid Tower,Black,None,Acrylic,2,3
257211,107211,MicroATX Mini Tower,Black,None,None,2,5
257212,107212,MicroATX Desktop,Black / White,300 W,None,1,1
257213,107213,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
257214,107214,MicroATX Mini Tower,Black,None,Acrylic,1,2
257215,107215,ATX Mid Tower,Black,None,Acrylic,3,2
257216,107216,ATX Mid Tower,Black / Blue,None,Tempered Glass,0,2
257217,107217,ATX Mid Tower,Silver,None,None,0,2
257218,107218,ATX Mid Tower,Black,None,None,4,5
257219,107219,ATX Mid Tower,Black,550 W,None,4,4
257220,107220,ATX Full Tower,Black,None,Tempered Glass,0,5
257221,107221,ATX Mid Tower,Black,None,None,3,3
257222,107222,ATX Full Tower,White / Black,None,Acrylic,3,8
257223,107223,ATX Full Tower,Gray / Black,None,Acrylic,3,8
257224,107224,MicroATX Mini Tower,Black,None,None,2,2
257225,107225,MicroATX Mini Tower,Silver,None,Tempered Glass,0,4
257226,107226,MicroATX Mid Tower,Black,None,Tempered Glass,0,2
257227,107227,ATX Mid Tower,Black / Yellow,None,Acrylic,2,4
257228,107228,ATX Mid Tower,Black,500 W,Acrylic,4,4
257229,107229,ATX Mid Tower,Black,None,Acrylic,2,3
257230,107230,ATX Full Tower,Black,None,Acrylic,3,6
257231,107231,ATX Full Tower,Black / Silver,None,Acrylic,12,8
257232,107232,ATX Mid Tower,Black,None,None,3,8
257233,107233,MicroATX Mini Tower,Black,None,Acrylic,1,3
257234,107234,ATX Mid Tower,Black,None,Acrylic,2,4
257235,107235,HTPC,Black,None,None,1,6
257236,107236,ATX Mid Tower,Black,None,None,3,6
257237,107237,ATX Mid Tower,Black,None,None,3,6
257238,107238,ATX Mid Tower,Black,None,Acrylic,1,3
257239,107239,ATX Mid Tower,Black / Blue,None,Acrylic,0,2
257240,107240,ATX Mid Tower,Black,450 W,None,2,2
257241,107241,Mini ITX Test Bench,Red,None,None,0,0
257242,107242,MicroATX Mini Tower,Silver,None,None,0,3
257243,107243,Mini ITX Tower,Black,150 W,None,1,1
257244,107244,ATX Mid Tower,Black,None,Tempered Glass,0,0
257245,107245,ATX Mid Tower,Black / Green,None,Acrylic,3,6
257246,107246,ATX Mid Tower,Black,None,None,4,9
257247,107247,Mini ITX Tower,Black,200 W,None,1,0
257248,107248,ATX Mid Tower,Black,None,None,2,4
257249,107249,ATX Mid Tower,Black,None,Acrylic,2,6
257250,107250,ATX Mid Tower,Black,None,None,2,6
257251,107251,ATX Mid Tower,Black,350 W,None,4,5
257252,107252,ATX Full Tower,Black,None,Acrylic,3,8
257253,107253,MicroATX Mini Tower,Black,None,None,0,1
257254,107254,MicroATX Desktop,Black / Silver,350 W,None,1,2
257255,107255,Mini ITX Tower,Black,None,None,1,1
257256,107256,ATX Mid Tower,Black,None,None,3,6
257257,107257,Mini ITX Tower,Silver,None,None,0,1
257258,107258,ATX Mid Tower,Black,None,None,4,6
257259,107259,HTPC,Black,None,None,1,2
257260,107260,Mini ITX Tower,White,None,Acrylic,0,1
257261,107261,ATX Mid Tower,Black,None,Acrylic,2,3
257262,107262,MicroATX Mini Tower,Black / Orange,None,Acrylic,1,2
257263,107263,ATX Mid Tower,Black / Green,None,Acrylic,2,3
257264,107264,ATX Mid Tower,Black,850 W,None,4,6
257265,107265,Mini ITX Tower,Silver,None,Acrylic,0,2
257266,107266,ATX Test Bench,Black / Red,None,None,1,6
257267,107267,ATX Full Tower,White / Blue,None,Acrylic,4,6
257268,107268,ATX Mid Tower,Black,None,Acrylic,3,3
257269,107269,ATX Mid Tower,Black,None,Acrylic,3,3
257270,107270,ATX Mid Tower,Black,None,None,4,4
257271,107271,ATX Mid Tower,Black,None,Acrylic,2,2
257272,107272,ATX Mid Tower,White,None,None,2,8
257273,107273,MicroATX Mini Tower,Black,None,None,0,3
257274,107274,Mini ITX Tower,Black,180 W,Acrylic,1,1
257275,107275,Mini ITX Tower,Black,300 W,None,0,1
257276,107276,ATX Mid Tower,Black,None,Tempered Glass,0,1
257277,107277,ATX Mid Tower,Black,None,Acrylic,3,6
257278,107278,Mini ITX Desktop,Black,65 W,None,0,0
257279,107279,Mini ITX Tower,Black / Silver,80 W,None,0,0
257280,107280,ATX Mid Tower,Black / Silver,None,Acrylic,4,6
257281,107281,ATX Mid Tower,Black,500 W,None,5,4
257282,107282,ATX Mid Tower,Black,None,None,4,5
257283,107283,Mini ITX Desktop,Black,200 W,None,1,1
257284,107284,ATX Mid Tower,Black,430 W,Acrylic,4,4
257285,107285,ATX Mid Tower,Black,None,Acrylic,3,6
257286,107286,ATX Mid Tower,Black,500 W,Acrylic,4,3
257287,107287,ATX Mid Tower,White,None,Tempered Glass,0,2
257288,107288,ATX Mid Tower,Black,None,None,2,6
257289,107289,ATX Mid Tower,Black,None,None,9,0
257290,107290,ATX Mid Tower,Black,450 W,None,3,6
257291,107291,ATX Full Tower,Black / Orange,None,Acrylic,4,6
257292,107292,ATX Mid Tower,Black / Red,None,Acrylic,3,6
257293,107293,MicroATX Slim,Black,300 W,None,1,2
257294,107294,MicroATX Mid Tower,Black,None,None,3,2
257295,107295,ATX Mid Tower,Black,None,None,3,6
257296,107296,ATX Mid Tower,Black,400 W,None,3,6
257297,107297,ATX Full Tower,Black,None,Acrylic,5,5
257298,107298,ATX Mid Tower,Black,None,Acrylic,3,3
257299,107299,ATX Mid Tower,Black,None,Tempered Glass,0,2
257300,107300,ATX Mid Tower,Black,None,None,3,8
257301,107301,ATX Full Tower,Black,None,None,4,6
257302,107302,ATX Mid Tower,White,None,Acrylic,6,4
257303,107303,ATX Mid Tower,Black,None,None,3,4
257304,107304,ATX Mid Tower,Green,None,Acrylic,0,3
257305,107305,ATX Full Tower,Black,None,Acrylic,4,6
257306,107306,HTPC,Black,275 W,None,1,2
257307,107307,ATX Mid Tower,Black,None,None,3,6
257308,107308,ATX Full Tower,White,None,None,2,10
257309,107309,ATX Mid Tower,Black,None,None,3,4
257310,107310,ATX Full Tower,Black,None,Acrylic,5,7
257311,107311,ATX Full Tower,Silver,None,None,1,9
257312,107312,ATX Full Tower,Black / Green,None,None,3,3
257313,107313,ATX Mid Tower,Black / Red,None,Acrylic,1,4
257314,107314,ATX Mid Tower,Black / Blue,None,Acrylic,4,3
257315,107315,HTPC,Black,None,None,2,6
257316,107316,ATX Mid Tower,Black / Red,None,Acrylic,0,4
257317,107317,ATX Mid Tower,Black,480 W,Acrylic,2,3
257318,107318,MicroATX Mini Tower,Black,None,None,2,2
257319,107319,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
257320,107320,ATX Mid Tower,Black,None,Acrylic,2,8
257321,107321,Mini ITX Tower,Black,None,None,0,2
257322,107322,ATX Mid Tower,Black,None,None,5,5
257323,107323,ATX Full Tower,White,None,Acrylic,3,8
257324,107324,ATX Mid Tower,Black,None,None,4,6
257325,107325,ATX Mid Tower,White,None,Tempered Glass,0,2
257326,107326,ATX Mid Tower,Black,None,Tempered Glass,2,2
257327,107327,ATX Mid Tower,Black,None,None,1,4
257328,107328,ATX Mid Tower,Black,None,None,4,9
257329,107329,ATX Mid Tower,Black,None,None,4,5
257330,107330,ATX Mid Tower,Black,None,None,4,6
257331,107331,ATX Mid Tower,Black / Red,None,Acrylic,9,0
257332,107332,ATX Mid Tower,Black,None,None,1,6
257333,107333,Mini ITX Tower,Black,None,None,0,2
257334,107334,ATX Full Tower,Black,None,None,4,8
257335,107335,ATX Full Tower,White,None,Acrylic,3,8
257336,107336,ATX Mid Tower,Black,None,None,2,8
257337,107337,ATX Full Tower,Silver,None,None,3,6
257338,107338,ATX Mid Tower,Black / Silver,480 W,None,2,3
257339,107339,ATX Full Tower,Black,None,Acrylic,5,3
257340,107340,ATX Full Tower,White,None,Acrylic,6,6
257341,107341,ATX Full Tower,Black,None,Acrylic,5,6
257342,107342,ATX Mid Tower,Black,None,None,3,7
257343,107343,ATX Mid Tower,Black,None,Acrylic,3,3
257344,107344,Mini ITX Tower,Black,None,Acrylic,0,0
257345,107345,ATX Mid Tower,Black / Red,None,Acrylic,3,3
257346,107346,ATX Mid Tower,Black,None,None,9,4
257347,107347,ATX Mid Tower,Black,None,None,3,6
257348,107348,ATX Mid Tower,Black,None,Acrylic,2,4
257349,107349,ATX Full Tower,Silver,None,None,5,5
257350,107350,Mini ITX Desktop,Black,300 W,None,0,6
257351,107351,ATX Mid Tower,Black / Gold,None,Tempered Glass,0,2
257352,107352,ATX Mid Tower,Black,None,Acrylic,4,6
257353,107353,MicroATX Mid Tower,Yellow,None,Acrylic,1,3
257354,107354,Mini ITX Tower,Black,None,None,0,2
257355,107355,ATX Test Bench,Black,None,None,0,6
257356,107356,HTPC,Black,None,None,1,2
257357,107357,ATX Mid Tower,Black,None,Tempered Glass,0,2
257358,107358,Mini ITX Tower,Silver,None,None,0,5
257359,107359,MicroATX Mini Tower,Black,None,None,1,3
257360,107360,Mini ITX Desktop,Black / Silver,250 W,None,0,1
257361,107361,ATX Mid Tower,Black / Orange,None,Acrylic,3,5
257362,107362,MicroATX Mini Tower,Black,None,None,0,3
257363,107363,Mini ITX Tower,Green,None,Acrylic,0,1
257364,107364,ATX Full Tower,Black,None,None,2,12
257365,107365,MicroATX Mini Tower,Black,None,Acrylic,2,3
257366,107366,ATX Mid Tower,Black,None,Acrylic,0,2
257367,107367,ATX Mid Tower,Black / Green,None,Acrylic,2,3
257368,107368,ATX Mid Tower,Black,None,None,2,7
257369,107369,MicroATX Mini Tower,Silver / Black,350 W,None,1,3
257370,107370,Mini ITX Tower,Black,None,None,0,1
257371,107371,ATX Mid Tower,Black / Gray,None,None,2,8
257372,107372,MicroATX Mid Tower,Silver,None,Acrylic,0,2
257373,107373,ATX Mid Tower,Black / Red,None,Tempered Glass,0,3
257374,107374,ATX Mid Tower,Black / Gray,None,Acrylic,2,2
257375,107375,ATX Mid Tower,White,None,Acrylic,2,2
257376,107376,MicroATX Mini Tower,Silver,None,None,2,4
257377,107377,MicroATX Mini Tower,Black,None,Acrylic,1,2
257378,107378,MicroATX Mini Tower,Black,None,None,1,2
257379,107379,ATX Full Tower,White,None,None,4,11
257380,107380,ATX Mid Tower,Black,None,None,3,5
257381,107381,ATX Mid Tower,Black / Blue,None,Acrylic,3,6
257382,107382,Mini ITX Desktop,Black / Gray,None,None,1,2
257383,107383,ATX Mid Tower,Black / Red,None,Acrylic,2,5
257384,107384,MicroATX Mini Tower,Black / Red,None,Acrylic,1,4
257385,107385,ATX Mid Tower,White,None,Tinted Tempered Glass,0,2
257386,107386,Mini ITX Tower,Black / Silver,None,None,0,4
257387,107387,Mini ITX Tower,Black,None,None,1,1
257388,107388,ATX Mid Tower,Beige / Gray,420 W,None,4,4
257389,107389,Mini ITX Tower,Black,None,None,0,4
257390,107390,ATX Full Tower,Black / Blue,None,None,4,5
257391,107391,ATX Full Tower,Black,None,None,5,7
257392,107392,ATX Mid Tower,Black,None,None,3,6
257393,107393,ATX Mid Tower,Black / Silver,None,Acrylic,1,4
257394,107394,ATX Full Tower,Black / Gray,None,None,4,10
257395,107395,ATX Mid Tower,Black,None,None,3,5
257396,107396,ATX Full Tower,Black,None,None,5,5
257397,107397,ATX Mid Tower,White,None,Acrylic,4,5
257398,107398,ATX Full Tower,Black,None,Acrylic,1,6
257399,107399,ATX Mid Tower,Black / Blue,None,Acrylic,3,8
257400,107400,ATX Mid Tower,Black,None,None,3,6
257401,107401,ATX Mid Tower,Black,None,None,3,6
257402,107402,ATX Mid Tower,Black,None,None,3,0
257403,107403,ATX Full Tower,Black,750 W,Acrylic,3,9
257404,107404,ATX Mid Tower,Black / Blue,None,None,5,4
257405,107405,ATX Mid Tower,Black / Blue,420 W,None,4,6
257406,107406,ATX Mini Tower,Black,None,None,2,1
257407,107407,ATX Mid Tower,Black,None,None,4,4
257408,107408,ATX Full Tower,Black,None,Acrylic,5,6
257409,107409,ATX Mid Tower,Black,None,Acrylic,6,3
257410,107410,ATX Mid Tower,Black,None,Acrylic,3,5
257411,107411,ATX Mid Tower,Black,None,None,2,8
257412,107412,ATX Mid Tower,Red / Black,None,Acrylic,4,4
257413,107413,ATX Full Tower,Black,None,None,8,8
257414,107414,ATX Full Tower,Black,None,None,3,8
257415,107415,ATX Full Tower,Black,None,None,5,10
257416,107416,Mini ITX Tower,Black,None,None,1,2
257417,107417,ATX Mid Tower,Black,None,None,3,6
257418,107418,Mini ITX Tower,Black,120 W,None,1,0
257419,107419,ATX Mid Tower,Black,300 W,None,4,4
257420,107420,ATX Mid Tower,Black,None,Acrylic,4,4
257421,107421,ATX Mid Tower,Black,None,None,4,5
257422,107422,Mini ITX Tower,Pink,None,Acrylic,0,2
257423,107423,ATX Mid Tower,Pink / Silver,None,Acrylic,4,5
257424,107424,ATX Mid Tower,Black,None,Acrylic,2,2
257425,107425,MicroATX Mini Tower,Black,300 W,None,1,1
257426,107426,Mini ITX Desktop,Black,150 W,None,0,0
257427,107427,Mini ITX Desktop,Black / Blue,450 W,None,1,2
257428,107428,ATX Mid Tower,Black / Red,None,Acrylic,2,3
257429,107429,ATX Mid Tower,Black / Green,None,Acrylic,4,5
257430,107430,ATX Mid Tower,White,None,Acrylic,2,3
257431,107431,Mini ITX Desktop,Gray / Black,150 W,None,0,1
257432,107432,ATX Mid Tower,Black,None,Tempered Glass,0,2
257433,107433,ATX Full Tower,Black,500 W,Acrylic,4,7
