power_supply_id,product_id,form_factor,efficiency_rating,wattage,modular,color
352078,138655,ATX,80+ Gold,850 W,Semi,
352079,138656,ATX,80+ Bronze,550 W,No,
352080,138657,ATX,80+ Bronze,650 W,No,
352081,138658,ATX,,550 W,Full,
352082,138659,ATX,80+ Gold,1000 W,Semi,
352083,138660,ATX,,610 W,No,
352084,138661,ATX,,550 W,No,
352085,138662,ATX,,850 W,No,
352086,138663,ATX,80+ Bronze,800 W,Full,
352087,138664,ATX,80+ Bronze,700 W,No,
352088,138665,ATX,,850 W,No,
352089,138666,ATX,,850 W,No,
352090,138667,ATX,80+,600 W,Full,
352091,138668,ATX,,400 W,No,
352092,138669,ATX,,350 W,No,
352093,138670,ATX,,400 W,No,
352094,138671,ATX,,400 W,No,
352095,138672,ATX,80+ Bronze,530 W,No,
352096,138673,ATX,80+ Bronze,430 W,No,
352097,138674,ATX,,450 W,No,
352098,138675,ATX,,550 W,No,
352099,138676,ATX,80+ Gold,850 W,Semi,
352100,138677,ATX,80+,1200 W,No,
352101,138678,ATX,80+ Platinum,1000 W,Semi,
352102,138679,ATX,80+,550 W,Full,
352103,138680,ATX,80+,650 W,Full,
352104,138681,ATX,80+,1000 W,No,
352105,138682,ATX,80+,800 W,No,
352106,138683,ATX,80+,750 W,Full,
352107,138684,ATX,,1050 W,No,
352108,138685,ATX,80+ Gold,850 W,Full,
352109,138686,ATX,,730 W,No,
352110,138687,ATX,,650 W,No,
352111,138688,ATX,,1000 W,No,
352112,138689,ATX,80+ Bronze,850 W,No,
352113,138690,TFX,80+,300 W,No,
352114,138691,ATX,80+,500 W,Full,
352115,138692,ATX,80+ Bronze,400 W,No,
352116,138693,ATX,80+ Gold,1000 W,Full,
352117,138694,ATX,80+ Gold,1200 W,Full,
352118,138695,ATX,,550 W,No,
352119,138696,ATX,80+,850 W,Full,
352120,138697,ATX,,550 W,No,
352121,138698,ATX,80+ Platinum,650 W,Semi,
352122,138699,ATX,80+ Gold,600 W,No,
352123,138700,ATX,80+,1000 W,Semi,
352124,138701,ATX,,480 W,No,
352125,138702,ATX,80+,850 W,No,
352126,138703,ATX,80+ Gold,850 W,Full,
352127,138704,ATX,80+ Gold,750 W,Semi,
