power_supply_id,product_id,form_factor,efficiency_rating,wattage,modular,color
351472,138049,EPS,80+ Gold,1300 W,Semi,
351473,138050,ATX,80+ Bronze,700 W,No,
351474,138051,ATX,80+,720 W,Full,
351475,138052,ATX,80+,500 W,No,
351476,138053,ATX,80+ Gold,850 W,Semi,
351477,138054,ATX,80+,460 W,No,
351478,138055,ATX,,500 W,No,
351479,138056,ATX,80+ Bronze,700 W,No,
351480,138057,ATX,80+ Gold,1250 W,Full,
351481,138058,ATX,80+ Platinum,900 W,Full,
351482,138059,ATX,80+ Bronze,550 W,No,
351483,138060,ATX,,350 W,No,
351484,138061,ATX,80+ Bronze,835 W,Semi,
351485,138062,ATX,80+ Gold,750 W,Semi,
351486,138063,ATX,80+ Gold,750 W,Full,
351487,138064,ATX,80+ Bronze,650 W,Semi,
351488,138065,ATX,80+ Bronze,850 W,Semi,
351489,138066,ATX,80+,500 W,No,
351490,138067,ATX,80+ Gold,650 W,No,
351491,138068,ATX,80+ Bronze,650 W,Full,
351492,138069,ATX,80+ Silver,850 W,Semi,
351493,138070,ATX,80+ Gold,500 W,No,
351494,138071,ATX,,700 W,No,
351495,138072,ATX,80+ Gold,1200 W,Full,
351496,138073,ATX,80+ Bronze,850 W,Full,
351497,138074,ATX,80+ Gold,650 W,No,
351498,138075,ATX,80+,400 W,No,
351499,138076,ATX,,450 W,No,
351500,138077,ATX,80+ Bronze,750 W,Semi,
351501,138078,ATX,80+ Platinum,500 W,Semi,
351502,138079,SFX,80+ Bronze,450 W,No,Black
351503,138080,ATX,80+ Gold,650 W,No,
351504,138081,ATX,80+ Gold,650 W,No,
351505,138082,ATX,80+,430 W,No,
351506,138083,ATX,,500 W,No,
351507,138084,ATX,80+ Platinum,550 W,Full,
351508,138085,ATX,80+ Gold,1800 W,No,Black
351509,138086,ATX,80+ Platinum,600 W,Semi,
351510,138087,SFX,,250 W,No,
351511,138088,ATX,,450 W,No,
351512,138089,ATX,,600 W,No,
351513,138090,ATX,80+ Bronze,400 W,No,
351514,138091,ATX,80+ Gold,1000 W,Full,
351515,138092,ATX,80+ Gold,700 W,No,
351516,138093,ATX,80+ Platinum,600 W,Semi,
351517,138094,ATX,,550 W,No,
351518,138095,ATX,,400 W,No,
351519,138096,ATX,80+ Gold,650 W,Semi,
351520,138097,ATX,80+ Silver,850 W,Semi,
351521,138098,ATX,80+ Gold,550 W,No,
351522,138099,ATX,80+ Gold,400 W,No,
351523,138100,ATX,80+ Bronze,650 W,No,
351524,138101,ATX,80+ Platinum,1000 W,Semi,
351525,138102,ATX,80+ Gold,650 W,Semi,
351526,138103,ATX,80+ Gold,550 W,Semi,
351527,138104,ATX,80+ Gold,850 W,Full,
351528,138105,ATX,80+ Bronze,760 W,No,
351529,138106,ATX,80+,900 W,Full,
351530,138107,ATX,80+ Bronze,1000 W,Full,
351531,138108,ATX,80+ Bronze,300 W,No,
351532,138109,BTX,,650 W,No,
351533,138110,ATX,80+ Platinum,500 W,Semi,
351534,138111,ATX,80+ Platinum,1000 W,Full,
351535,138112,ATX,80+ Gold,850 W,Full,
351536,138113,ATX,80+ Bronze,550 W,No,
351537,138114,ATX,80+ Platinum,550 W,Full,
351538,138115,ATX,80+ Bronze,600 W,No,
351539,138116,TFX,80+ Gold,300 W,No,
351540,138117,ATX,80+ Bronze,700 W,Semi,
351541,138118,ATX,,450 W,No,
351542,138119,ATX,80+,430 W,No,
351543,138120,ATX,80+ Gold,700 W,No,
351544,138121,ATX,80+ Gold,550 W,Semi,
351545,138122,ATX,80+ Platinum,850 W,Full,
351546,138123,ATX,80+ Platinum,1275 W,Semi,
351547,138124,ATX,80+ Gold,650 W,Semi,
351548,138125,ATX,80+ Bronze,750 W,Semi,
351549,138126,ATX,80+,500 W,No,
351550,138127,ATX,80+,400 W,No,
351551,138128,ATX,,750 W,No,
351552,138129,ATX,,580 W,No,
351553,138130,ATX,,750 W,Semi,
351554,138131,ATX,80+,800 W,No,
351555,138132,ATX,80+,700 W,No,
351556,138133,ATX,80+ Gold,1000 W,Semi,
351557,138134,ATX,80+ Bronze,650 W,No,
351558,138135,ATX,80+ Bronze,575 W,Full,
351559,138136,ATX,80+,1200 W,Semi,
351560,138137,ATX,80+,500 W,No,
351561,138138,ATX,80+ Bronze,380 W,No,
351562,138139,ATX,80+ Bronze,350 W,No,
351563,138140,ATX,,400 W,No,
351564,138141,ATX,80+ Silver,600 W,No,
351565,138142,ATX,80+ Gold,500 W,No,
351566,138143,ATX,80+ Bronze,750 W,No,
351567,138144,ATX,80+ Bronze,1000 W,Semi,
351568,138145,ATX,80+ Bronze,850 W,No,Black
351569,138146,ATX,80+ Bronze,450 W,Semi,
351570,138147,ATX,,450 W,No,
351571,138148,ATX,80+ Gold,450 W,No,
351572,138149,ATX,80+ Gold,650 W,Semi,
351573,138150,ATX,80+ Platinum,1000 W,Semi,
351574,138151,ATX,80+,860 W,No,
351575,138152,ATX,80+ Gold,1000 W,Semi,
351576,138153,ATX,80+ Bronze,500 W,No,
351577,138154,ATX,80+ Gold,1200 W,No,
351578,138155,ATX,80+ Gold,1000 W,Full,
351579,138156,ATX,80+ Silver,450 W,No,
351580,138157,ATX,80+ Platinum,450 W,Semi,
351581,138158,ATX,80+ Bronze,750 W,Full,
351582,138159,ATX,80+ Bronze,550 W,Full,
351583,138160,ATX,80+ Bronze,450 W,Semi,
351584,138161,ATX,80+,500 W,No,
351585,138162,ATX,80+,400 W,No,
351586,138163,ATX,80+ Bronze,1200 W,Full,
351587,138164,ATX,,480 W,No,
351588,138165,ATX,80+ Bronze,750 W,No,
351589,138166,ATX,80+ Gold,650 W,Semi,
351590,138167,ATX,80+ Bronze,830 W,No,Black / Red
351591,138168,ATX,80+,650 W,No,
351592,138169,ATX,80+ Gold,1000 W,Full,
351593,138170,ATX,80+ Silver,700 W,No,
351594,138171,ATX,80+ Gold,850 W,Semi,
351595,138172,ATX,80+ Platinum,500 W,Semi,
351596,138173,ATX,80+ Gold,850 W,Semi,Black / Red
351597,138174,ATX,80+ Gold,750 W,No,
351598,138175,BTX,,750 W,No,
351599,138176,ATX,80+ Bronze,600 W,No,Gray
351600,138177,SFX,80+ Gold,700 W,Full,Black
351601,138178,ATX,80+ Bronze,450 W,No,
351602,138179,ATX,,350 W,No,
351603,138180,ATX,80+ Bronze,850 W,No,
351604,138181,ATX,,500 W,No,
351605,138182,ATX,,550 W,No,
351606,138183,ATX,80+ Gold,550 W,No,
351607,138184,ATX,80+,500 W,No,
351608,138185,ATX,80+ Gold,630 W,Semi,
351609,138186,ATX,80+ Gold,530 W,Semi,
351610,138187,ATX,80+ Bronze,550 W,Full,
351611,138188,ATX,80+ Bronze,850 W,Full,
351612,138189,ATX,80+ Platinum,1250 W,Semi,
351613,138190,ATX,80+ Gold,650 W,Semi,
351614,138191,ATX,80+ Gold,850 W,Full,
351615,138192,ATX,80+ Gold,1200 W,No,
351616,138193,ATX,80+ Bronze,750 W,Full,
351617,138194,ATX,,680 W,No,
351618,138195,ATX,,450 W,No,
351619,138196,ATX,,400 W,No,
351620,138197,ATX,,460 W,No,
351621,138198,ATX,,950 W,Full,
351622,138199,Micro ATX,,250 W,No,
351623,138200,ATX,80+ Gold,1200 W,Full,
351624,138201,ATX,,500 W,No,
351625,138202,ATX,,750 W,Full,
351626,138203,SFX,80+,300 W,No,
351627,138204,ATX,80+ Gold,730 W,Semi,
351628,138205,ATX,80+ Platinum,1000 W,Semi,Black
351629,138206,ATX,80+ Bronze,650 W,Semi,
351630,138207,ATX,80+ Gold,550 W,No,
351631,138208,ATX,,750 W,No,
351632,138209,ATX,80+ Gold,400 W,Semi,
351633,138210,ATX,80+ Titanium,1250 W,Full,
351634,138211,ATX,80+ Gold,1000 W,Full,
351635,138212,ATX,80+ Bronze,1200 W,Semi,
351636,138213,ATX,80+ Platinum,750 W,No,
351637,138214,ATX,,350 W,No,
351638,138215,ATX,80+ Gold,750 W,Semi,
351639,138216,ATX,,500 W,No,
351640,138217,ATX,80+ Bronze,750 W,Semi,
351641,138218,ATX,,750 W,No,
351642,138219,ATX,80+ Platinum,1375 W,Full,
351643,138220,ATX,80+ Bronze,650 W,No,
351644,138221,ATX,,680 W,No,
351645,138222,ATX,80+ Gold,850 W,No,
351646,138223,ATX,,1200 W,No,
351647,138224,ATX,80+ Gold,850 W,Full,
351648,138225,ATX,80+ Gold,650 W,Full,
351649,138226,ATX,,300 W,No,
351650,138227,ATX,80+ Gold,1000 W,No,
351651,138228,ATX,80+ Bronze,500 W,Semi,Black / Blue
351652,138229,ATX,80+ Bronze,650 W,No,
351653,138230,ATX,80+,750 W,No,
351654,138231,ATX,80+ Bronze,1000 W,No,
351655,138232,ATX,80+ Bronze,560 W,No,
351656,138233,ATX,,600 W,Semi,
351657,138234,ATX,80+ Bronze,550 W,No,
351658,138235,ATX,80+ Platinum,1000 W,Full,
351659,138236,ATX,,500 W,No,
351660,138237,ATX,80+ Gold,1000 W,Full,Black
351661,138238,ATX,80+ Platinum,750 W,Semi,
351662,138239,ATX,80+ Silver,850 W,Full,
351663,138240,ATX,80+ Silver,1050 W,Full,
351664,138241,ATX,80+ Bronze,550 W,No,
351665,138242,ATX,80+ Platinum,1050 W,Full,
351666,138243,ATX,80+ Bronze,550 W,Semi,
351667,138244,ATX,,600 W,No,
351668,138245,ATX,,400 W,No,
351669,138246,ATX,80+ Bronze,550 W,No,
351670,138247,ATX,80+ Silver,1200 W,Semi,
351671,138248,ATX,,600 W,No,
351672,138249,ATX,80+ Silver,800 W,No,
351673,138250,ATX,,500 W,No,
351674,138251,ATX,80+,350 W,No,
351675,138252,ATX,80+ Bronze,1000 W,Semi,
351676,138253,ATX,80+ Gold,800 W,Full,
351677,138254,ATX,80+ Gold,600 W,No,
351678,138255,ATX,,500 W,No,
351679,138256,ATX,80+,430 W,No,
351680,138257,ATX,80+,850 W,No,
351681,138258,ATX,,750 W,Full,
351682,138259,ATX,,800 W,No,
351683,138260,ATX,80+ Gold,750 W,Full,
351684,138261,ATX,80+ Bronze,750 W,No,
351685,138262,ATX,80+ Bronze,675 W,Semi,
351686,138263,ATX,80+,1000 W,Semi,
351687,138264,ATX,80+ Bronze,650 W,Full,
351688,138265,ATX,80+ Bronze,650 W,Full,
351689,138266,ATX,80+,1000 W,Full,
351690,138267,ATX,80+ Platinum,750 W,Full,
351691,138268,ATX,80+ Bronze,550 W,No,
351692,138269,ATX,,400 W,No,
351693,138270,ATX,80+ Bronze,750 W,No,
351694,138271,ATX,80+,750 W,No,
351695,138272,ATX,80+ Bronze,850 W,Semi,
351696,138273,TFX,,300 W,No,
351697,138274,ATX,80+ Gold,550 W,Semi,
351698,138275,ATX,80+ Bronze,700 W,No,
351699,138276,ATX,80+ Gold,850 W,Full,
351700,138277,ATX,,750 W,No,
351701,138278,ATX,,680 W,No,
351702,138279,ATX,,700 W,Semi,
351703,138280,ATX,80+ Silver,1000 W,Full,
351704,138281,ATX,,850 W,No,
351705,138282,ATX,80+ Bronze,1000 W,Semi,
351706,138283,BTX,80+ Bronze,1220 W,Full,
351707,138284,ATX,80+ Titanium,700 W,Semi,Black
351708,138285,ATX,80+ Bronze,550 W,No,
351709,138286,ATX,,350 W,No,
351710,138287,ATX,,350 W,No,
351711,138288,ATX,80+ Bronze,550 W,Full,
351712,138289,ATX,80+ Platinum,550 W,Semi,
351713,138290,ATX,,350 W,No,
351714,138291,ATX,,300 W,No,
351715,138292,ATX,80+ Gold,650 W,No,
351716,138293,ATX,,700 W,No,
351717,138294,ATX,,500 W,Full,
351718,138295,ATX,80+,450 W,No,
351719,138296,ATX,,1000 W,No,
351720,138297,ATX,80+ Bronze,550 W,No,
351721,138298,ATX,80+ Gold,1300 W,Full,
351722,138299,TFX,80+,300 W,No,
351723,138300,TFX,80+ Gold,350 W,Full,
351724,138301,ATX,,600 W,No,
351725,138302,ATX,80+ Gold,650 W,Full,Black
351726,138303,ATX,80+ Gold,750 W,Full,Black
351727,138304,ATX,80+ Bronze,350 W,No,
351728,138305,ATX,80+ Bronze,900 W,Semi,
351729,138306,ATX,,350 W,No,
351730,138307,ATX,80+ Platinum,1200 W,Semi,
351731,138308,Flex ATX,80+ Bronze,300 W,No,
351732,138309,ATX,,585 W,No,Black
351733,138310,ATX,80+ Silver,1500 W,Semi,
351734,138311,ATX,80+ Platinum,1200 W,Full,
351735,138312,ATX,80+ Gold,1200 W,Full,
351736,138313,ATX,80+ Gold,650 W,Full,
351737,138314,ATX,80+ Silver,1200 W,Full,
351738,138315,ATX,80+ Gold,850 W,Semi,
351739,138316,ATX,,700 W,No,
351740,138317,ATX,,500 W,No,
351741,138318,ATX,,680 W,No,
351742,138319,ATX,,650 W,No,
351743,138320,ATX,80+ Gold,1050 W,Full,
351744,138321,ATX,,300 W,No,
351745,138322,ATX,,650 W,No,
351746,138323,Micro ATX,,300 W,No,
351747,138324,ATX,80+ Bronze,750 W,Full,
351748,138325,ATX,80+ Gold,500 W,No,
351749,138326,ATX,80+,650 W,Full,
351750,138327,ATX,80+ Silver,1000 W,Full,
351751,138328,ATX,80+ Silver,850 W,Full,
351752,138329,ATX,80+ Platinum,750 W,Semi,
351753,138330,ATX,80+ Silver,750 W,No,
351754,138331,ATX,,400 W,No,
351755,138332,ATX,80+ Gold,1200 W,Semi,
351756,138333,ATX,80+ Bronze,530 W,No,
351757,138334,ATX,80+ Gold,1000 W,No,
351758,138335,ATX,,500 W,No,
351759,138336,ATX,80+ Gold,1500 W,Full,
351760,138337,ATX,80+ Silver,1350 W,Full,
351761,138338,ATX,80+ Bronze,650 W,No,
351762,138339,ATX,,1000 W,No,
351763,138340,ATX,80+ Bronze,650 W,Semi,
351764,138341,ATX,,550 W,No,
351765,138342,ATX,80+ Gold,850 W,Full,
351766,138343,ATX,,400 W,No,
351767,138344,ATX,80+ Platinum,750 W,No,
351768,138345,ATX,80+ Platinum,550 W,No,
351769,138346,ATX,80+ Bronze,400 W,No,
351770,138347,ATX,,450 W,No,
351771,138348,ATX,,1250 W,No,
351772,138349,ATX,80+ Bronze,530 W,No,
351773,138350,ATX,,500 W,No,
351774,138351,ATX,80+ Gold,650 W,Full,
351775,138352,ATX,80+ Platinum,850 W,Semi,
351776,138353,ATX,,950 W,Semi,
351777,138354,ATX,80+ Gold,1050 W,Semi,
351778,138355,ATX,80+ Gold,1200 W,Semi,
351779,138356,ATX,80+ Gold,1200 W,Full,Black / Red
351780,138357,ATX,80+ Gold,1250 W,Full,
351781,138358,ATX,80+ Bronze,850 W,Semi,Black
351782,138359,ATX,80+ Gold,650 W,No,
351783,138360,ATX,80+ Gold,1050 W,No,
351784,138361,ATX,,1200 W,No,
351785,138362,ATX,80+ Gold,500 W,Semi,
351786,138363,TFX,80+ Gold,300 W,No,
351787,138364,ATX,80+ Gold,600 W,No,
351788,138365,ATX,80+ Gold,750 W,Semi,
351789,138366,ATX,80+ Bronze,450 W,Semi,
351790,138367,ATX,,450 W,No,
351791,138368,ATX,80+ Gold,650 W,No,
351792,138369,ATX,80+ Gold,550 W,Semi,
351793,138370,ATX,,600 W,Full,
351794,138371,ATX,80+,650 W,No,
351795,138372,ATX,80+ Gold,650 W,Full,
351796,138373,ATX,80+,550 W,No,
351797,138374,ATX,,775 W,No,
351798,138375,ATX,80+ Bronze,650 W,Semi,
351799,138376,ATX,80+ Bronze,550 W,Semi,
351800,138377,ATX,,350 W,No,
351801,138378,ATX,80+ Gold,500 W,No,
351802,138379,ATX,80+ Gold,700 W,Semi,
351803,138380,ATX,,650 W,No,
351804,138381,TFX,80+ Bronze,300 W,No,
351805,138382,ATX,80+ Platinum,850 W,Semi,
351806,138383,ATX,,600 W,No,
351807,138384,ATX,80+ Gold,550 W,Semi,
351808,138385,ATX,80+ Bronze,1000 W,Semi,
351809,138386,ATX,80+ Gold,850 W,Full,
351810,138387,ATX,80+ Gold,1375 W,Semi,
351811,138388,ATX,80+ Gold,700 W,Semi,
351812,138389,ATX,80+ Gold,750 W,Semi,
351813,138390,ATX,80+ Gold,850 W,Semi,
351814,138391,ATX,80+ Gold,750 W,Semi,
351815,138392,ATX,80+ Gold,650 W,Semi,
351816,138393,ATX,80+ Gold,1200 W,Full,
351817,138394,ATX,,680 W,Full,
351818,138395,ATX,,680 W,No,
351819,138396,ATX,80+ Bronze,850 W,Semi,
351820,138397,ATX,80+,600 W,No,
351821,138398,ATX,80+ Silver,1200 W,Full,
351822,138399,ATX,,500 W,No,
351823,138400,ATX,,680 W,No,
351824,138401,ATX,,450 W,No,
351825,138402,Mini ITX,,200 W,No,
351826,138403,ATX,,600 W,No,
351827,138404,ATX,,1080 W,Full,
351828,138405,ATX,80+ Bronze,750 W,No,
351829,138406,ATX,,500 W,No,
351830,138407,ATX,,700 W,No,
351831,138408,ATX,,700 W,Full,
351832,138409,ATX,80+ Bronze,1000 W,No,
351833,138410,ATX,80+,400 W,No,
351834,138411,ATX,80+ Silver,1020 W,Full,
351835,138412,ATX,80+ Bronze,800 W,Full,
351836,138413,ATX,,700 W,No,
351837,138414,ATX,,1000 W,No,
351838,138415,ATX,80+,400 W,No,
351839,138416,ATX,80+ Gold,1000 W,Semi,
351840,138417,ATX,,580 W,No,
351841,138418,ATX,80+ Bronze,660 W,Full,
351842,138419,SFX,80+,350 W,No,
351843,138420,ATX,80+ Bronze,700 W,Semi,
351844,138421,ATX,80+ Bronze,1000 W,Semi,
351845,138422,ATX,80+,400 W,No,
351846,138423,ATX,80+ Gold,1000 W,Semi,
351847,138424,ATX,,400 W,No,
351848,138425,ATX,80+,400 W,No,
351849,138426,ATX,80+,400 W,No,
351850,138427,BTX,80+ Platinum,500 W,Semi,
351851,138428,ATX,80+ Bronze,550 W,Semi,
351852,138429,ATX,,600 W,No,
351853,138430,ATX,80+,1200 W,Full,
351854,138431,ATX,,650 W,No,
351855,138432,ATX,,750 W,No,
351856,138433,ATX,80+ Gold,700 W,No,
351857,138434,ATX,80+ Platinum,450 W,No,
351858,138435,ATX,,800 W,Full,
351859,138436,ATX,,880 W,No,
351860,138437,ATX,,500 W,No,
351861,138438,ATX,,450 W,No,
351862,138439,ATX,,500 W,No,
351863,138440,ATX,80+ Platinum,1000 W,Semi,
351864,138441,ATX,,460 W,No,
351865,138442,ATX,80+ Bronze,650 W,Semi,Black
351866,138443,ATX,80+ Platinum,650 W,No,
351867,138444,ATX,,450 W,No,
351868,138445,EPS,80+,610 W,No,
351869,138446,ATX,80+ Bronze,850 W,Semi,
351870,138447,ATX,80+ Gold,1000 W,Full,
351871,138448,ATX,80+ Silver,760 W,No,
351872,138449,ATX,,850 W,No,
351873,138450,ATX,80+ Bronze,750 W,No,
351874,138451,ATX,,300 W,No,
351875,138452,SFX,80+ Gold,550 W,Full,
351876,138453,ATX,80+,600 W,No,
351877,138454,ATX,80+ Bronze,800 W,Full,
351878,138455,ATX,,500 W,No,
351879,138456,ATX,80+ Gold,500 W,No,
351880,138457,ATX,,600 W,No,
351881,138458,ATX,80+ Platinum,550 W,Semi,
351882,138459,ATX,80+,850 W,Full,
351883,138460,ATX,80+ Gold,500 W,No,
351884,138461,ATX,80+ Bronze,300 W,No,
351885,138462,ATX,80+ Bronze,500 W,No,
351886,138463,ATX,80+ Gold,500 W,No,
351887,138464,ATX,80+ Bronze,750 W,Full,
351888,138465,ATX,,500 W,No,Black / Green
351889,138466,ATX,80+ Gold,500 W,No,
351890,138467,ATX,,400 W,No,
351891,138468,ATX,,500 W,No,
351892,138469,ATX,80+ Bronze,450 W,No,
351893,138470,ATX,80+ Bronze,650 W,Semi,
351894,138471,ATX,80+ Gold,750 W,Full,Black
351895,138472,ATX,80+ Gold,900 W,Semi,
351896,138473,ATX,80+ Gold,650 W,No,
351897,138474,ATX,,500 W,No,
351898,138475,ATX,80+ Gold,450 W,Full,
351899,138476,ATX,,500 W,Full,
351900,138477,ATX,80+ Gold,800 W,Full,
351901,138478,SFX,,300 W,No,
351902,138479,ATX,80+ Bronze,700 W,No,
351903,138480,ATX,80+ Bronze,660 W,No,Black
351904,138481,ATX,80+ Bronze,400 W,No,
351905,138482,ATX,80+ Gold,1000 W,No,
351906,138483,ATX,80+ Gold,1000 W,Full,
351907,138484,ATX,80+ Gold,800 W,Semi,
351908,138485,ATX,80+ Platinum,550 W,Semi,
351909,138486,SFX,80+ Bronze,400 W,No,
351910,138487,ATX,,500 W,No,
351911,138488,ATX,80+ Gold,900 W,Semi,
351912,138489,ATX,80+ Bronze,650 W,No,
351913,138490,ATX,,1000 W,Semi,
351914,138491,ATX,80+,1200 W,Semi,
351915,138492,ATX,80+ Bronze,1200 W,Semi,
351916,138493,ATX,80+ Gold,1000 W,Full,
351917,138494,ATX,80+ Gold,1000 W,Semi,
351918,138495,ATX,80+ Gold,650 W,Semi,
351919,138496,ATX,80+ Bronze,650 W,No,
351920,138497,SFX,80+ Bronze,300 W,No,
351921,138498,ATX,80+ Platinum,1050 W,Full,
351922,138499,ATX,80+ Platinum,1050 W,Full,
351923,138500,ATX,,600 W,No,
351924,138501,ATX,,500 W,No,
351925,138502,ATX,,350 W,No,
351926,138503,ATX,,485 W,No,
351927,138504,ATX,,585 W,No,
351928,138505,ATX,,585 W,No,
351929,138506,ATX,,600 W,Semi,
351930,138507,ATX,,350 W,No,
351931,138508,ATX,,450 W,No,
351932,138509,ATX,80+,550 W,No,
351933,138510,ATX,,650 W,Semi,
351934,138511,ATX,,650 W,No,
351935,138512,ATX,80+ Bronze,800 W,No,
351936,138513,ATX,,850 W,Semi,
351937,138514,ATX,,400 W,No,
351938,138515,ATX,,600 W,No,
351939,138516,ATX,80+ Bronze,1250 W,Semi,
351940,138517,ATX,80+,1200 W,Full,
351941,138518,ATX,80+,1000 W,No,
351942,138519,ATX,80+ Silver,920 W,Full,
351943,138520,ATX,80+ Gold,750 W,No,
351944,138521,ATX,,300 W,No,
351945,138522,ATX,,400 W,No,
351946,138523,ATX,,450 W,No,
351947,138524,ATX,,500 W,No,
351948,138525,ATX,,350 W,No,
351949,138526,ATX,80+ Silver,1350 W,Semi,
351950,138527,ATX,80+ Bronze,1000 W,Full,
351951,138528,ATX,,550 W,Full,
351952,138529,ATX,80+ Gold,750 W,Full,
351953,138530,ATX,80+ Bronze,770 W,Full,
351954,138531,ATX,80+,900 W,Semi,
351955,138532,ATX,80+ Bronze,850 W,Semi,
351956,138533,ATX,80+ Platinum,850 W,Semi,
351957,138534,ATX,80+ Platinum,650 W,Semi,
351958,138535,ATX,,650 W,No,
351959,138536,ATX,80+ Platinum,550 W,No,
351960,138537,SFX,80+ Bronze,300 W,No,Silver
351961,138538,ATX,80+,1000 W,No,
351962,138539,ATX,,450 W,No,
351963,138540,ATX,80+ Gold,750 W,Full,
351964,138541,ATX,,300 W,No,
351965,138542,ATX,80+ Gold,850 W,No,
351966,138543,ATX,,350 W,No,
351967,138544,ATX,80+ Silver,700 W,No,
351968,138545,ATX,80+ Bronze,1000 W,Full,
351969,138546,ATX,,400 W,No,
351970,138547,ATX,,500 W,No,
351971,138548,ATX,80+ Gold,1200 W,Full,
351972,138549,ATX,80+,550 W,No,Black / Multicolor
351973,138550,ATX,80+,500 W,No,
351974,138551,ATX,80+,600 W,No,
351975,138552,ATX,,550 W,No,
351976,138553,EPS,80+,950 W,No,
351977,138554,ATX,,300 W,No,
351978,138555,ATX,,600 W,No,
351979,138556,ATX,80+ Bronze,700 W,Full,
351980,138557,ATX,80+ Bronze,1000 W,Full,
351981,138558,ATX,,1100 W,No,
351982,138559,ATX,,550 W,No,
351983,138560,ATX,,1080 W,No,
351984,138561,ATX,80+,430 W,No,
351985,138562,ATX,,450 W,No,
351986,138563,ATX,,350 W,No,
351987,138564,ATX,80+ Bronze,1000 W,Full,
351988,138565,ATX,,550 W,No,
351989,138566,ATX,80+ Platinum,750 W,Semi,
351990,138567,ATX,80+ Bronze,550 W,Semi,Black
351991,138568,ATX,80+ Bronze,1000 W,Semi,Black
351992,138569,ATX,80+ Gold,550 W,Full,
351993,138570,BTX,80+ Bronze,1000 W,Semi,
351994,138571,ATX,80+ Gold,700 W,Full,
351995,138572,ATX,,1000 W,No,
351996,138573,ATX,,850 W,Semi,
351997,138574,ATX,80+ Gold,850 W,Semi,
351998,138575,ATX,,450 W,No,
351999,138576,ATX,,400 W,No,
352000,138577,ATX,,550 W,No,
352001,138578,ATX,80+ Bronze,400 W,Semi,
352002,138579,ATX,80+ Bronze,400 W,No,
352003,138580,ATX,80+ Bronze,750 W,Semi,
352004,138581,ATX,,580 W,No,
352005,138582,ATX,80+ Silver,500 W,No,
352006,138583,ATX,80+ Bronze,750 W,Full,
352007,138584,ATX,80+ Bronze,650 W,Full,
352008,138585,ATX,80+ Gold,1000 W,Full,Black
352009,138586,ATX,80+ Bronze,1200 W,Semi,
352010,138587,ATX,,660 W,Full,
352011,138588,ATX,80+ Bronze,550 W,Semi,
352012,138589,ATX,80+ Gold,1000 W,Semi,
352013,138590,ATX,80+ Bronze,750 W,Full,
352014,138591,Mini ITX,80+ Bronze,350 W,No,
352015,138592,ATX,80+ Platinum,850 W,Full,
352016,138593,ATX,,300 W,No,
352017,138594,ATX,,480 W,No,
352018,138595,ATX,,500 W,No,
352019,138596,ATX,,500 W,Full,
352020,138597,ATX,,600 W,No,
352021,138598,ATX,80+ Gold,1000 W,Full,
352022,138599,ATX,80+ Gold,1050 W,Full,
352023,138600,ATX,80+ Gold,1000 W,Full,Black
352024,138601,ATX,80+,700 W,Semi,
352025,138602,ATX,80+ Gold,650 W,Full,
352026,138603,ATX,80+ Gold,550 W,Full,
352027,138604,ATX,80+ Gold,650 W,Full,
352028,138605,ATX,80+ Gold,750 W,Full,
352029,138606,ATX,,550 W,No,
352030,138607,ATX,,400 W,No,
352031,138608,ATX,,500 W,No,
352032,138609,ATX,,630 W,No,
352033,138610,ATX,80+ Bronze,700 W,No,
352034,138611,ATX,80+ Gold,1000 W,Full,
352035,138612,ATX,80+ Gold,850 W,Full,
352036,138613,ATX,,575 W,No,
352037,138614,ATX,,500 W,No,
352038,138615,ATX,80+ Silver,1000 W,Semi,
352039,138616,ATX,80+ Gold,1050 W,Full,
352040,138617,ATX,80+ Bronze,600 W,Semi,Black / Blue
352041,138618,ATX,80+ Gold,600 W,Semi,
352042,138619,ATX,80+,700 W,No,
352043,138620,TFX,80+ Bronze,300 W,No,
352044,138621,ATX,80+ Bronze,550 W,No,
352045,138622,ATX,80+ Platinum,750 W,Semi,
352046,138623,ATX,80+ Platinum,1000 W,Semi,
352047,138624,Mini ITX,,200 W,No,
352048,138625,ATX,80+ Bronze,750 W,No,
352049,138626,ATX,80+ Gold,1000 W,Full,
352050,138627,ATX,,750 W,No,
352051,138628,ATX,80+,1200 W,Full,
352052,138629,ATX,,500 W,No,
352053,138630,ATX,,780 W,Full,
352054,138631,ATX,80+,750 W,No,
352055,138632,ATX,80+ Bronze,750 W,No,
352056,138633,ATX,80+ Gold,1200 W,Full,
352057,138634,ATX,80+ Gold,1000 W,Full,
352058,138635,ATX,,485 W,No,
352059,138636,ATX,,585 W,No,
352060,138637,ATX,,600 W,No,
352061,138638,ATX,,650 W,No,
352062,138639,ATX,,400 W,No,
352063,138640,ATX,,450 W,No,
352064,138641,ATX,80+ Bronze,700 W,Semi,
352065,138642,ATX,,550 W,Full,
352066,138643,ATX,80+ Bronze,800 W,Semi,
352067,138644,ATX,80+,1350 W,No,
352068,138645,ATX,,450 W,No,
352069,138646,ATX,80+ Gold,650 W,No,
352070,138647,ATX,80+,1000 W,No,
352071,138648,ATX,,850 W,No,
352072,138649,ATX,,450 W,No,
352073,138650,ATX,80+ Bronze,600 W,No,
352074,138651,ATX,,580 W,No,
352075,138652,ATX,,680 W,No,
352076,138653,ATX,,650 W,Full,
352077,138654,ATX,80+ Gold,1200 W,Full,
