internal_harddrive_id,product_id,capacity,price_per_gb,harddrive_type,cache,form_factor,interface
302909,118255,40 GB,,SSD,,2.5 in,SATA 3 Gb/s
302910,118256,480 GB,,SSD,,PCI-E,PCIe x4
302911,118257,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
302912,118258,120 GB,,SSD,,2.5 in,SATA 3 Gb/s
302913,118259,300 GB,,10000 RPM,16 MB,3.5 in,SATA 3 Gb/s
302914,118260,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
302915,118261,100 GB,,SSD,,PCI-E,PCIe x4
302916,118262,128 GB,,SSD,,2.5 in,SATA 3 Gb/s
302917,118263,90 GB,,SSD,,3.5 in,SATA 3 Gb/s
302918,118264,240 GB,,SSD,,2.5 in,SATA 3 Gb/s
302919,118265,128 GB,,SSD,,2.5 in,SATA 3 Gb/s
302920,118266,128 GB,,SSD,,2.5 in,SATA 3 Gb/s
302921,118267,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302922,118268,160 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302923,118269,128 GB,,SSD,,mSATA,mSATA
302924,118270,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302925,118271,64 GB,1.74,SSD,,2.5 in,SATA 6 Gb/s
302926,118272,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
302927,118273,256 GB,,SSD,,2.5 in,SATA 3 Gb/s
302928,118274,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
302929,118275,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302930,118276,128 GB,,SSD,,2.5 in,SATA 3 Gb/s
302931,118277,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
302932,118278,320 GB,,SSD,,2.5 in,SATA 3 Gb/s
302933,118279,240 GB,,SSD,,1.8 in,Micro SATA 6 Gb/s
302934,118280,128 GB,,SSD,512 MB,M.2-2280,M.2 (M)
302935,118281,320 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302936,118282,1 TB,,SSD,1024 MB,M.2-2280,M.2 (M)
302937,118283,128 GB,,SSD,512 MB,M.2-2280,M.2 (M)
302938,118284,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302939,118285,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302940,118286,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302941,118287,128 GB,,SSD,512 MB,PCI-E,PCIe x4
302942,118288,512 GB,,SSD,1024 MB,M.2-2280,M.2 (B+M)
302943,118289,16 GB,,SSD,,2.5 in,SATA 1.5 Gb/s
302944,118290,115 GB,,SSD,,2.5 in,SATA 3 Gb/s
302945,118291,500 GB,,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
302946,118292,360 GB,,SSD,,PCI-E,PCIe x4
302947,118293,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302948,118294,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302949,118295,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302950,118296,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302951,118297,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302952,118298,3 TB,,5400 RPM,32 MB,3.5 in,SATA 6 Gb/s
302953,118299,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
302954,118300,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
302955,118301,120 GB,,SSD,,2.5 in,SATA 3 Gb/s
302956,118302,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302957,118303,180 GB,,SSD,,2.5 in,SATA 3 Gb/s
302958,118304,240 GB,,SSD,,2.5 in,SATA 3 Gb/s
302959,118305,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
302960,118306,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302961,118307,1.5 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
302962,118308,32 GB,,SSD,,2.5 in,SATA 3 Gb/s
302963,118309,500 GB,,Hybrid,32 MB,2.5 in,SATA 6 Gb/s
302964,118310,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302965,118311,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302966,118312,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302967,118313,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302968,118314,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302969,118315,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302970,118316,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302971,118317,160 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302972,118318,160 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302973,118319,320 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302974,118320,250 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302975,118321,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302976,118322,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302977,118323,600 GB,,SSD,,2.5 in,SATA 3 Gb/s
302978,118324,2 TB,,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
302979,118325,500 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302980,118326,160 GB,0.36,5400 RPM,8 MB,2.5 in,SATA 1.5 Gb/s
302981,118327,640 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302982,118328,8 TB,,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
302983,118329,60 GB,,SSD,,2.5 in,SATA 3 Gb/s
302984,118330,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302985,118331,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302986,118332,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
302987,118333,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
302988,118334,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302989,118335,8 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
302990,118336,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302991,118337,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302992,118338,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302993,118339,128 GB,,SSD,,M.2-2280,M.2 (B+M)
302994,118340,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302995,118341,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302996,118342,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302997,118343,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302998,118344,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302999,118345,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303000,118346,250 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303001,118347,512 GB,,SSD,,PCI-E,PCIe x4
303002,118348,480 GB,,SSD,,PCI-E,PCIe x4
303003,118349,250 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303004,118350,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303005,118351,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
303006,118352,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
303007,118353,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
303008,118354,128 GB,,SSD,,mSATA,mSATA
303009,118355,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
303010,118356,120 GB,0.87,SSD,,mSATA,mSATA
303011,118357,480 GB,,SSD,,PCI-E,PCIe x8
303012,118358,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303013,118359,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
303014,118360,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
303015,118361,128 GB,,SSD,,mSATA,mSATA
303016,118362,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303017,118363,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
303018,118364,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303019,118365,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
303020,118366,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
303021,118367,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
303022,118368,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
303023,118369,160 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303024,118370,128 GB,,SSD,,mSATA,mSATA
303025,118371,60 GB,,SSD,64 MB,2.5 in,SATA 3 Gb/s
303026,118372,100 GB,,SSD,,2.5 in,SATA 6 Gb/s
303027,118373,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
303028,118374,750 GB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
303029,118375,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303030,118376,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
303031,118377,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
303032,118378,2 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
303033,118379,320 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303034,118380,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
303035,118381,120 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
303036,118382,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
303037,118383,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
303038,118384,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
303039,118385,1.2 TB,,10000 RPM,128 MB,2.5 in,SAS 12 Gb/s
303040,118386,240 GB,,SSD,,mSATA,mSATA
303041,118387,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
303042,118388,500 GB,,5400 RPM,16 MB,2.5 in,SATA 6 Gb/s
303043,118389,5 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
303044,118390,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
303045,118391,100 GB,,SSD,,2.5 in,SATA 3 Gb/s
303046,118392,120 GB,,SSD,,M.2-2280,M.2 (B+M)
303047,118393,128 GB,,SSD,,M.2-2242,M.2 (B+M)
303048,118394,512 GB,,SSD,,M.2-2280,M.2 (B+M)
303049,118395,800 GB,,SSD,,M.2-2280,M.2 (M)
303050,118396,480 GB,,SSD,,1.8 in,Micro SATA 6 Gb/s
303051,118397,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
303052,118398,400 GB,,SSD,,PCI-E,PCIe x4
303053,118399,300 GB,,15000 RPM,64 MB,2.5 in,SAS 6 Gb/s
303054,118400,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
303055,118401,2 TB,0.24,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303056,118402,1 TB,0.1,7200 RPM,128 MB,2.5 in,SAS 12 Gb/s
303057,118403,80 GB,0.89,SSD,,1.8 in,Micro SATA 3 Gb/s
303058,118404,512 GB,,SSD,,mSATA,mSATA
303059,118405,500 GB,0.5,SSD,,M.2-2280,M.2 (M)
303060,118406,400 GB,,SSD,,2.5 in,SATA 6 Gb/s
303061,118407,8 TB,0.05,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
303062,118408,12 TB,0.04,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
303063,118409,1 TB,0.15,7200 RPM,,2.5 in,SAS 12 Gb/s
303064,118410,6 TB,0.04,7200 RPM,256 MB,3.5 in,SAS 6 Gb/s
303065,118411,8 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303066,118412,1 TB,0.17,7200 RPM,128 MB,2.5 in,SAS 12 Gb/s
303067,118413,480 GB,0.36,SSD,,2.5 in,SATA 6 Gb/s
303068,118414,1 TB,0.33,SSD,,M.2-2280,M.2 (B+M)
303069,118415,128 GB,2.41,SSD,,2.5 in,SATA 3 Gb/s
303070,118416,1.2 TB,0.29,10000 RPM,256 MB,3.5 in,SAS 12 Gb/s
303071,118417,250 GB,0.26,5400 RPM,16 MB,1.8 in,Micro SATA 3 Gb/s
303072,118418,6 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303073,118419,120 GB,0.82,SSD,,2.5 in,SATA 6 Gb/s
303074,118420,256 GB,0.45,SSD,,2.5 in,SATA 6 Gb/s
303075,118421,512 GB,0.56,SSD,,M.2-2280,M.2 (B+M)
303076,118422,8 TB,0.05,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
303077,118423,800 GB,0.52,SSD,,2.5 in,SAS 12 Gb/s
303078,118424,1.024 TB,0.34,SSD,,M.2-2280,M.2 (M)
303079,118425,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
303080,118426,600 GB,0.45,15000 RPM,256 MB,2.5 in,SAS 12 Gb/s
303081,118427,6 TB,0.06,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303082,118428,1.2 TB,0.15,10000 RPM,64 MB,2.5 in,SAS 6 Gb/s
303083,118429,500 GB,0.23,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303084,118430,750 GB,0.31,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303085,118431,250 GB,0.42,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303086,118432,100 GB,3.46,SSD,,2.5 in,SATA 3 Gb/s
303087,118433,600 GB,0.24,10000 RPM,128 MB,2.5 in,SAS 12 Gb/s
303088,118434,2 TB,0.16,7200 RPM,128 MB,2.5 in,SAS 12 Gb/s
303089,118435,1.5 TB,0.16,5900 RPM,32 MB,3.5 in,SATA 3 Gb/s
303090,118436,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
303091,118437,8 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303092,118438,300 GB,0.83,SSD,,1.8 in,Micro SATA 3 Gb/s
303093,118439,960 GB,1.02,SSD,,2.5 in,SATA 6 Gb/s
303094,118440,2 TB,0.16,7200 RPM,128 MB,2.5 in,SAS 12 Gb/s
303095,118441,240 GB,,SSD,,PCI-E,PCIe x2
303096,118442,146 GB,,15000 RPM,,2.5 in,SAS 6 Gb/s
303097,118443,240 GB,0.79,SSD,,2.5 in,SATA 6 Gb/s
303098,118444,480 GB,0.43,SSD,,mSATA,mSATA
303099,118445,60 GB,4.95,SSD,,2.5 in,SATA 3 Gb/s
303100,118446,480 GB,0.23,SSD,,2.5 in,SATA 6 Gb/s
303101,118447,256 GB,1.87,SSD,,2.5 in,SATA 6 Gb/s
303102,118448,8 TB,0.06,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
303103,118449,160 GB,0.52,7200 RPM,16 MB,2.5 in,SATA 6 Gb/s
303104,118450,500 GB,0.3,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303105,118451,500 GB,0.19,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
303106,118452,160 GB,1.26,SSD,,2.5 in,SATA 3 Gb/s
303107,118453,60 GB,3.43,SSD,,2.5 in,SATA 6 Gb/s
303108,118454,2 TB,0.08,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303109,118455,200 GB,,SSD,,2.5 in,SATA 6 Gb/s
303110,118456,120 GB,1.33,SSD,,2.5 in,SATA 3 Gb/s
303111,118457,1 TB,0.25,SSD,,2.5 in,SATA 6 Gb/s
303112,118458,240 GB,1.99,SSD,,1.8 in,Micro SATA 6 Gb/s
303113,118459,400 GB,1.32,SSD,,2.5 in,PCIe x4
303114,118460,240 GB,0.8,SSD,,2.5 in,SATA 6 Gb/s
303115,118461,8 TB,0.05,7200 RPM,256 MB,3.5 in,SAS 6 Gb/s
303116,118462,128 GB,1.58,SSD,,2.5 in,SATA 6 Gb/s
303117,118463,256 GB,0.54,SSD,,mSATA,mSATA
303118,118464,512 GB,0.63,SSD,,mSATA,mSATA
303119,118465,32 GB,,SSD,,mSATA,mSATA
303120,118466,500 GB,0.35,5400 RPM,16 MB,2.5 in,SATA 6 Gb/s
303121,118467,160 GB,1.29,SSD,,2.5 in,SATA 3 Gb/s
303122,118468,160 GB,,SSD,,2.5 in,SATA 3 Gb/s
303123,118469,320 GB,0.23,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303124,118470,4 TB,0.05,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303125,118471,1 TB,0.23,SSD,,2.5 in,SATA 6 Gb/s
303126,118472,160 GB,0.68,SSD,,1.8 in,Micro SATA 3 Gb/s
303127,118473,512 GB,0.48,SSD,,mSATA,mSATA
303128,118474,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
303129,118475,160 GB,0.33,5400 RPM,8 MB,2.5 in,PATA 100
303130,118476,64 GB,3.1,SSD,128 MB,mSATA,mSATA
303131,118477,256 GB,2.02,SSD,512 MB,mSATA,mSATA
303132,118478,500 GB,0.34,7200 RPM,16 MB,3.5 in,SAS 6 Gb/s
303133,118479,400 GB,0.65,SSD,,2.5 in,SATA 6 Gb/s
303134,118480,3 TB,0.21,7200 RPM,128 MB,3.5 in,SAS 6 Gb/s
303135,118481,1 TB,0.31,7200 RPM,64 MB,2.5 in,SAS 6 Gb/s
303136,118482,90 GB,3.66,SSD,,mSATA,mSATA
303137,118483,480 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
303138,118484,4 TB,0.17,7200 RPM,128 MB,3.5 in,SAS 6 Gb/s
303139,118485,800 GB,0.86,SSD,,2.5 in,SATA 6 Gb/s
303140,118486,800 GB,0.53,SSD,,2.5 in,SAS 6 Gb/s
303141,118487,4 TB,,7200 RPM,32 MB,3.5 in,SAS 6 Gb/s
303142,118488,800 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
303143,118489,240 GB,1.3,SSD,,2.5 in,SATA 6 Gb/s
303144,118490,500 GB,0.31,5400 RPM,16 MB,2.5 in,SATA 3 Gb/s
303145,118491,240 GB,2.16,SSD,,2.5 in,SATA 6 Gb/s
303146,118492,480 GB,0.34,SSD,,2.5 in,SATA 6 Gb/s
303147,118493,480 GB,0.88,SSD,,2.5 in,SATA 6 Gb/s
303148,118494,120 GB,3.02,SSD,,2.5 in,SATA 6 Gb/s
303149,118495,120 GB,2.14,SSD,,2.5 in,SATA 6 Gb/s
303150,118496,1 TB,,SSD,,mSATA,mSATA
303151,118497,4 TB,0.04,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303152,118498,4 TB,0.06,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303153,118499,6 TB,0.08,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303154,118500,120 GB,0.84,SSD,,mSATA,mSATA
303155,118501,300 GB,,10000 RPM,64 MB,2.5 in,SAS 6 Gb/s
303156,118502,256 GB,1.59,SSD,,mSATA,mSATA
303157,118503,80 GB,1.47,SSD,,2.5 in,SATA 6 Gb/s
303158,118504,2 TB,0.27,7200 RPM,,3.5 in,SAS 6 Gb/s
303159,118505,360 GB,,SSD,,2.5 in,SATA 6 Gb/s
303160,118506,500 GB,0.23,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303161,118507,240 GB,1.36,SSD,,mSATA,mSATA
303162,118508,128 GB,2.59,SSD,,2.5 in,SATA 3 Gb/s
303163,118509,64 GB,2.19,SSD,,2.5 in,SATA 3 Gb/s
303164,118510,32 GB,12.53,SSD,,mSATA,mSATA
303165,118511,64 GB,6.45,SSD,,mSATA,mSATA
303166,118512,40 GB,,SSD,,2.5 in,SATA 3 Gb/s
303167,118513,512 GB,1.04,SSD,,mSATA,mSATA
303168,118514,128 GB,3.25,SSD,,mSATA,mSATA
303169,118515,256 GB,1.92,SSD,,mSATA,mSATA
303170,118516,120 GB,2.42,SSD,,2.5 in,SATA 3 Gb/s
303171,118517,128 GB,2.61,SSD,,1.8 in,Micro SATA 3 Gb/s
303172,118518,300 GB,,SSD,,PCI-E,PCIe x8
303173,118519,120 GB,2.23,SSD,,2.5 in,SATA 6 Gb/s
303174,118520,800 GB,0.64,SSD,,2.5 in,SATA 6 Gb/s
303175,118521,600 GB,0.52,SSD,,2.5 in,SATA 3 Gb/s
303176,118522,64 GB,3.84,SSD,,2.5 in,SATA 3 Gb/s
303177,118523,480 GB,2.12,SSD,,2.5 in,SATA 6 Gb/s
303178,118524,2 TB,0.28,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303179,118525,500 GB,0.35,7200 RPM,64 MB,2.5 in,SAS 6 Gb/s
303180,118526,800 GB,,SSD,,2.5 in,SAS 12 Gb/s
303181,118527,500 GB,0.23,5400 RPM,32 MB,2.5 in,SATA 3 Gb/s
303182,118528,500 GB,0.34,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
303183,118529,320 GB,0.21,5400 RPM,8 MB,2.5 in,PATA 100
303184,118530,4 TB,0.12,7200 RPM,128 MB,3.5 in,SAS 6 Gb/s
303185,118531,128 GB,,SSD,,M.2-2242,M.2 (B+M)
303186,118532,3 TB,0.08,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
303187,118533,6 TB,0.11,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
303188,118534,2 TB,0.22,7200 RPM,128 MB,2.5 in,SAS 12 Gb/s
303189,118535,80 GB,0.77,SSD,,1.8 in,Micro SATA 3 Gb/s
303190,118536,240 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
303191,118537,512 GB,1.47,SSD,,mSATA,mSATA
303192,118538,3.2 TB,,SSD,,2.5 in,SAS 12 Gb/s
303193,118539,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
303194,118540,320 GB,,5400 RPM,,2.5 in,SATA 6 Gb/s
303195,118541,900 GB,,10500 RPM,64 MB,2.5 in,SAS 6 Gb/s
303196,118542,3.2 TB,,SSD,,2.5 in,SAS 12 Gb/s
303197,118543,400 GB,,SSD,,2.5 in,SAS 12 Gb/s
303198,118544,128 GB,,SSD,,M.2-2280,M.2 (M)
303199,118545,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
303200,118546,480 GB,,SSD,,mSATA,mSATA
303201,118547,2 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
303202,118548,4 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
303203,118549,120 GB,,SSD,,mSATA,mSATA
303204,118550,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
303205,118551,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303206,118552,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303207,118553,2 TB,,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
303208,118554,80 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
303209,118555,640 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303210,118556,400 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303211,118557,500 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303212,118558,750 GB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303213,118559,750 GB,,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
303214,118560,640 GB,,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
303215,118561,250 GB,,5400 RPM,32 MB,2.5 in,SATA 3 Gb/s
303216,118562,640 GB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
303217,118563,160 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303218,118564,250 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303219,118565,750 GB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
303220,118566,32 GB,,SSD,,2.5 in,SATA 3 Gb/s
303221,118567,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
303222,118568,80 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303223,118569,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303224,118570,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303225,118571,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303226,118572,160 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303227,118573,160 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303228,118574,160 GB,,SSD,,2.5 in,SATA 3 Gb/s
303229,118575,80 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303230,118576,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303231,118577,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303232,118578,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303233,118579,80 GB,,SSD,,2.5 in,SATA 3 Gb/s
303234,118580,160 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303235,118581,160 GB,,SSD,,2.5 in,SATA 3 Gb/s
303236,118582,160 GB,,SSD,,2.5 in,SATA 3 Gb/s
303237,118583,160 GB,,SSD,,2.5 in,SATA 3 Gb/s
303238,118584,160 GB,,SSD,,1.8 in,Micro SATA 3 Gb/s
303239,118585,750 GB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303240,118586,32 GB,,SSD,,2.5 in,SATA 3 Gb/s
303241,118587,500 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303242,118588,320 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303243,118589,160 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303244,118590,160 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303245,118591,640 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303246,118592,60 GB,,SSD,,mSATA,mSATA
303247,118593,1.5 TB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303248,118594,1 TB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303249,118595,1 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303250,118596,750 GB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303251,118597,640 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303252,118598,320 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303253,118599,250 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303254,118600,750 GB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
303255,118601,640 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303256,118602,500 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303257,118603,250 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
303258,118604,250 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303259,118605,250 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303260,118606,160 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303261,118607,500 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303262,118608,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303263,118609,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
303264,118610,750 GB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
303265,118611,640 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303266,118612,500 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
303267,118613,320 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303268,118614,250 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
303269,118615,160 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303270,118616,250 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303271,118617,160 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
303272,118618,120 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
303273,118619,250 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
303274,118620,500 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
303275,118621,50 GB,,SSD,,2.5 in,SATA 3 Gb/s
