mouse_id,product_id,tracking_method,connection_type,maximum_dpi,hand_orientation,color
336917,136273,Optical,Wired,3500,Both,Black / Silver
336918,136274,Optical,Wired,800,Both,Black / Silver
336919,136275,Optical,Wired,800,Both,Black / Silver
336920,136276,Optical,Wireless,,Right,Black / Red
336921,136277,Optical,Wireless,,Right,Black / Purple
336922,136278,Optical,Wireless,1600,Right,Black / Blue
336923,136279,Optical,Wireless,,Right,Black / Red
336924,136280,Optical,Wireless,1000,Both,Black / Silver
336925,136281,Optical,Wireless,1000,Both,Red / Black
336926,136282,Optical,Wireless,,Right,Black
336927,136283,Optical,Wireless,,Right,Black / Blue
336928,136284,Optical,Wireless,1600,Right,Blue
336929,136285,Laser,Wireless,3200,Both,Black
336930,136286,Laser,Wireless,,Both,Black / Silver
336931,136287,Optical,Wired,1000,Both,Black / Silver
336932,136288,Optical,Wired,2000,Right,Black / Red
336933,136289,Laser,Wired,,Both,Silver
336934,136290,Laser,Wireless,2000,Right,Black / Silver
336935,136291,Optical,Wired,2400,Right,Multicolor
336936,136292,Optical,Wireless,1200,Both,Black / Red
336937,136293,Optical,Wireless,,Both,Multicolor
336938,136294,Optical,Wireless,2000,Both,Black
336939,136295,Optical,Wireless,1600,Both,Black
336940,136296,Optical,Wired,4000,Right,Black / Red
336941,136297,Optical,Wired,,Both,Black
336942,136298,Laser,Wireless,,Both,Multicolor
336943,136299,Laser,Wireless,,Right,Black
336944,136300,Laser,Wireless,,Both,Blue / White
336945,136301,Optical,Wired,800,Both,Black
336946,136302,Laser,Wireless,,Both,Black / Blue
336947,136303,Laser,Wireless,,Both,Blue / White
336948,136304,Optical,Wired,2400,Right,Black
336949,136305,Optical,Wired,1200,Both,Black
336950,136306,Laser,Wireless,,Both,Pink
336951,136307,Laser,Wired,8200,Right,Black / White
336952,136308,Optical,Wireless,2500,Right,Black
336953,136309,Laser,Wireless,2500,Right,Black / Blue
336954,136310,Laser,Wired,2500,Right,Black / Silver
336955,136311,Optical,Wireless,1000,Both,Blue / Silver
336956,136312,Optical,Wired,,Right,Black
336957,136313,Optical,Wired,800,Right,Black
336958,136314,Laser,Wireless,1000,Right,Black
336959,136315,Optical,Wireless,800,Right,Black / Purple
336960,136316,Optical,Wireless,,Both,Multicolor
336961,136317,Optical,Wireless,1000,Both,White
336962,136318,Optical,Wired,5000,Right,Black / Green
336963,136319,Laser,Wired,1200,Both,Black / Silver
336964,136320,Optical,Wired,5000,Right,Black / Red
336965,136321,Laser,Wireless,,Both,Black
336966,136322,Laser,Wireless,,Right,Black
336967,136323,Optical,Wired,5000,Right,Brown
336968,136324,Optical,Wireless,1000,Both,Red
336969,136325,Optical,Wired,2000,Right,Black
336970,136326,Optical,Wired,800,Both,Black
336971,136327,Optical,Wired,1600,Both,Black
336972,136328,Optical,Wireless,1200,Both,Black
336973,136329,Trackball,Wired,,Both,Black / Red
336974,136330,Optical,Wired,,Both,Black
336975,136331,Optical,Wireless,1600,Right,Black
336976,136332,Optical,Wired,1000,Both,Black
336977,136333,Optical,Wired,,Both,Black
336978,136334,Optical,Wired,3000,Right,Black
336979,136335,Optical,Wireless,1000,Both,Red
336980,136336,Optical,Wireless,,Both,Black
336981,136337,Optical,Wired,,Both,White
336982,136338,Optical,Wireless,,,Blue
336983,136339,Optical,Wireless,,Both,Pink
336984,136340,Optical,Wired,1000,Both,Black
336985,136341,Laser,Wired,2000,Both,Black / Silver
336986,136342,Optical,Wired,800,Both,Black
336987,136343,Optical,Wired,,Both,Red
336988,136344,Optical,Wired,,,White / Red
336989,136345,Optical,Wireless,,Both,Blue
336990,136346,Laser,Wireless,1600,Right,Black
336991,136347,Optical,Wireless,,Right,Black
336992,136348,Optical,Wireless,1000,Both,Black / Gold
336993,136349,Optical,Wireless,1000,Both,Black / Purple
336994,136350,Optical,Wireless,1000,Both,Black / White
336995,136351,Optical,Wired,,Both,Silver
336996,136352,Laser,Wired,1600,,Black
336997,136353,Optical,Wireless,,,Beige / Black
336998,136354,Optical,Wireless,800,Both,Black
336999,136355,Laser,Wired,6500,Both,Black
337000,136356,Optical,Wired,1600,Both,Black
337001,136357,Optical,Wireless,,,Purple
337002,136358,Optical,Wired,800,,Black
337003,136359,Optical,Wired,800,,Black
337004,136360,Optical,Wireless,,,Purple
337005,136361,Optical,Wired,,Both,Silver
337006,136362,Laser,Wireless,,Right,Black
337007,136363,Optical,Wireless,1600,Both,White
337008,136364,Laser,Wired,5600,Right,Black
337009,136365,Laser,Wired,5600,,Black
337010,136366,Optical,Wireless,,Both,Black
337011,136367,Optical,Wireless,1000,,Black
337012,136368,Laser,Wireless,,Both,Blue
337013,136369,Optical,Wireless,1000,Right,Silver
337014,136370,Laser,Wired,1600,Both,White
337015,136371,Laser,Wireless,1200,Both,Black
337016,136372,Optical,Wireless,,Both,Black
337017,136373,Optical,Wireless,,,Gray
337018,136374,Optical,Wireless,,,Black
337019,136375,Optical,Wireless,1000,Right,Black
337020,136376,Optical,Wireless,,Right,Black
337021,136377,Laser,Wired,5600,Right,Black / Gray
337022,136378,Optical,Wired,1000,Both,Black
337023,136379,Laser,Wireless,1200,Both,Black
337024,136380,Laser,Wired,1600,Right,Black
337025,136381,Laser,Wireless,1600,,Black
337026,136382,Optical,Wireless,1600,,Black
337027,136383,Laser,Wireless,1600,Both,Brown
337028,136384,Laser,Bluetooth Wireless,,Both,Black / White
337029,136385,Laser,Wireless,1600,Right,White
337030,136386,Laser,Wired,2000,Right,Black
337031,136387,Laser,Wired,1600,Both,Black
337032,136388,Optical,Wireless,1600,Right,Black
337033,136389,Optical,Bluetooth Wireless,1200,Both,Black
337034,136390,Optical,Wireless,,,Black
337035,136391,Optical,Wireless,,Both,Black
337036,136392,Optical,Wired,,Both,Black
337037,136393,Optical,Wireless,1600,,Black / Silver
337038,136394,Optical,Wired,,Both,White
337039,136395,Optical,Wired,,Both,Blue
337040,136396,Optical,Wireless,,,Blue
337041,136397,Optical,Wireless,,Both,Black
337042,136398,Optical,Wireless,1000,Both,Black
337043,136399,Optical,Wired,800,Both,Red / Silver
337044,136400,Optical,Wireless,,,Red
337045,136401,Optical,Wireless,,,Black
337046,136402,Optical,Wired,,Both,Black / White
337047,136403,Optical,Wired,,Both,Silver / Black
337048,136404,Laser,Wired,,,Black
