mouse_id,product_id,tracking_method,connection_type,maximum_dpi,hand_orientation,color
336354,135710,Laser,Bluetooth Wireless,,Right,Black
336355,135711,Trackball,Wired,,Right,Blue / Gray
336356,135712,Optical,Wired,800,,Red / Blue
336357,135713,Trackball,Wired,1600,Both,Black
336358,135714,Laser,Bluetooth Wireless,,Right,Black
336359,135715,Laser,Wireless,,Right,Silver / Black
336360,135716,Optical,Wireless,,,Blue
336361,135717,Optical,Wireless,,,Yellow
336362,135718,Optical,Wireless,,,Green
336363,135719,Optical,Bluetooth Wireless,2000,Right,Black
336364,135720,Laser,Wireless,1600,,Gray / White
336365,135721,Laser,Wireless,1600,,Gray / Black
336366,135722,Laser,Wired,1600,,Silver / Black
336367,135723,Optical,Wired,,,Blue
336368,135724,Laser,Bluetooth Wireless,,Both,Silver / Black
336369,135725,Laser,Wired,5000,Right,Black
336370,135726,Optical,Wired,,Both,Black
336371,135727,Laser,Wireless,,Both,Silver
336372,135728,Laser,Wired,2400,Right,Black
336373,135729,Laser,Wireless,1600,,Blue / Black
336374,135730,Optical,Wireless,,Both,Black
336375,135731,Optical,Wireless,,,Purple
336376,135732,Optical,Wireless,,,Red
336377,135733,Optical,Wireless,,,Pink
336378,135734,Optical,Wired,800,,Silver / Black
336379,135735,Optical,Wireless,1000,,White
336380,135736,Optical,Wired,,,Black
336381,135737,Optical,Wireless,1600,Both,Silver / Black
336382,135738,Optical,Wired,1000,,Black
336383,135739,Laser,Bluetooth Wireless,,Both,Black / Gray
336384,135740,Optical,Wireless,,,Blue
336385,135741,Laser,Wired,2400,,Gray
336386,135742,Trackball,Wired,800,,Silver
336387,135743,Laser,Wireless,,Right,White
336388,135744,Optical,Wired,,Both,Blue
336389,135745,Optical,Wired,,,Black
336390,135746,Touchpad,Wired,,Both,Black
336391,135747,Optical,Wired,,Both,Red
336392,135748,Optical,Wired,,,Black
336393,135749,Optical,Wired,,Both,Black
336394,135750,Laser,Wired,3200,Right,Black
336395,135751,Optical,Wireless,,Both,Black
336396,135752,Optical,Wireless,,Both,Blue / Gray
336397,135753,Optical,Wireless,,Both,Black / White
336398,135754,Optical,Wired,,Both,White
336399,135755,Optical,Wired,,Both,Silver / Black
336400,135756,Optical,Wireless,,Both,Gray
336401,135757,Optical,Wireless,,Both,Blue
336402,135758,Optical,Wireless,500,Both,Black / Gray
336403,135759,Optical,Wired,1000,Both,Black
336404,135760,Laser,Wired,8200,Right,Black / Red
336405,135761,Optical,Wireless,,Right,Black
336406,135762,Laser,Wired,,Right,Black / Red
336407,135763,Laser,Wired,8200,Both,Black / Red
336408,135764,Optical,Wireless,1000,Both,Black
336409,135765,Optical,Wired,4000,Right,Black / Red
336410,135766,Laser,Wireless,800,,White
336411,135767,Optical,Wireless,1200,Both,Gray
336412,135768,Optical,Wired,1000,,Black
336413,135769,Optical,Wired,,Both,Purple / Black
336414,135770,Laser,Wired,8200,Right,Black / Yellow
336415,135771,Optical,Wireless,1000,Both,Black / Red
336416,135772,Optical,Wired,,,Silver
336417,135773,Optical,Wireless,,Both,Silver / Black
336418,135774,Optical,Bluetooth Wireless,1600,Both,Black / Gray
336419,135775,Optical,Wired,,Both,Pink
336420,135776,Optical,Wired,1000,Both,Silver
336421,135777,Optical,Wireless,,Both,Purple / Black
336422,135778,Optical,Wireless,1000,Both,Purple / Multicolor
336423,135779,Optical,Wired,4000,Right,Black / Orange
336424,135780,Laser,Wireless,1600,,Silver / White
336425,135781,Optical,Wireless,,Both,White / Black
336426,135782,Laser,Wireless,,Both,Red
336427,135783,Optical,Wireless,,Right,White / Black
336428,135784,Optical,Wireless,1000,,Pink / Black
336429,135785,Laser,Wireless,,Both,Purple / Black
336430,135786,Optical,Wired,,Both,Blue
336431,135787,Optical,Wireless,1000,,Black
336432,135788,Optical,Wired,,Both,Purple / Silver
336433,135789,Optical,Wireless,,Right,Green / Black
336434,135790,Laser,Wired,1600,,Black
336435,135791,Optical,Wireless,1000,Both,Silver / Beige
336436,135792,Laser,Wireless,1000,,Black
336437,135793,Laser,Wireless,1600,Right,Black
336438,135794,Optical,Wireless,,Both,Purple
336439,135795,Optical,Wired,,,Black
336440,135796,Laser,Wireless,,Both,Black / Silver
336441,135797,Optical,Wired,,Right,Silver
336442,135798,Optical,Wired,,,Black
336443,135799,Laser,Wireless,1200,Both,Black / Gray
336444,135800,Laser,Wireless,1200,Both,Black / Red
336445,135801,Laser,Wireless,1200,Both,Black / Blue
336446,135802,Optical,Wireless,1000,Both,Black
336447,135803,Laser,Wireless,1600,Both,Red / Black
336448,135804,Laser,Wireless,1000,Both,Black
336449,135805,Laser,Wired,8200,Right,Black / Red
336450,135806,Laser,Wired,5600,Both,Silver
336451,135807,Optical,Wireless,1200,Both,Black
336452,135808,Optical,Wired,1600,Both,Black
336453,135809,Optical,Wireless,1000,Right,Black
336454,135810,Optical,Wired,1000,Right,Orange / White
336455,135811,Optical,Wired,800,Both,Black / Silver
336456,135812,Laser,Wired,5600,Right,Black
336457,135813,Laser,Wired,5600,Right,Black
336458,135814,Laser,Wired,4000,Right,Black
336459,135815,Laser,Wired,3200,Right,Black
336460,135816,Optical,Wireless,1000,Both,Black / Red
336461,135817,Laser,Wired,5700,Right,Black / Silver
336462,135818,Optical,Wireless,1200,Both,Silver
336463,135819,Optical,Wired,2300,Right,Black / White
336464,135820,Optical,Wired,2300,Right,Black / White
336465,135821,Optical,Wireless,1000,Right,Blue
336466,135822,Optical,Wireless,1000,Right,Orange
336467,135823,Optical,Wireless,1000,Both,Black / Blue
336468,135824,Optical,Wireless,1000,Both,Black / Green
336469,135825,Optical,Wired,2300,Right,Black / White
336470,135826,Optical,Wired,,Both,Black
336471,135827,Laser,Wired,2400,Both,Red / Black
336472,135828,Optical,Wired,800,Both,Silver
336473,135829,Optical,Wired,3500,Right,Black / Silver
336474,135830,Optical,Wired,3500,Right,Black
336475,135831,Optical,Wired,,Both,Black / Orange
336476,135832,Optical,Wireless,,Both,Red
336477,135833,Optical,Wireless,,Right,Black
336478,135834,Optical,Wired,3200,Right,Black
336479,135835,Optical,Wireless,,Both,Blue
336480,135836,Optical,Wireless,1000,Right,Black
336481,135837,Optical,Wireless,,Both,Orange
336482,135838,Optical,Wireless,,Both,Blue
336483,135839,Laser,Wireless,3200,Right,Black
336484,135840,Optical,Wireless,,Both,Green
336485,135841,Optical,Wireless,,Both,Purple
336486,135842,Optical,Wireless,,Both,Pink
336487,135843,Optical,Wired,,,Black
336488,135844,Laser,Wireless,1600,Both,Black
336489,135845,Optical,Wired,,,Silver
336490,135846,Optical,Wired,6400,Both,Black / Yellow
336491,135847,Laser,Wired,,Both,Multicolor
336492,135848,Laser,Wired,1800,Both,Black / White
336493,135849,Laser,Wired,4000,Both,Black / White
336494,135850,Optical,Wired,800,Both,Silver / Black
336495,135851,Optical,Wired,1000,Right,White
336496,135852,Optical,Bluetooth Wireless,1600,Right,Black / Blue
336497,135853,Optical,Wired,2000,Both,Black
336498,135854,Optical,Wireless,1600,Right,Black
336499,135855,Optical,Wireless,1600,Right,Pink
336500,135856,Optical,Wired,1750,Right,Black / Red
336501,135857,Laser,Wireless,1600,Right,Black
336502,135858,Optical,Wired,1600,Right,Black / Blue
336503,135859,Optical,Wired,1600,Right,Black / Blue
336504,135860,Optical,Wired,3500,Right,Black
336505,135861,Laser,Wired,8200,Right,Black
336506,135862,Optical,Wireless,1000,Both,Blue
336507,135863,Optical,Wireless,1000,Both,Red
336508,135864,Optical,Wired,3200,Both,Blue / Black
336509,135865,Optical,Wired,3200,Both,Silver / Black
336510,135866,Optical,Wireless,1600,Right,Black
336511,135867,Laser,Bluetooth Wireless,,Both,Gray
336512,135868,Laser,Wired,5000,Both,Black
336513,135869,Laser,Wired,6400,Right,Red
336514,135870,Optical,Wired,2500,Both,Black / Gold
336515,135871,Optical,Wired,2500,Both,Black
336516,135872,Optical,Wired,2300,Both,Black / Red
336517,135873,Optical,Wired,800,Both,Black / Silver
336518,135874,Optical,Wireless,4000,Right,Black
336519,135875,Optical,Wireless,1750,Both,Black / Blue
336520,135876,Optical,Wireless,1750,Both,Multicolor
336521,135877,Laser,Wired,6000,Right,Black / Silver
336522,135878,Laser,Wireless,,Both,Black / Pink
336523,135879,Optical,Wireless,,Both,Black / Red
336524,135880,Laser,Wireless,,Right,Black
336525,135881,Optical,Wired,1000,Both,White
336526,135882,Optical,Wired,,Both,Black
336527,135883,Laser,Wireless,,Both,Black
336528,135884,Optical,Wired,,Both,Black
336529,135885,Laser,Bluetooth Wireless,,Both,Black / Silver
336530,135886,Optical,Wireless,,Both,Purple / Black
336531,135887,Optical,Wireless,,Both,Green / Black
336532,135888,Optical,Wireless,,Both,White / Red
336533,135889,Optical,Wired,,Both,Black / Blue
336534,135890,Optical,Wired,,Both,Black / Red
336535,135891,Optical,Wired,,Both,Black / Blue
336536,135892,Optical,Wired,1600,Both,Black
336537,135893,Optical,Wireless,,Both,Black / Silver
336538,135894,Trackball,Wired,,Right,White / Blue
336539,135895,Laser,Wired,1600,Right,Black
336540,135896,Laser,Wired,2400,Right,Black / Green
336541,135897,Laser,Wired,5600,Right,Black
336542,135898,Optical,Wired,1600,Both,Blue / White
336543,135899,Laser,Wireless,,Both,Black
336544,135900,Laser,Wireless,,Both,Black
336545,135901,Laser,Wireless,,Both,Black / Pink
336546,135902,Optical,Wireless,,Both,Black / Silver
336547,135903,Optical,Wireless,1000,Both,Blue / White
336548,135904,Optical,Wireless,,Both,Red
336549,135905,Optical,Wireless,1000,Both,Black
336550,135906,Optical,Wireless,,Both,Black
336551,135907,Optical,Wired,,Both,Black
336552,135908,Optical,Wireless,,Right,Black
336553,135909,Optical,Wireless,1600,Right,Black
336554,135910,Optical,Wireless,1600,Right,Blue
336555,135911,Laser,Wireless,,Right,Black / Red
336556,135912,Optical,Wired,1000,Both,Black
336557,135913,Optical,Wired,1000,Both,Blue
336558,135914,Optical,Wireless,1750,Right,Black
336559,135915,Laser,Wireless,,Both,Silver / Black
336560,135916,Optical,Wired,800,Both,Black / Blue
336561,135917,Optical,Wireless,,Both,Gray / Black
336562,135918,Optical,Wireless,,Both,Pink / Black
336563,135919,Optical,Wireless,,Right,Red
336564,135920,Optical,Wireless,,Both,Black
336565,135921,Optical,Wired,1000,Both,Black
336566,135922,Optical,Wireless,,Right,Blue / Black
336567,135923,Optical,Wired,1600,Right,Black / Blue
336568,135924,Optical,Wireless,1750,Both,Red / Black
336569,135925,Laser,Wired,,Both,Black
336570,135926,Optical,Wireless,1000,Both,Pink / Black
336571,135927,Optical,Wireless,1000,Both,Red / Black
336572,135928,Optical,Wireless,1000,Both,Black
336573,135929,Optical,Wireless,1000,Both,Blue / Black
336574,135930,Optical,Wireless,1000,Both,Blue / Black
336575,135931,Optical,Wireless,,Both,White / Gray
336576,135932,Optical,Wireless,1000,Both,Pink / Black
336577,135933,Optical,Wireless,1000,Both,Pink / Black
336578,135934,Optical,Wired,800,Both,Black / Silver
336579,135935,Laser,Wireless,1600,Both,Black / Silver
336580,135936,Optical,Wireless,1000,Both,Brown / Black
336581,135937,Optical,Bluetooth Wireless,,Both,Black / Silver
336582,135938,Laser,Wireless,1600,Both,Silver / Black
336583,135939,Optical,Wired,,Both,Black
336584,135940,Optical,Wireless,1000,Both,Red / Black
336585,135941,Optical,Wired,800,Both,Black
336586,135942,Optical,Wired,800,Both,Black
336587,135943,Optical,Wired,1600,Right,Black / Blue
336588,135944,Optical,Wired,3600,Right,Multicolor
336589,135945,Laser,Wireless,1600,Both,Multicolor
336590,135946,Optical,Wired,1000,Both,Black / Red
336591,135947,Optical,Wired,1000,Both,Black / Blue
336592,135948,Optical,Wired,1000,Both,White / Silver
336593,135949,Optical,Wired,1000,Both,Black
336594,135950,Optical,Wired,1000,Both,Black
336595,135951,Optical,Wireless,1000,Both,Yellow / Black
336596,135952,Laser,Wired,1000,Right,Black
336597,135953,Laser,Bluetooth Wireless,,Both,Black / Gray
336598,135954,Optical,Wired,,Both,Black
336599,135955,Laser,Wireless,1200,Right,White / Black
336600,135956,Optical,Wired,,Both,Black
336601,135957,Optical,Wired,,Both,Black
336602,135958,Laser,Wired,,Right,Black
336603,135959,Optical,Wired,,Both,Black
336604,135960,Optical,Wireless,,Both,Silver
336605,135961,Laser,Wireless,1500,Right,Black
336606,135962,Optical,Wired,1600,Right,Black
336607,135963,Laser,Bluetooth Wireless,1600,Both,Black
336608,135964,Optical,Wireless,,Both,Multicolor
336609,135965,Optical,Wireless,,Both,Red / Black
336610,135966,Optical,Wireless,,Both,White / Black
336611,135967,Optical,Wireless,1600,Both,Black
336612,135968,Optical,Wireless,1600,Right,Black
336613,135969,Optical,Wireless,1000,Both,Blue
336614,135970,Optical,Wired,2500,Right,Black / Blue
336615,135971,Optical,Wired,,Both,Black
336616,135972,Optical,Wired,2400,Right,White
336617,135973,Optical,Wired,2400,Right,Black / Blue
336618,135974,Optical,Wired,4000,Right,Black
336619,135975,Laser,Wired,8200,Right,Black / Blue
336620,135976,Laser,Wired,8200,Right,Black / Orange
336621,135977,Optical,Wired,,Both,Black
336622,135978,Optical,Wireless,1600,Right,Black
336623,135979,Optical,Wireless,1600,Right,Black
336624,135980,Optical,Wireless,,Both,Blue / Black
336625,135981,Laser,Wired,,Both,Gray / Black
336626,135982,Laser,Wired,5040,Right,Black
336627,135983,Trackball,Wired,,Right,Gray
336628,135984,Optical,Wireless,,Right,Gray / Black
336629,135985,Laser,Wireless,2000,Both,Gray / Black
336630,135986,Laser,Wireless,5600,Right,Black
336631,135987,Optical,Wireless,1200,Right,Black / Silver
336632,135988,Optical,Wired,6400,Right,Black
336633,135989,Laser,Bluetooth Wireless,,Right,Black / Gray
336634,135990,Optical,Wireless,1200,Both,Black / Red
336635,135991,Laser,Wired,1600,Both,Black / Silver
336636,135992,Optical,Wireless,1000,Both,Black
336637,135993,Laser,Wireless,1600,Both,Black
336638,135994,Laser,Bluetooth Wireless,800,Both,Silver
336639,135995,Optical,Wired,1600,Right,Black / Red
336640,135996,Laser,Wired,8200,Right,Gray
336641,135997,Laser,Wired,8200,Right,Green / Black
336642,135998,Optical,Wired,2500,Right,Black
336643,135999,Laser,Wireless,1600,Both,Red / White
336644,136000,Optical,Wired,3200,Right,Black
336645,136001,Optical,Wireless,2500,Right,Black
336646,136002,Optical,Wired,2400,Both,Black
336647,136003,Optical,Wireless,1200,Both,Silver
336648,136004,Optical,Wireless,1600,Both,White
336649,136005,Optical,Wireless,2000,Right,Black / Gray
336650,136006,Laser,Wireless,1600,Both,Silver / Black
336651,136007,Laser,Wireless,1600,Right,Black / Blue
336652,136008,Optical,Wireless,1600,Both,Black / Gray
336653,136009,Optical,Wired,3200,Both,White / Black
336654,136010,Optical,Wired,3200,Both,White / Black
336655,136011,Optical,Wired,3200,Both,Yellow / Black
336656,136012,Optical,Wired,3200,Both,Silver / Black
336657,136013,Optical,Wired,3200,Both,Red / Black
336658,136014,Optical,Wired,3200,Both,Blue / Black
336659,136015,Optical,Wired,1000,Both,Black
336660,136016,Optical,Wireless,,Both,Black / Silver
336661,136017,Optical,Wired,,Both,Black
336662,136018,Optical,Wired,,Both,Black
336663,136019,Optical,Wired,1000,Both,White / Gray
336664,136020,Optical,Wireless,1000,Both,Black
336665,136021,Optical,Wireless,800,Both,Red
336666,136022,Optical,Wireless,,Both,Black / Silver
336667,136023,Optical,Wired,,Both,Blue
336668,136024,Optical,Wired,,Both,White
336669,136025,Optical,Wireless,800,Both,Blue
336670,136026,Optical,Wired,800,Both,Black
336671,136027,Optical,Wired,1600,Right,Black / Blue
336672,136028,Laser,Wireless,2000,Both,Black
336673,136029,Laser,Wired,3200,Right,Black
336674,136030,Optical,Wireless,1600,Both,Black / Red
336675,136031,Optical,Wired,2500,Right,White
336676,136032,Laser,Wireless,,Both,Blue
336677,136033,Laser,Wired,,Both,Black
336678,136034,Laser,Wired,1600,Right,Black
336679,136035,Optical,Wired,3200,Both,Black / Orange
336680,136036,Optical,Wired,1000,Both,Black
336681,136037,Laser,Wired,6400,Right,Black
336682,136038,Optical,Wired,3500,Right,Black
336683,136039,Optical,Wireless,1200,Both,Gray
336684,136040,Optical,Wired,3200,Both,Black
336685,136041,Laser,Wireless,2000,Right,Black
336686,136042,Optical,Wireless,2000,Right,Black / Green
336687,136043,Laser,Wired,1600,Both,Silver / Black
336688,136044,Optical,Wireless,,Both,Silver / Black
336689,136045,Laser,Wired,16400,Right,Black
336690,136046,Optical,Wired,,Both,Beige / Black
336691,136047,Optical,Wired,1600,Right,Blue / White
336692,136048,Optical,Wired,1600,Right,Black / Blue
336693,136049,Laser,Wireless,1000,Both,Black / Silver
336694,136050,Optical,Wired,1600,Both,Black / Gray
336695,136051,Optical,Wired,2000,Both,Black
336696,136052,Optical,Wireless,2500,Right,Black / Blue
336697,136053,Optical,Wired,3500,Both,Black
336698,136054,Laser,Wired,5600,Both,Black
336699,136055,Optical,Wireless,,Both,White / Purple
336700,136056,Optical,Wired,,Both,Black / Red
336701,136057,Optical,Wired,1600,Both,Black
336702,136058,Optical,Wired,1600,Both,Black / Gray
336703,136059,Optical,Wireless,1000,Both,Black
336704,136060,Laser,Wired,5670,Right,Black / Red
336705,136061,Optical,Wired,2500,Both,Black
336706,136062,Optical,Bluetooth Wireless,1000,Both,Blue
336707,136063,Optical,Bluetooth Wireless,1000,Both,Black
336708,136064,Optical,Bluetooth Wireless,1000,Both,Red
336709,136065,Optical,Wireless,1000,Both,Pink
336710,136066,Optical,Wireless,1000,Both,Blue
336711,136067,Optical,Wireless,1000,Both,Red
336712,136068,Optical,Wireless,1000,Both,Black
336713,136069,Optical,Wireless,1000,Both,Silver
336714,136070,Optical,Bluetooth Wireless,1000,Both,Silver
336715,136071,Optical,Bluetooth Wireless,1000,Both,Pink
336716,136072,Optical,Bluetooth Wireless,1000,Both,Purple
336717,136073,Optical,Wireless,,Both,Red / Black
336718,136074,Optical,Wireless,,Both,Black
336719,136075,Optical,Wired,3500,Right,Black
336720,136076,Laser,Wireless,1600,Both,Black
336721,136077,Optical,Wired,2000,Both,Black / Blue
336722,136078,Optical,Wireless,1000,Both,Black
336723,136079,Optical,Wireless,1500,Right,Black
336724,136080,Optical,Wired,,Right,Black
336725,136081,Optical,Wired,4000,Right,Black
336726,136082,Laser,Wireless,,Both,Red / Black
336727,136083,Laser,Wireless,,Both,White / Black
336728,136084,Laser,Wireless,,Both,Red / Black
336729,136085,Optical,Wireless,,Both,Blue / Black
336730,136086,Optical,Wireless,,Both,White / Black
336731,136087,Optical,Wireless,1000,Both,Black
336732,136088,Optical,Wired,1200,Right,Black
336733,136089,Optical,Wired,1000,Both,Black / Red
336734,136090,Optical,Wired,1000,Both,Black / Blue
336735,136091,Optical,Wired,1000,Both,Black / Silver
336736,136092,Optical,Wireless,1000,Both,White
336737,136093,Optical,Wireless,1000,Both,Black
336738,136094,Optical,Wireless,1600,Right,Black / Red
336739,136095,Optical,Wireless,1600,Right,Silver
336740,136096,Optical,Wired,1000,Both,Blue
336741,136097,Optical,Wired,3000,Right,Black / Yellow
336742,136098,Laser,Wireless,,Both,Black
336743,136099,Optical,Wireless,,Both,Black
336744,136100,Optical,Wired,1600,Right,Black / Gray
336745,136101,Laser,Wired,3000,Right,Black / Yellow
336746,136102,Laser,Wired,2000,Right,Black / Yellow
336747,136103,Optical,Wireless,,Both,Blue / Black
336748,136104,Optical,Wired,800,Both,Black
336749,136105,Optical,Wireless,1600,Right,Black / Gray
336750,136106,Optical,Wireless,1250,Both,Black
336751,136107,Optical,Wireless,1000,Both,Black
336752,136108,Optical,Wireless,1250,Both,Blue / White
336753,136109,Optical,Wired,800,Both,Black
336754,136110,Optical,Wired,2000,Right,Black
336755,136111,Optical,Bluetooth Wireless,,Both,Black / White
336756,136112,Optical,Wireless,,Both,Black
336757,136113,Optical,Wired,800,Both,Black
336758,136114,Optical,Wired,800,Both,Black / Green
336759,136115,Optical,Wired,800,Both,Black
336760,136116,Optical,Wired,2500,Right,Black
336761,136117,Optical,Wireless,1200,Both,Gray / Black
336762,136118,Optical,Wireless,,Both,White / Black
336763,136119,Laser,Wired,8200,Both,Gray / Black
336764,136120,Optical,Wireless,,Both,Purple / Black
336765,136121,Optical,Wireless,1200,Both,Silver / Black
336766,136122,Optical,Bluetooth Wireless,,Both,Black
336767,136123,Laser,Wired,,Right,Black
336768,136124,Optical,Wired,4000,Right,Black / Orange
336769,136125,Optical,Wired,400,Both,Black / Silver
336770,136126,Optical,Wired,3200,Both,Black / Orange
336771,136127,Laser,Bluetooth Wireless,,Right,Gray
336772,136128,Optical,Wireless,,Both,Black / Gray
336773,136129,Optical,Wired,800,Both,Black
336774,136130,Laser,Wired,1600,Right,White / Gray
336775,136131,Optical,Bluetooth Wireless,,Both,Gray / Black
336776,136132,Optical,Wired,1600,Right,Black
336777,136133,Optical,Wired,1600,Right,Black
336778,136134,Optical,Wired,800,Both,White
336779,136135,Optical,Wireless,2000,Right,Black
336780,136136,Optical,Wired,1600,Both,Black
336781,136137,Optical,Wireless,2000,Right,Black / Red
336782,136138,Optical,Wired,1600,Both,Black / Gray
336783,136139,Optical,Wired,1000,Both,Black
336784,136140,Optical,Wired,1600,Both,Gray / Black
336785,136141,Optical,Wireless,,Both,Black
336786,136142,Optical,Wireless,2000,Right,Black
336787,136143,Optical,Wireless,,Both,Black / Gray
336788,136144,Optical,Wireless,,Right,Black / Silver
336789,136145,Optical,Wireless,,Right,Blue / Black
336790,136146,Optical,Wireless,,Right,Red / Black
336791,136147,Optical,Wireless,,Right,Purple / Black
336792,136148,Optical,Wired,1600,Both,Gray / Silver
336793,136149,Laser,Wired,6400,Right,Black / Orange
336794,136150,Optical,Wired,1000,Both,Black
336795,136151,Optical,Wireless,1000,Both,White / Silver
336796,136152,Optical,Wireless,,Both,Pink
336797,136153,Optical,Wireless,,Both,Black
336798,136154,Optical,Wireless,1000,Both,Red
336799,136155,Optical,Wireless,1000,Both,Black / Purple
336800,136156,Optical,Wireless,2000,Both,Black / Silver
336801,136157,Optical,Wired,1600,Both,Black / Red
336802,136158,Optical,Wireless,,Both,Black
336803,136159,Optical,Wireless,,Both,Black
336804,136160,Optical,Wireless,,Both,White / Silver
336805,136161,Optical,Wireless,1000,Both,Gray / Black
336806,136162,Optical,Wired,1600,Right,Black / Blue
336807,136163,Optical,Bluetooth Wireless,2000,Right,Black / Red
336808,136164,Optical,Bluetooth Wireless,1600,Right,Black
336809,136165,Optical,Bluetooth Wireless,,Right,Red
336810,136166,Laser,Wired,5600,Right,White
336811,136167,Laser,Wired,5600,Right,Black / Red
336812,136168,Optical,Wireless,1000,Both,Black
336813,136169,Optical,Wireless,,Both,Red
336814,136170,Laser,Wired,5040,Right,Black / Red
336815,136171,Optical,Wired,5000,Right,Camo
336816,136172,Optical,Wired,2400,Right,Black / Red
336817,136173,Optical,Bluetooth Wireless,,Both,Black / Silver
336818,136174,Optical,Wired,2400,Right,Black
336819,136175,Optical,Wired,5000,Right,Black / Silver
336820,136176,Laser,Wireless,1600,Both,Black
336821,136177,Optical,Wired,2400,Right,Black
336822,136178,Optical,Wired,,Right,Black / Silver
336823,136179,Laser,Wired,5700,Both,Multicolor
336824,136180,Optical,Wired,,Both,Red
336825,136181,Laser,Wireless,,Both,Black
336826,136182,Optical,Wireless,,Both,White
336827,136183,Laser,Wired,5000,Right,Black / Red
336828,136184,Optical,Wired,800,Both,Silver
336829,136185,Laser,Wired,1600,Both,Black
336830,136186,Laser,Wireless,1600,Both,Black
336831,136187,Laser,Wireless,1200,Both,Black
336832,136188,Optical,Wireless,1200,Both,Gray
336833,136189,Laser,Bluetooth Wireless,1600,Both,Black / Silver
336834,136190,Optical,Wired,5000,Both,Black / Green
336835,136191,Laser,Wireless,1600,Both,Black / Red
336836,136192,Laser,Wired,8200,Right,Black
336837,136193,Laser,Wired,8200,Right,Black / Blue
336838,136194,Laser,Wired,8200,Right,Black / Red
336839,136195,Laser,Wired,8200,Right,Black / Silver
336840,136196,Optical,Wireless,,Both,Red / Black
336841,136197,Optical,Wired,2000,Right,Black
336842,136198,Optical,Wired,,Both,Silver
336843,136199,Laser,Wired,6400,Right,White
336844,136200,Optical,Wired,,Both,Black / Silver
336845,136201,Optical,Wireless,1000,Both,Blue / White
336846,136202,Laser,Wired,6400,Right,White
336847,136203,Optical,Wireless,1000,Both,Black
336848,136204,Optical,Wireless,1000,Right,Blue
336849,136205,Optical,Wired,2000,Right,Black
336850,136206,Optical,Wireless,1750,Both,Black / Yellow
336851,136207,Laser,Wireless,,Both,Black
336852,136208,Laser,Bluetooth Wireless,1000,Both,Black / Silver
336853,136209,Optical,Wireless,1600,Both,Black
336854,136210,Optical,Wired,3500,Right,Black
336855,136211,Laser,Wired,6400,Right,Black / Red
336856,136212,Optical,Wireless,,Both,Blue / White
336857,136213,Optical,Wireless,,Both,White / Purple
336858,136214,Laser,Wired,6400,Right,Red
336859,136215,Laser,Wired,5600,Right,White
336860,136216,Optical,Wireless,1000,Both,Black
336861,136217,Optical,Wired,3500,Both,Black
336862,136218,Optical,Wired,3500,Both,Black / Red
336863,136219,Optical,Wired,3500,Both,Black / White
336864,136220,Laser,Wired,8200,Right,Black / Red
336865,136221,Optical,Wired,1600,Both,Black
336866,136222,Laser,Wireless,6400,Right,Black
336867,136223,Optical,Wired,1600,Right,Black
336868,136224,Optical,Wired,,Both,Black
336869,136225,Optical,Wired,,Both,White
336870,136226,Optical,Wireless,2000,Right,Black
336871,136227,Laser,Wired,8200,Right,Black / Red
336872,136228,Laser,Wired,5040,Right,Black / Red
336873,136229,Laser,Wired,5040,Both,Black / Silver
336874,136230,Optical,Wired,1000,Both,Black / Red
336875,136231,Optical,Wireless,,Both,Multicolor
336876,136232,Optical,Wireless,1000,Both,Green / Blue
336877,136233,Laser,Wired,5600,Right,Black / Red
336878,136234,Optical,Wireless,1600,Right,Black / Red
336879,136235,Optical,Wireless,,Both,Multicolor
336880,136236,Optical,Wireless,1200,Both,Silver
336881,136237,Optical,Wireless,2000,Right,Black / Silver
336882,136238,Optical,Wireless,,Both,Blue
336883,136239,Touchpad,Wireless,,Both,Black
336884,136240,Optical,Wired,1600,Right,Black / Silver
336885,136241,Optical,Wireless,1600,Right,Black / Silver
336886,136242,Laser,Wired,6400,Right,Black
336887,136243,Optical,Wireless,,Both,Red
336888,136244,Optical,Wireless,1200,Right,Black / Red
336889,136245,Optical,Wired,3000,Right,Black / Silver
336890,136246,Optical,Wireless,1200,Both,Black / Silver
336891,136247,Optical,Wired,3400,Right,Black
336892,136248,Optical,Wired,4000,Both,Black / Silver
336893,136249,Optical,Wired,4000,Right,Black
336894,136250,Optical,Wired,3400,Right,Black
336895,136251,Optical,Wired,400,Right,White
336896,136252,Optical,Bluetooth Wireless,,Both,Black
336897,136253,Laser,Wireless,6400,Right,Red
336898,136254,Optical,Wireless,1750,Both,Gray
336899,136255,Optical,Wireless,1000,Both,Blue
336900,136256,Optical,Wireless,1000,Both,Multicolor
336901,136257,Optical,Wireless,1000,Both,Green
336902,136258,Optical,Wireless,1750,Both,Black
336903,136259,Laser,Wired,8200,Right,Black / Silver
336904,136260,Laser,Wired,8000,Right,Black / Silver
336905,136261,Optical,Wireless,,Both,Black / White
336906,136262,Optical,Wireless,,Both,Blue
336907,136263,Optical,Wireless,,Both,Red
336908,136264,Laser,Bluetooth Wireless,,Both,White
336909,136265,Optical,Wireless,,Both,Multicolor
336910,136266,Optical,Wireless,,Both,Black / White
336911,136267,Optical,Wireless,,Both,Black / Red
336912,136268,Optical,Wireless,,Both,Black / White
336913,136269,Optical,Wired,4000,Right,Black / White
336914,136270,Optical,Wired,4000,Both,Black / Orange
336915,136271,Optical,Wired,4000,Right,Black / Orange
336916,136272,Optical,Wireless,1000,Both,Silver / White
