motherboard_id,product_id,socket_per_cpu,form_factor,ram_slots,max_ram,color
333095,134411,FM2,Micro ATX,2,32 GB,Black / Red
333096,134412,LGA1155,Mini ITX,2,16 GB,Blue
333097,134413,FM2,Micro ATX,2,32 GB,Black / Gray
333098,134414,Integrated Atom D525,Mini ITX,2,4 GB,
333099,134415,Integrated Atom D510,Mini ITX,2,4 GB,Black / Blue
333100,134416,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Blue
333101,134417,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Blue
333102,134418,Integrated E-Series E-350,Mini ITX,2,16 GB,Black / Blue
333103,134419,Integrated E-Series E-350,Mini ITX,2,8 GB,
333104,134420,Integrated Atom D510,Mini ITX,2,4 GB,Black / Red
333105,134421,Integrated Atom D510,Mini ITX,2,4 GB,Black / Red
333106,134422,Integrated E-Series E-350,Mini ITX,2,8 GB,
333107,134423,Integrated Atom D525,Mini ITX,2,4 GB,Blue / White
333108,134424,Integrated E-Series E-350,Mini ITX,2,8 GB,
333109,134425,Integrated Atom D525,Mini ITX,2,4 GB,Black / Blue
333110,134426,Integrated E-Series E-350,Mini ITX,2,8 GB,
333111,134427,Integrated E-Series E-350,Micro ATX,2,8 GB,Black / Blue
333112,134428,Integrated Atom D525,Mini ITX,2,4 GB,
333113,134429,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Blue
333114,134430,FM2,ATX,4,64 GB,Black / Gold
333115,134431,FM2,Mini ITX,2,32 GB,Black
333116,134432,LGA1150,ATX,4,32 GB,Black / Blue
333117,134433,AM3,Micro ATX,2,8 GB,
333118,134434,LGA1155,Micro ATX,4,32 GB,Black / White
333119,134435,LGA775,ATX,2,8 GB,
333120,134436,LGA775,Micro ATX,2,8 GB,
333121,134437,LGA775,ATX,2,4 GB,
333122,134438,FM2,Micro ATX,2,32 GB,Black
333123,134439,LGA1155,ATX,4,16 GB,Black / Red
333124,134440,LGA1155,ATX,4,32 GB,Black / Red
333125,134441,FM2,ATX,4,64 GB,Black / Gold
333126,134442,AM3,Micro ATX,2,4 GB,
333127,134443,LGA1155,ATX,2,16 GB,
333128,134444,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Gray
333129,134445,AM3,Micro ATX,2,8 GB,
333130,134446,LGA775,Micro ATX,2,8 GB,
333131,134447,LGA1150,Thin Mini ITX,2,16 GB,Blue / White
333132,134448,LGA1155,Micro ATX,4,16 GB,Black / Gray
333133,134449,LGA1155,Mini ITX,2,8 GB,
333134,134450,AM3,Micro ATX,4,16 GB,
333135,134451,Integrated Atom D525,Mini ITX,2,4 GB,Green / Black
333136,134452,Integrated Atom D510,Mini DTX,2,4 GB,
333137,134453,Integrated Atom D525,Mini ITX,2,8 GB,
333138,134454,AM3,Micro ATX,2,8 GB,
333139,134455,AM3/AM2+/AM2,Micro ATX,2,8 GB,Multicolor
333140,134456,AM3+,ATX,4,32 GB,Black / Gray
