motherboard_id,product_id,socket_per_cpu,form_factor,ram_slots,max_ram,color
332620,133936,LGA2011-3,ATX,8,128 GB,Black / Red
332621,133937,LGA1155,Mini ITX,2,16 GB,Black / Blue
332622,133938,FM2,Micro ATX,4,64 GB,Brown / Black
332623,133939,LGA1150,ATX,4,32 GB,Black / Blue
332624,133940,LGA1155,EATX,4,32 GB,Black / Gold
332625,133941,LGA2011-3,EATX,8,128 GB,Black / Blue
332626,133942,FM2+,ATX,4,64 GB,Black / Blue
332627,133943,FM1,Micro ATX,4,64 GB,Black / Blue
332628,133944,LGA2011-3,ATX,8,128 GB,Black / White
332629,133945,LGA1155,Micro ATX,4,32 GB,
332630,133946,LGA1155,EATX,4,16 GB,Black / Red
332631,133947,LGA1150,Micro ATX,4,32 GB,Black
332632,133948,AM3+,Micro ATX,2,16 GB,
332633,133949,LGA1155,ATX,4,32 GB,Blue / White
332634,133950,FM2,ATX,4,64 GB,Black / Blue
332635,133951,FM2,Micro ATX,2,32 GB,Black / Blue
332636,133952,AM3+,ATX,4,32 GB,Black / Gold
332637,133953,LGA1155,Mini ITX,2,16 GB,
332638,133954,FM2,Micro ATX,2,64 GB,Blue / White
332639,133955,FM2+,Micro ATX,4,64 GB,Black / Yellow
332640,133956,LGA1155,ATX,4,32 GB,Black / Blue
332641,133957,LGA1150,ATX,4,32 GB,Black / Red
332642,133958,LGA1155,ATX,4,32 GB,
332643,133959,LGA1150,Mini ITX,2,16 GB,Black / Red
332644,133960,LGA1155,ATX,4,32 GB,Black / Blue
332645,133961,AM3+,Micro ATX,4,32 GB,Black / Blue
332646,133962,LGA775,ATX,4,16 GB,
332647,133963,LGA1155,EATX,4,16 GB,Black / Red
332648,133964,LGA1155,ATX,4,32 GB,Black / Blue
332649,133965,LGA1151,ATX,4,64 GB,Black / Orange
332650,133966,LGA1151,ATX,4,64 GB,Black / Red
332651,133967,LGA1156,ATX,4,16 GB,
332652,133968,AM3,Micro ATX,2,16 GB,Black / Blue
332653,133969,LGA2011-3 Narrow,ATX,8,256 GB,Green / Blue
332654,133970,AM3,Micro ATX,2,8 GB,Multicolor
332655,133971,AM3,Micro ATX,2,8 GB,Black / Red
332656,133972,LGA1151,Micro ATX,4,64 GB,Black / White
332657,133973,FM2+,Micro ATX,2,32 GB,Black / Red
332658,133974,LGA1155,Micro ATX,2,16 GB,Black / Red
332659,133975,AM3,ATX,2,16 GB,
332660,133976,LGA1150,ATX,4,32 GB,Black / Gold
332661,133977,FM2+,Micro ATX,2,32 GB,Black / Silver
332662,133978,FM2+,Micro ATX,2,32 GB,Black / Silver
332663,133979,LGA2011-3,EATX,8,64 GB,Black / Red
332664,133980,LGA1156,Micro ATX,4,16 GB,Black / Gray
332665,133981,LGA1156,ATX,4,16 GB,Blue / White
332666,133982,LGA1156,ATX,4,16 GB,Black / Blue
332667,133983,LGA1156,ATX,4,16 GB,Black
332668,133984,LGA1156,ATX,4,16 GB,
332669,133985,LGA1156,Micro ATX,4,16 GB,Black / Blue
332670,133986,AM3,Micro ATX,4,16 GB,Blue / White
332671,133987,AM3,ATX,4,16 GB,Blue / White
332672,133988,AM3,ATX,4,16 GB,Blue / White
332673,133989,AM3,ATX,4,16 GB,Black / Blue
332674,133990,LGA2011-3,EATX,4,32 GB,Black / Orange
332675,133991,LGA2011-3,ATX,8,128 GB,Black / Blue
332676,133992,LGA1156,Mini ITX,2,8 GB,Black / Yellow
332677,133993,LGA775,Mini ITX,2,8 GB,Black / Red
332678,133994,LGA1156,Micro ATX,4,16 GB,Black / Blue
332679,133995,LGA1366,ATX,6,24 GB,Black / Gray
332680,133996,LGA775,Micro ATX,2,4 GB,Black / Red
332681,133997,AM3/AM2+/AM2,Micro ATX,2,8 GB,Multicolor
332682,133998,AM3,ATX,4,16 GB,Black / Blue
332683,133999,FM1,Micro ATX,2,32 GB,
332684,134000,LGA1155,Micro ATX,4,16 GB,Black
332685,134001,FM1,Micro ATX,2,16 GB,Brown / Black
332686,134002,LGA1150,Micro ATX,2,16 GB,Black / Silver
332687,134003,AM3,ATX,4,16 GB,Multicolor
332688,134004,LGA1366,EATX,6,24 GB,Black / Red
332689,134005,AM3/AM2+,Micro ATX,2,8 GB,Black / Red
332690,134006,LGA1150,Mini ITX,2,16 GB,Brown / Black
332691,134007,AM3,Micro ATX,4,16 GB,Black / Red
332692,134008,LGA2011,EATX,4,32 GB,Black / Red
332693,134009,LGA1155,ATX,4,32 GB,Black / Red
332694,134010,AM2+/AM2,ATX,4,8 GB,Red / Black
332695,134011,Integrated Celeron J1900,Micro ATX,2,16 GB,Black / Yellow
332696,134012,AM3,ATX,4,32 GB,Multicolor
332697,134013,AM3+,ATX,2,8 GB,
332698,134014,AM3,Micro ATX,4,16 GB,Black / Blue
332699,134015,LGA2011-3,EATX,8,64 GB,Black / Yellow
332700,134016,AM3/AM2+/AM2,Micro ATX,2,8 GB,Multicolor
332701,134017,AM2+/AM2,ATX,4,16 GB,
332702,134018,AM3,ATX,4,16 GB,
332703,134019,LGA1156,Micro ATX,2,8 GB,
332704,134020,LGA1151,Micro ATX,2,32 GB,Black / Gold
332705,134021,AM3,ATX,4,16 GB,Black / Red
332706,134022,LGA1156,ATX,4,16 GB,Black / Blue
332707,134023,LGA1155,ATX,4,32 GB,
332708,134024,LGA1151,Micro ATX,4,64 GB,Black / White
332709,134025,FM1,Micro ATX,4,64 GB,Multicolor
332710,134026,FM1,Micro ATX,4,64 GB,
332711,134027,AM3/AM2+/AM2,Mini ITX,2,4 GB,
332712,134028,LGA1151,Micro ATX,4,64 GB,Black / Gray
332713,134029,LGA1156,ATX,4,16 GB,Black / Blue
332714,134030,LGA1156,ATX,4,16 GB,Black / Blue
332715,134031,LGA1156,ATX,6,16 GB,Black / Blue
332716,134032,LGA775,Micro ATX,2,8 GB,Multicolor
332717,134033,LGA1156,Mini ITX,2,8 GB,Black / Orange
332718,134034,AM3/AM2+,Micro ATX,2,8 GB,
332719,134035,AM3/AM2+/AM2,Micro ATX,4,8 GB,
332720,134036,LGA1150,ATX,4,32 GB,Black / Red
332721,134037,LGA1156,Mini ITX,2,8 GB,Black / Yellow
332722,134038,LGA1155,ATX,4,32 GB,Black / Blue
332723,134039,AM3,ATX,4,16 GB,
332724,134040,LGA1151,Micro ATX,4,64 GB,Black / Silver
332725,134041,LGA1150,Micro ATX,2,16 GB,Black / Blue
332726,134042,LGA1150,Micro ATX,4,32 GB,Green
332727,134043,LGA2011,XL ATX,4,32 GB,Black / Red
332728,134044,LGA1150,Micro ATX,4,32 GB,Brown / Black
332729,134045,LGA1155,ATX,4,32 GB,
332730,134046,LGA1155,ATX,4,32 GB,Black / Gray
332731,134047,LGA1150,Micro ATX,2,16 GB,Black / Blue
332732,134048,LGA1155,Micro ATX,2,16 GB,Blue / White
332733,134049,LGA1155,ATX,4,32 GB,Black / Blue
332734,134050,FM2,Micro ATX,2,16 GB,Black / Blue
332735,134051,LGA1151,Mini ITX,2,32 GB,Black / Gold
332736,134052,LGA1155,Micro ATX,4,16 GB,Black / White
332737,134053,LGA1155,Micro ATX,4,16 GB,Black / White
332738,134054,LGA1155,ATX,4,32 GB,
332739,134055,LGA1155,ATX,4,32 GB,
332740,134056,LGA1155,Micro ATX,4,32 GB,
332741,134057,AM3,Micro ATX,4,16 GB,Red / Black
332742,134058,AM3,ATX,4,16 GB,
332743,134059,LGA1155,ATX,4,32 GB,
332744,134060,FM2,Micro ATX,2,32 GB,Black / Blue
332745,134061,FM2,ATX,4,64 GB,Black / Blue
332746,134062,LGA1151,ATX,4,64 GB,Blue
332747,134063,LGA775,Micro ATX,2,8 GB,Multicolor
332748,134064,LGA775,ATX,2,4 GB,
332749,134065,LGA1155,EATX,4,32 GB,Black / Yellow
332750,134066,LGA1155,Mini ITX,2,16 GB,Black / Silver
332751,134067,AM3+,Micro ATX,2,8 GB,Black / Red
332752,134068,AM3,Micro ATX,4,32 GB,
332753,134069,LGA775,Micro ATX,2,8 GB,
332754,134070,AM3,ATX,4,16 GB,
332755,134071,LGA1155,EATX,4,32 GB,
332756,134072,Integrated E-Series E-450,Micro ATX,2,8 GB,Black / Blue
332757,134073,LGA1156,Micro ATX,4,16 GB,
332758,134074,LGA1155,Micro ATX,4,32 GB,
332759,134075,LGA1155,Mini ITX,2,16 GB,Black / Blue
332760,134076,LGA1155,Micro ATX,2,16 GB,
332761,134077,LGA1155,Micro ATX,2,16 GB,
332762,134078,LGA1155,ATX,4,32 GB,Brown / Black
332763,134079,AM3,Micro ATX,2,16 GB,Black / Blue
332764,134080,FM2,Micro ATX,4,32 GB,Black / White
332765,134081,LGA1155,Thin Mini ITX,2,16 GB,Black / Blue
332766,134082,LGA1155,ATX,4,32 GB,
332767,134083,LGA1155,Micro ATX,4,32 GB,Black
332768,134084,LGA1150,ATX,4,32 GB,Black / Yellow
332769,134085,LGA1155,Micro ATX,4,32 GB,
332770,134086,LGA1155,Micro ATX,2,8 GB,Black / Red
332771,134087,LGA1151,ATX,4,64 GB,Black
332772,134088,LGA1155,ATX,4,32 GB,Black / Blue
332773,134089,AM3,Micro ATX,2,8 GB,Blue / White
332774,134090,Integrated Atom N550,Mini ITX,2,2 GB,
332775,134091,LGA1155,Micro ATX,4,32 GB,Black / Blue
332776,134092,LGA1150,ATX,4,32 GB,Brown / Black
332777,134093,LGA1150,ATX,4,32 GB,Black / Gold
332778,134094,LGA1150,ATX,4,32 GB,Black / Orange
332779,134095,LGA1150,ATX,4,32 GB,Black / Red
332780,134096,FM2+,ATX,4,64 GB,Black / Red
332781,134097,LGA1150,Micro ATX,2,16 GB,Black / Gray
332782,134098,LGA1155,Micro ATX,4,32 GB,Black / Blue
332783,134099,AM3,Micro ATX,2,16 GB,Black / Blue
332784,134100,LGA1155,ATX,4,16 GB,Black / Gray
332785,134101,LGA1156,Micro ATX,4,16 GB,
332786,134102,FM2,ATX,4,64 GB,Black / Gray
332787,134103,AM3,ATX,4,16 GB,
332788,134104,LGA1155,ATX,4,16 GB,Black / Blue
332789,134105,FM1,Micro ATX,4,32 GB,Black / Red
332790,134106,AM1,Micro ATX,2,16 GB,Black / Silver
332791,134107,FM1,Micro ATX,2,16 GB,Blue / White
332792,134108,LGA1156,ATX,4,16 GB,
332793,134109,LGA1155,EATX,4,32 GB,Black / Red
332794,134110,FM2+,Micro ATX,4,64 GB,Black / Blue
332795,134111,LGA1150,Thin Mini ITX,2,8 GB,Blue / White
332796,134112,AM1,Mini ITX,2,16 GB,Black / Gray
332797,134113,LGA1150,Mini ITX,2,16 GB,Black / Gray
332798,134114,Integrated Celeron 847,Mini ITX,2,16 GB,Blue / White
332799,134115,LGA1150,EATX,4,32 GB,Black / Yellow
332800,134116,LGA1155,Micro ATX,2,16 GB,
332801,134117,LGA1155,ATX,4,32 GB,
332802,134118,AM3,ATX,4,16 GB,Black / Blue
332803,134119,Integrated Atom D425,Mini ITX,2,4 GB,Green / Black
332804,134120,LGA1151,Micro ATX,4,64 GB,Black / White
332805,134121,AM3,ATX,4,16 GB,Black / Blue
332806,134122,AM3,Micro ATX,4,16 GB,Black / Blue
332807,134123,Integrated Atom 330,Mini ITX,2,4 GB,Black / Yellow
332808,134124,LGA1155,ATX,4,32 GB,Black / Blue
332809,134125,Integrated Atom D2550,Mini ITX,2,4 GB,Black / Green
332810,134126,LGA1150,Mini ITX,2,16 GB,Black / Blue
332811,134127,LGA1151,ATX,4,64 GB,Black / White
332812,134128,FM1,Micro ATX,2,16 GB,Black / Red
332813,134129,FM1,ATX,4,32 GB,Black / Blue
332814,134130,LGA1150,EATX,4,32 GB,Black / Orange
332815,134131,LGA1155,Micro ATX,2,16 GB,Black / White
332816,134132,LGA1155,Mini ITX,2,16 GB,Black / Yellow
332817,134133,LGA1155,Micro ATX,2,16 GB,Black / Red
332818,134134,LGA1155,Thin Mini ITX,2,16 GB,Brown / Black
332819,134135,LGA1150,Micro ATX,2,16 GB,Black / Blue
332820,134136,LGA1150,Micro ATX,2,16 GB,Black / Blue
332821,134137,LGA1151,Micro ATX,4,64 GB,Black
332822,134138,LGA1156,ATX,4,16 GB,Black / Gray
332823,134139,LGA1156,EATX,4,16 GB,Black / Red
332824,134140,LGA1156,ATX,4,16 GB,Blue / White
332825,134141,AM3,Micro ATX,2,8 GB,
332826,134142,AM3,Micro ATX,2,8 GB,Black / Blue
332827,134143,AM3,Micro ATX,2,8 GB,Blue / White
332828,134144,AM3/AM2+/AM2,ATX,4,16 GB,
332829,134145,AM3/AM2+/AM2,Micro ATX,4,16 GB,
332830,134146,AM3,ATX,4,16 GB,Multicolor
332831,134147,AM3,Micro ATX,4,16 GB,Black / Red
332832,134148,LGA775,ATX,4,8 GB,Blue / White
332833,134149,AM3+,ATX,4,128 GB,
332834,134150,LGA775,ATX,4,16 GB,Multicolor
332835,134151,AM3,Micro ATX,2,8 GB,Black / Blue
332836,134152,AM3,ATX,4,16 GB,Black / Blue
332837,134153,AM3,Micro ATX,4,16 GB,Black / Blue
332838,134154,LGA775,ATX,4,16 GB,Black / Blue
332839,134155,Integrated Atom D525,Mini ITX,2,4 GB,Blue
332840,134156,Integrated Atom D525,Mini ITX,2,4 GB,Green / Black
332841,134157,AM3,ATX,4,16 GB,Black / Blue
332842,134158,AM3,ATX,4,16 GB,Black / Blue
332843,134159,LGA2011,ATX,4,64 GB,
332844,134160,FM2,Micro ATX,2,32 GB,Black / Red
332845,134161,AM3,Micro ATX,2,16 GB,Black / Red
332846,134162,LGA1155,Mini ITX,2,16 GB,Green / Black
332847,134163,LGA1155,ATX,4,32 GB,Black / Yellow
332848,134164,AM3,Micro ATX,4,16 GB,
332849,134165,FM1,ATX,4,16 GB,
332850,134166,LGA1155,Micro ATX,2,8 GB,Black / Red
332851,134167,LGA2011,ATX,4,32 GB,Black / Red
332852,134168,Integrated Atom D2700,Mini ITX,2,4 GB,
332853,134169,AM3,ATX,4,16 GB,Black / Blue
332854,134170,AM3,ATX,4,16 GB,Black / Blue
332855,134171,AM3,Micro ATX,4,16 GB,
332856,134172,LGA1156,Micro ATX,4,16 GB,
332857,134173,LGA1156,ATX,4,16 GB,Black / Red
332858,134174,LGA1156,ATX,4,16 GB,
332859,134175,AM3/AM2+/AM2,Micro ATX,2,8 GB,
332860,134176,AM3,Micro ATX,4,16 GB,Black / Yellow
332861,134177,LGA1156,Micro ATX,4,16 GB,
332862,134178,LGA2011,ATX,4,64 GB,Black / Gray
332863,134179,LGA1156,ATX,4,16 GB,
332864,134180,AM3,Micro ATX,2,8 GB,
332865,134181,LGA1155,Micro ATX,2,16 GB,Black / Blue
332866,134182,LGA1155,Micro ATX,2,8 GB,
332867,134183,LGA1155,ATX,4,32 GB,Black / Red
332868,134184,LGA775,Micro ATX,2,8 GB,Multicolor
332869,134185,LGA1155,ATX,4,32 GB,
332870,134186,LGA775,Micro ATX,2,4 GB,
332871,134187,LGA1156,ATX,4,16 GB,Multicolor
332872,134188,FM1,ATX,4,32 GB,Brown / Black
332873,134189,Integrated Atom D2500,Mini ITX,2,4 GB,Black / Silver
332874,134190,LGA1150,ATX,4,32 GB,Brown / Black
332875,134191,LGA1150,Micro ATX,2,16 GB,Brown / Black
332876,134192,LGA1150,ATX,4,32 GB,Black / Gold
332877,134193,FM2+,Micro ATX,4,64 GB,Black / Silver
332878,134194,FM2,Micro ATX,2,32 GB,Brown / Black
332879,134195,AM3,Micro ATX,2,16 GB,
332880,134196,AM3,ATX,4,32 GB,
332881,134197,FM2,Mini ITX,2,16 GB,Black / Yellow
332882,134198,LGA1155,Mini ITX,2,16 GB,
332883,134199,LGA1155,ATX,4,32 GB,Green / Blue
332884,134200,LGA1155,Micro ATX,4,32 GB,
332885,134201,LGA1150,ATX,4,32 GB,Black / Gold
332886,134202,LGA1150,Mini ITX,2,16 GB,Black / Silver
332887,134203,LGA1150,ATX,2,16 GB,Black / Silver
332888,134204,LGA1150,ATX,4,32 GB,Black / Blue
332889,134205,LGA1155,ATX,4,16 GB,Blue / White
332890,134206,LGA1155,Micro ATX,4,16 GB,Blue / White
332891,134207,LGA1155,ATX,4,16 GB,Black
332892,134208,LGA1155,ATX,4,16 GB,Black
332893,134209,LGA1155,ATX,4,16 GB,Black / Silver
332894,134210,LGA1155,ATX,4,16 GB,Black / Silver
332895,134211,LGA1155,ATX,4,32 GB,
332896,134212,LGA1155,Micro ATX,4,32 GB,
332897,134213,LGA1155,Micro ATX,2,16 GB,
332898,134214,LGA1155,ATX,4,32 GB,Black / Blue
332899,134215,LGA1155,Micro ATX,4,16 GB,
332900,134216,AM3,Micro ATX,2,8 GB,Red / Black
332901,134217,LGA1156,Micro ATX,2,8 GB,
332902,134218,LGA1155,ATX,4,32 GB,Black / White
332903,134219,LGA1155,ATX,4,16 GB,Black / White
332904,134220,LGA1155,Micro ATX,4,16 GB,
332905,134221,LGA1155,Micro ATX,4,32 GB,Black / White
332906,134222,LGA1155,Micro ATX,4,16 GB,
332907,134223,LGA1155,ATX,4,16 GB,
332908,134224,AM3,ATX,4,16 GB,Black / Yellow
332909,134225,LGA775,Micro ATX,2,8 GB,Black / Red
332910,134226,LGA1156,ATX,4,16 GB,
332911,134227,AM3+,ATX,4,32 GB,
332912,134228,Integrated Atom D2500,Mini ITX,2,4 GB,Black / Silver
332913,134229,LGA1155,Micro ATX,4,16 GB,
332914,134230,LGA1155,ATX,4,32 GB,Black / Blue
332915,134231,LGA1151,Micro ATX,4,64 GB,Black / Red
332916,134232,AM3,Micro ATX,2,8 GB,
332917,134233,AM2+/AM2,Mini ITX,2,4 GB,
332918,134234,LGA1155,Micro ATX,2,16 GB,
332919,134235,LGA1155,Micro ATX,4,32 GB,
332920,134236,LGA1155,Micro ATX,4,32 GB,
332921,134237,LGA1155,Micro ATX,4,32 GB,
332922,134238,LGA1155,Micro ATX,4,32 GB,
332923,134239,LGA1155,Micro ATX,2,16 GB,Black / Blue
332924,134240,AM3,Micro ATX,4,16 GB,Black / Red
332925,134241,LGA1155,ATX,4,32 GB,Black
332926,134242,AM3,ATX,4,32 GB,Black / Blue
332927,134243,AM3,ATX,4,32 GB,
332928,134244,LGA1155,ATX,4,16 GB,Black / Red
332929,134245,AM1,Micro ATX,2,16 GB,Black / Yellow
332930,134246,LGA1155,Micro ATX,2,8 GB,Black / Red
332931,134247,LGA1155,Micro ATX,2,8 GB,Black / Red
332932,134248,AM3,Micro ATX,2,8 GB,
332933,134249,LGA1155,Micro ATX,4,32 GB,Black / Blue
332934,134250,LGA1155,Micro ATX,4,32 GB,
332935,134251,LGA1155,ATX,4,16 GB,
332936,134252,LGA1155,ATX,4,32 GB,
332937,134253,LGA1155,Micro ATX,2,8 GB,Black / Red
332938,134254,LGA1155,Mini ITX,2,16 GB,Black / Gray
332939,134255,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Blue
332940,134256,Integrated Atom 330,Mini ITX,2,4 GB,Black / Blue
332941,134257,Integrated Atom D525,Mini ITX,2,8 GB,Black / Blue
332942,134258,Integrated E-Series E-350,Mini ITX,2,16 GB,Black / Blue
332943,134259,FM2,Micro ATX,4,64 GB,Black / Blue
332944,134260,Integrated E-Series E-350,Mini ITX,2,8 GB,
332945,134261,Integrated Atom 230,Mini ITX,2,4 GB,Black / Red
332946,134262,LGA1155,Micro ATX,4,32 GB,Blue / White
332947,134263,LGA1150,ATX,4,32 GB,Black / Yellow
332948,134264,LGA1155,Mini ITX,2,16 GB,
332949,134265,LGA1150,ATX,2,16 GB,Black / Gray
332950,134266,LGA1155,ATX,4,32 GB,Black / Blue
332951,134267,LGA1150,Micro ATX,2,16 GB,Black / Red
332952,134268,LGA1150,Micro ATX,2,16 GB,Black / Red
332953,134269,LGA1155,ATX,4,32 GB,Black / Blue
332954,134270,LGA775,Micro ATX,2,4 GB,
332955,134271,LGA1150,ATX,4,32 GB,Black / Gold
332956,134272,Integrated Atom D525,Mini ITX,2,4 GB,Black / Silver
332957,134273,LGA1150,ATX,4,32 GB,Black / Orange
332958,134274,Integrated E-Series E-350,Mini ITX,2,8 GB,Black / Blue
332959,134275,LGA1150,Micro ATX,4,32 GB,
332960,134276,LGA1150,ATX,4,32 GB,Black / Blue
332961,134277,AM2,ATX,4,4 GB,
332962,134278,LGA1155,Micro ATX,2,16 GB,Black / Blue
332963,134279,LGA1155,Micro ATX,4,16 GB,Black / Blue
332964,134280,LGA1155,Mini ITX,2,16 GB,Black / Red
332965,134281,LGA1155,ATX,4,32 GB,Black / Silver
332966,134282,FM1,ATX,4,32 GB,Black / Red
332967,134283,FM1,Micro ATX,2,16 GB,Black / Gray
332968,134284,LGA1155,EATX,4,16 GB,Black / Red
332969,134285,LGA1150,ATX,4,32 GB,
332970,134286,FM2,Micro ATX,2,32 GB,Black / Red
332971,134287,FM1,ATX,4,32 GB,Black / Blue
332972,134288,FM1,Micro ATX,4,32 GB,
332973,134289,FM1,ATX,4,32 GB,
332974,134290,LGA1155,ATX,4,32 GB,Black / Gray
332975,134291,FM2,ATX,2,64 GB,
332976,134292,LGA1150,ATX,4,32 GB,Black / Blue
332977,134293,AM2,Micro ATX,2,4 GB,
332978,134294,LGA1151,ATX,4,64 GB,Black / Green
332979,134295,LGA1155,ATX,4,32 GB,Black / Blue
332980,134296,LGA1155,Micro ATX,4,32 GB,Black / Blue
332981,134297,LGA1150,ATX,4,32 GB,Green / Blue
332982,134298,LGA1155,ATX,4,32 GB,Black / Blue
332983,134299,AM3+/AM3,ATX,4,16 GB,
332984,134300,LGA1155,EATX,4,16 GB,Black / Red
332985,134301,LGA1151,ATX,4,64 GB,Black / Red
332986,134302,AM3,ATX,4,16 GB,Black / Blue
332987,134303,AM3,Micro ATX,2,16 GB,Black / Blue
332988,134304,AM3,Micro ATX,2,16 GB,Black / Blue
332989,134305,LGA1150,ATX,4,32 GB,Green / Blue
332990,134306,LGA1151,ATX,4,64 GB,Black
332991,134307,AM3/AM2+,Micro ATX,2,4 GB,Black / Red
332992,134308,AM3,ATX,4,16 GB,Black / Blue
332993,134309,AM3/AM2+/AM2,ATX,4,16 GB,
332994,134310,AM3,Micro ATX,4,16 GB,Black / Blue
332995,134311,AM3/AM2+/AM2,Micro ATX,4,8 GB,
332996,134312,AM3,ATX,4,16 GB,Black / Blue
332997,134313,AM3,ATX,4,16 GB,Black / Blue
332998,134314,Integrated Atom D525,Mini ITX,2,4 GB,
332999,134315,LGA1155,Thin Mini ITX,2,8 GB,Black / Blue
333000,134316,LGA775,Mini ITX,2,8 GB,Black / Red
333001,134317,AM3/AM2+/AM2,Micro ATX,2,8 GB,Multicolor
333002,134318,LGA1156,ATX,4,16 GB,Black / Gray
333003,134319,AM3/AM2+,ATX,4,16 GB,Multicolor
333004,134320,AM3,Micro ATX,4,16 GB,Black / Blue
333005,134321,LGA1150,ATX,4,32 GB,Black / Red
333006,134322,LGA1155,Mini ITX,2,8 GB,
333007,134323,AM3,ATX,4,16 GB,Black / Red
333008,134324,LGA1156,Micro ATX,4,16 GB,
333009,134325,LGA1151,ATX,4,64 GB,Black / Red
333010,134326,LGA1155,Micro ATX,4,16 GB,
333011,134327,AM3,Micro ATX,2,8 GB,
333012,134328,AM3,Micro ATX,2,8 GB,
333013,134329,AM3/AM2+/AM2,Micro ATX,4,4 GB,
333014,134330,LGA775,Micro ATX,2,4 GB,
333015,134331,LGA1155,ATX,4,32 GB,
333016,134332,LGA1156,Micro ATX,4,16 GB,
333017,134333,AM3,Micro ATX,4,16 GB,Black / Blue
333018,134334,AM3,Micro ATX,2,4 GB,Multicolor
333019,134335,AM3,Micro ATX,2,8 GB,
333020,134336,AM3,Micro ATX,2,8 GB,
333021,134337,LGA775,Micro ATX,2,4 GB,
333022,134338,LGA1150,ATX,4,32 GB,Black / Yellow
333023,134339,AM3,Micro ATX,2,8 GB,Black / Red
333024,134340,AM3,ATX,4,32 GB,
333025,134341,AM3,Micro ATX,4,8 GB,
333026,134342,AM3,ATX,4,32 GB,
333027,134343,LGA1366,ATX,6,24 GB,
333028,134344,AM3/AM2+/AM2,Micro ATX,4,16 GB,
333029,134345,Integrated Atom D2500,Mini ITX,2,4 GB,Blue / Silver
333030,134346,Integrated Atom D2700,Mini ITX,2,4 GB,Blue / Silver
333031,134347,Integrated Atom D2700,Mini ITX,2,4 GB,
333032,134348,LGA1155,Micro ATX,4,32 GB,Black / Red
333033,134349,LGA1155,ATX,4,32 GB,Black / Red
333034,134350,AM3,ATX,4,16 GB,Black / Blue
333035,134351,AM3,Micro ATX,2,4 GB,
333036,134352,Integrated Atom D2700,Mini ITX,2,4 GB,Black / Blue
333037,134353,LGA1155,Micro ATX,2,16 GB,Black / Red
333038,134354,LGA1156,ATX,4,16 GB,Black / Blue
333039,134355,LGA1156,ATX,4,16 GB,
333040,134356,LGA775,ATX,4,8 GB,
333041,134357,LGA775,ATX,2,4 GB,Multicolor
333042,134358,LGA1156,Micro ATX,4,16 GB,
333043,134359,LGA1156,Micro ATX,2,8 GB,
333044,134360,LGA1156,ATX,4,16 GB,Multicolor
333045,134361,AM3,ATX,2,8 GB,
333046,134362,AM3/AM2+/AM2,Micro ATX,2,4 GB,
333047,134363,AM3,Micro ATX,2,8 GB,
333048,134364,LGA1150,ATX,4,32 GB,Black / Red
333049,134365,AM3,ATX,4,16 GB,
333050,134366,LGA1155,ATX,2,16 GB,Blue / White
333051,134367,AM3,ATX,4,16 GB,
333052,134368,Integrated Atom D2500,Micro ATX,2,4 GB,Black / Silver
333053,134369,AM3+,Micro ATX,2,16 GB,Black / Gray
333054,134370,Integrated Celeron 1037U,Mini ITX,2,16 GB,Black / Gray
333055,134371,LGA1150,EATX,4,32 GB,Black / Yellow
333056,134372,Integrated Atom D2700,Mini ITX,2,4 GB,Green / Black
333057,134373,AM1,Micro ATX,2,16 GB,Black / Yellow
333058,134374,LGA1150,ATX,4,32 GB,Black / Red
333059,134375,AM3,Micro ATX,4,16 GB,
333060,134376,LGA1150,ATX,4,32 GB,Black / Blue
333061,134377,LGA1155,Micro ATX,4,32 GB,
333062,134378,LGA1155,Micro ATX,4,32 GB,Black / Blue
333063,134379,LGA1155,ATX,4,32 GB,Black / Blue
333064,134380,LGA1155,Micro ATX,4,32 GB,Black / Blue
333065,134381,AM3,ATX,4,16 GB,Black / Blue
333066,134382,LGA1155,ATX,4,16 GB,
333067,134383,LGA1155,ATX,4,16 GB,
333068,134384,LGA1155,Mini ITX,2,8 GB,
333069,134385,LGA1155,ATX,4,16 GB,
333070,134386,LGA1155,ATX,4,16 GB,
333071,134387,AM3,Micro ATX,4,16 GB,Black / Blue
333072,134388,LGA1150,ATX,4,32 GB,Green / Blue
333073,134389,LGA1150,Mini ITX,2,16 GB,Black / Silver
333074,134390,AM3,Micro ATX,2,8 GB,Black / Red
333075,134391,LGA1155,Micro ATX,2,16 GB,Black / Blue
333076,134392,AM3+,ATX,4,16 GB,
333077,134393,LGA775,ATX,4,8 GB,
333078,134394,LGA1150,Micro ATX,4,32 GB,Green
333079,134395,AM3,ATX,4,32 GB,
333080,134396,AM3,Micro ATX,4,16 GB,Black / Red
333081,134397,FM2,Mini ITX,2,16 GB,Black / Yellow
333082,134398,LGA1366,ATX,6,24 GB,
333083,134399,LGA1156,ATX,4,16 GB,
333084,134400,AM3,Micro ATX,4,16 GB,
333085,134401,AM3,Micro ATX,2,8 GB,Green / White
333086,134402,LGA1155,Micro ATX,4,32 GB,Black / Blue
333087,134403,LGA1155,ATX,4,32 GB,
333088,134404,LGA1155,ATX,4,32 GB,
333089,134405,LGA1155,ATX,4,32 GB,
333090,134406,LGA775,ATX,4,8 GB,
333091,134407,AM3,ATX,4,32 GB,Black / Blue
333092,134408,AM3,ATX,4,16 GB,Black / Red
333093,134409,AM3,Micro ATX,4,8 GB,
333094,134410,AM3,Micro ATX,2,8 GB,
