keyboard_id,product_id,style,switch_type,backlit,tenkeyless,connection_type,color
312283,121417,Standard,,No,No,Wired,Black
312284,121418,Standard,,No,No,Wired,Black
312285,121419,Standard,,No,No,Wired,Black
312286,121420,Standard,,No,No,Wireless,Black
312287,121421,Standard,,No,No,Wired,Black
312288,121422,Standard,,No,No,Wired,Black
312289,121423,Ergonomic,,No,No,Wireless,Black
312290,121424,Standard,,No,No,Wired,Black
312291,121425,Slim,,No,No,Wired,Black
312292,121426,Standard,,No,No,Wired,Black
312293,121427,Ergonomic,,No,No,Wired,White
312294,121428,Standard,,No,No,Wired,Black
312295,121429,Slim,,No,Yes,Wireless,Black
312296,121430,Standard,,No,No,Wired,Green / White
312297,121431,Standard,,No,No,Wired,Black
312298,121432,Slim,,No,No,Wireless,Black
312299,121433,Slim,,No,No,Wired,Silver / Black
312300,121434,Slim,,No,No,Wireless,Black
312301,121435,Standard,,No,No,Wired,Black
312302,121436,Standard,,No,No,Wireless,Black
312303,121437,Standard,,No,No,Wireless,Black
312304,121438,Standard,,No,No,Wired,Black
312305,121439,Standard,,Blue,No,Wired,Black
312306,121440,Standard,,No,No,Wireless,Black
312307,121441,Standard,,No,No,Wired,Black
312308,121442,Standard,,No,No,Wired,Black
312309,121443,Standard,,No,No,Wireless,Black
312310,121444,Slim,,No,No,Wired,Silver / Black
312311,121445,Standard,,No,No,Wired,Silver / Black
312312,121446,Slim,,No,No,Wireless,Black
312313,121447,Standard,,No,No,Wired,Silver
312314,121448,Standard,,No,No,Wired,Black
312315,121449,Slim,,No,No,Wired,Black
312316,121450,Standard,,No,No,Wired,Black
312317,121451,Standard,,No,No,Wired,Black
312318,121452,Standard,,No,No,Wired,Black
312319,121453,Slim,,No,No,Wired,White
312320,121454,Standard,,No,No,Wired,Black
312321,121455,Slim,,No,No,Wired,White
312322,121456,Standard,,No,No,Wired,Black / Silver
312323,121457,Standard,,No,No,Wired,Black
312324,121458,Standard,,No,No,Wired,Black
312325,121459,Standard,,No,No,Wired,Black
312326,121460,Gaming,Cherry MX Red,Red,No,Wired,Black
312327,121461,Mini,,No,Yes,Bluetooth Wireless,Black
312328,121462,Slim,,No,No,Wired,Black
312329,121463,Mini,,No,No,Bluetooth Wireless,Black
312330,121464,Gaming,Cherry MX Blue,No,No,Wired,Black
312331,121465,Standard,,No,No,Wired,Black
312332,121466,Standard,,No,No,Wired,Silver
312333,121467,Mini,,No,No,Wired,White
312334,121468,Mini,,No,No,Wired,Black
312335,121469,Mini,,No,No,Wired,Black
312336,121470,Mini,,No,No,Bluetooth Wireless,Black
312337,121471,Slim,,No,No,Wireless,Black
312338,121472,Slim,,No,Yes,Bluetooth Wireless,Black
312339,121473,Standard,,No,No,Wired,Black
312340,121474,Mini,,No,Yes,Wireless,Black
312341,121475,Mini,,No,No,Wired,White
312342,121476,Mini,,No,No,Wired,Silver / Black
312343,121477,Standard,,No,No,Wired,Silver / Black
312344,121478,Mini,,No,Yes,Wireless,Black
312345,121479,Gaming,,Blue,No,Wired,Black
312346,121480,Mini,,No,No,Wired,Black
312347,121481,Mini,,No,No,Wired,Black
312348,121482,Mini,,No,No,Wired,Silver / Black
312349,121483,Slim,,No,Yes,Wireless,Black
312350,121484,Slim,,No,No,Wireless,Black
312351,121485,Standard,,No,No,Wired,Black
312352,121486,Slim,,No,No,Wired,Black
312353,121487,Mini,,No,Yes,Wireless,Black
312354,121488,Mini,,No,No,Wired,Black
312355,121489,Mini,,No,Yes,Bluetooth Wireless,Silver
312356,121490,Standard,,No,No,Wireless,Black / Beige
312357,121491,Mini,,No,No,Wireless,Black
312358,121492,Mini,,No,Yes,Wireless,Black
312359,121493,Mini,,No,Yes,Wireless,Black
312360,121494,Mini,,No,Yes,Bluetooth Wireless,Black
312361,121495,Gaming,,No,No,Wired,Black
312362,121496,Slim,Topre 45g,Red,Yes,Wired,Black / Gray
312363,121497,Standard,,No,Yes,Wired,Black
