keyboard_id,product_id,style,switch_type,backlit,tenkeyless,connection_type,color
310101,119235,Gaming,,Multicolor,No,Wired,Black
310102,119236,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310103,119237,Gaming,Outemu Blue,Red,Yes,Wired,Black
310104,119238,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310105,119239,Gaming,Romer-G Tactile,Multicolor,Yes,Wired,Black
310106,119240,Gaming,,Multicolor,No,Wired,Black
310107,119241,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,White / Silver
310108,119242,Gaming,Razer Purple,Multicolor,No,Wired,Black
310109,119243,Gaming,Razer Green,Multicolor,No,Wired,Black
310110,119244,Standard,,No,No,Wired,Black
310111,119245,Gaming,,Multicolor,No,Wired,Black
310112,119246,Ergonomic,,No,No,Wired,Black
310113,119247,Gaming,Cherry MX Red,Red,Yes,Wired,Black
310114,119248,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310115,119249,Standard,Cherry MX Brown,Multicolor,Yes,Wired,White / Black
310116,119250,Gaming,Outemu Blue,Multicolor,Yes,Wired,Black
310117,119251,Gaming,Razer Red Optical Linear,Multicolor,Yes,Wired,Black
310118,119252,Gaming,,Multicolor,No,Wired,Black
310119,119253,Standard,,No,No,Wired,Black
310120,119254,Gaming,OmniPoint Adjustable,Multicolor,No,Wired,Black
310121,119255,Gaming,,Multicolor,No,Wired,Black
310122,119256,Standard,Romer-G Tactile,No,No,Wireless,Black
310123,119257,Mini,,No,No,Bluetooth Wireless,Black / White
310124,119258,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310125,119259,Gaming,Romer-G Tactile,Red,No,Wired,Black
310126,119260,Gaming,Cherry MX Red,White,No,Wired,Black
310127,119261,Gaming,Romer-G Linear,Multicolor,No,Wired,Black
310128,119262,Ergonomic,,No,No,Wireless,Black / Silver
310129,119263,Standard,Cherry MX Red,Multicolor,No,Wired,Black
310130,119264,Gaming,Logitech GL Tactile,Multicolor,No,Wireless,Black
310131,119265,Gaming,,Multicolor,No,Wired,Black
310132,119266,Gaming,Cherry MX Red,Red,No,Wired,Black
310133,119267,Gaming,Razer Purple,Multicolor,No,Wired,Black
310134,119268,Gaming,,Blue,No,Wired,Black
310135,119269,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310136,119270,Gaming,Cherry MX Red,Red,Yes,Wired,Black
310137,119271,Gaming,Cherry MX Blue,Red,Yes,Wired,Black
310138,119272,Gaming,Romer-G Tactile,Multicolor,No,Wired,Black
310139,119273,Gaming,Razer Green,Multicolor,No,Wired,Black
310140,119274,Slim,,No,No,Wired,Black
310141,119275,Gaming,SteelSeries QX2 OmniPoint,Multicolor,Yes,Wired,Black
310142,119276,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310143,119277,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310144,119278,Gaming,Razer Green,Multicolor,No,Wired,Black
310145,119279,Gaming,,Multicolor,No,Wired,Black
310146,119280,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310147,119281,Standard,,No,No,Wireless,Black
310148,119282,Gaming,Romer-G Tactile,Multicolor,No,Wired,Black
310149,119283,Gaming,Outemu Red,Multicolor,No,Wired,Black
310150,119284,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Gunmetal
310151,119285,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310152,119286,Gaming,,Multicolor,No,Wired,Black
310153,119287,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310154,119288,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310155,119289,Standard,Cherry MX Red,Multicolor,Yes,Wired,White / Black
310156,119290,Standard,,No,No,Wired,Black
310157,119291,Gaming,Razer Green,Multicolor,Yes,Wired,Black
310158,119292,Gaming,Razer Green,Multicolor,No,Wired,Black
310159,119293,Gaming,Cherry MX Silent,Multicolor,No,Wired,
310160,119294,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310161,119295,Gaming,Romer-G Tactile,Multicolor,No,Wired,Black
310162,119296,Gaming,Romer-G Tactile,Multicolor,No,Wired,Black
310163,119297,Mini,Outemu Blue,Multicolor,Yes,Wired,White
310164,119298,Gaming,Cherry MX Red,Blue,Yes,Wireless,
310165,119299,Standard,Outemu Blue,Multicolor,No,Wired,Black
310166,119300,Gaming,,No,No,Wired,Black / Red
310167,119301,Gaming,CK Blue,Multicolor,Yes,Wired,Black
310168,119302,Gaming,Razer Green,Green,No,Wired,Black
310169,119303,Gaming,,Multicolor,No,Bluetooth Wireless,Black
310170,119304,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310171,119305,Gaming,,Multicolor,No,Wired,Black
310172,119306,Gaming,Kailh Silver Speed,Multicolor,No,Wired,Black
310173,119307,Gaming,Razer Red Optical Linear,Multicolor,No,Wired,Black
310174,119308,Gaming,Cherry MX Silent,Multicolor,No,Wired,Black
310175,119309,Gaming,Outemu Red,Multicolor,Yes,Wired,Black
310176,119310,Slim,,No,No,Wireless,Black
310177,119311,Gaming,Razer Green,Multicolor,No,Wired,Silver / White
310178,119312,Gaming,SteelSeries QX2 Red,Multicolor,Yes,Wired,Black
310179,119313,Standard,Outemu Blue,No,Yes,Wired,Black
310180,119314,Gaming,Logitech GL Linear,Multicolor,No,Wireless,Black
310181,119315,Gaming,Logitech GL Clicky,Multicolor,No,Wireless,Black
310182,119316,Gaming,,Blue,No,Wired,Black / Silver
310183,119317,Gaming,Cherry MX Red,Blue,Yes,Wireless,
310184,119318,Standard,Cherry MX Blue,Multicolor,Yes,Wired,White / Black
310185,119319,Standard,Cherry MX Brown,Multicolor,Yes,Wired,Black
310186,119320,Gaming,Outemu Brown,Multicolor,No,Wired,Black
310187,119321,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310188,119322,Standard,Cherry MX Brown,Red,No,Wired,Black
310189,119323,Gaming,,Multicolor,No,Wired,Black
310190,119324,Standard,Topre Variable,No,No,Wired,White / Gray
310191,119325,Gaming,Romer-G Tactile,Multicolor,No,Wired,Black
310192,119326,Gaming,Cherry MX Red,Red,No,Wired,Black
310193,119327,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310194,119328,Standard,Cherry MX Red,Red,No,Wired,Black
310195,119329,Gaming,Outemu Blue,Red,No,Wired,Black / Red
310196,119330,Gaming,Cherry MX Red,Blue,No,Wired,Black
310197,119331,Gaming,Roccat Titan,Multicolor,No,Wired,Black
310198,119332,Gaming,Cherry MX Red,Multicolor,No,Wired,
310199,119333,Gaming,GL Tactile,Multicolor,No,Wired,Black
310200,119334,Gaming,Gateron Brown,Multicolor,Yes,Wired,Black
310201,119335,Gaming,Outemu Brown,Multicolor,Yes,Wired,Black
310202,119336,Gaming,Outemu Blue,Blue,No,Wired,Black
310203,119337,Gaming,Razer Orange,White,Yes,Wired,Black
310204,119338,Standard,Cherry MX Speed Silver,Multicolor,Yes,Wired,White / Black
310205,119339,Gaming,Cherry MX Low Profile Speed Silver,Multicolor,No,Wired,Black
310206,119340,Standard,Outemu Blue,No,Yes,Wired,Black
310207,119341,Gaming,Cherry MX Brown,White,No,Wired,Black
310208,119342,Standard,Outemu Red,Multicolor,No,Wired,Black
310209,119343,Slim,,No,No,Wired,Black
310210,119344,Standard,Romer-G Tactile,No,No,Wired,Black
310211,119345,Slim,Cherry MX Low Profile Red,Multicolor,Yes,Bluetooth Wireless,Black
310212,119346,Standard,Cherry MX Red,White,Yes,Wired,Black
310213,119347,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310214,119348,Gaming,SteelSeries QX2 Red,Multicolor,No,Wired,Black
310215,119349,Standard,Cherry MX Red,White,Yes,Wired,White
310216,119350,Gaming,Romer-G Tactile,White,No,Wired,Silver
310217,119351,Standard,Cherry MX Silent,Multicolor,Yes,Wired,White / Black
310218,119352,Gaming,GX Blue,Multicolor,No,Wired,Black
310219,119353,Gaming,SteelSeries QX2 Red,Multicolor,No,Wired,Black
310220,119354,Gaming,,Multicolor,No,Wired,Black
310221,119355,Gaming,SteelSeries QX2 Red,Multicolor,Yes,Wired,Black
310222,119356,Standard,,No,No,Wireless,Black
310223,119357,Slim,,White,No,Wireless,Black
310224,119358,Mini,,No,Yes,Wireless,Black / Yellow
310225,119359,Gaming,SteelSeries QX2 Brown,Multicolor,Yes,Wired,Black
310226,119360,Standard,,No,No,Wired,Black
310227,119361,Gaming,Cherry MX Speed Silver,Red,No,Wired,Black
310228,119362,Gaming,Outemu Blue,Multicolor,Yes,Wired,Black
310229,119363,Gaming,Outemu Purple,Multicolor,No,Wired,White
310230,119364,Gaming,Outemu Blue,Blue,No,Wired,White
310231,119365,Standard,Cherry MX Blue,Red,No,Wired,Black
310232,119366,Gaming,Razer Yellow,Multicolor,No,Wired,Black
310233,119367,Ergonomic,,No,No,Wireless,Black
310234,119368,Standard,,No,No,Wireless,Black
310235,119369,Gaming,Cherry MX Low Profile Red,Multicolor,No,Wired,Black
310236,119370,Standard,Outemu Blue,No,No,Wired,Black
310237,119371,Standard,,No,No,Wireless,Black
310238,119372,Gaming,Cherry MX Brown,Red,No,Wired,Black
310239,119373,Gaming,Cherry MX Brown,Multicolor,Yes,Wired,Black
310240,119374,Standard,,No,No,Wired,Black
310241,119375,Gaming,Cherry MX Blue,Green,No,Wired,Black
310242,119376,Gaming,Outemu Purple,Multicolor,No,Wired,Black
310243,119377,Standard,Outemu Brown,White,Yes,Wired,Black
310244,119378,Gaming,Cherry MX Red,Blue,Yes,Wireless,
310245,119379,Gaming,Cherry MX Brown,Red,No,Wired,Black
310246,119380,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310247,119381,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310248,119382,Gaming,Cherry MX Brown,Multicolor,Yes,Wired,Silver / Black
310249,119383,Gaming,Gateron Red,Multicolor,No,Wired,Black
310250,119384,Gaming,Outemu Blue,Multicolor,Yes,Wired,Black
310251,119385,Gaming,Cherry MX Speed Silver,Multicolor,Yes,Wired,Multicolor
310252,119386,Gaming,Cherry MX Silent Red,Multicolor,Yes,Wireless,Gray
310253,119387,Slim,,No,Yes,Wireless,Black
310254,119388,Mini,Outemu Brown,No,Yes,Wired,White
310255,119389,Ergonomic,,Multicolor,Yes,Wired,Black
310256,119390,Gaming,Razer Orange,Multicolor,No,Wired,Black
310257,119391,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310258,119392,Standard,,Multicolor,No,Wired,
310259,119393,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310260,119394,Gaming,,Green,No,Wired,Black
310261,119395,Slim,,No,No,Bluetooth Wireless,Black
310262,119396,Gaming,HyperX Red,Multicolor,No,Wired,Black
310263,119397,Slim,,No,No,Bluetooth Wireless,White
310264,119398,Mini,,No,No,Wireless,Black
310265,119399,Slim,,No,No,Wired,Black
310266,119400,Gaming,Outemu Blue,Multicolor,No,Wired,Black
310267,119401,Gaming,Razer Green,Multicolor,No,Wired,Black
310268,119402,Gaming,Cherry MX Red,Blue,No,Wired,Black
310269,119403,Gaming,Kailh Brown,Multicolor,No,Wired,Silver
310270,119404,Slim,,No,No,Wired,Black
310271,119405,Standard,,No,No,Wired,Black
310272,119406,Gaming,Cherry MX Blue,Orange,No,Wired,Black
310273,119407,Gaming,Outemu Blue,Multicolor,No,Wired,Black
310274,119408,Gaming,,Multicolor,No,Wired,Black
310275,119409,Standard,Outemu Brown,Blue,Yes,Wired,Black
310276,119410,Standard,Cherry MX Brown,No,No,Wired,Black
310277,119411,Gaming,Razer Green,Multicolor,No,Wired,Black
310278,119412,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310279,119413,Standard,,Multicolor,No,Wired,Black
310280,119414,Gaming,Gateron Brown,Multicolor,No,Wired,Black
310281,119415,Gaming,CK Blue,Multicolor,Yes,Wired,Black
310282,119416,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310283,119417,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310284,119418,Gaming,,Multicolor,No,Wired,Black
310285,119419,Gaming,Razer Green,Multicolor,Yes,Wired,Black
310286,119420,Gaming,,Multicolor,No,Wired,Black
310287,119421,Ergonomic,,No,No,Wireless,Black
310288,119422,Standard,,No,No,Wired,Blue / Black
310289,119423,Standard,,No,No,Wired,Black
310290,119424,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310291,119425,Gaming,Cherry MX Blue,Multicolor,Yes,Wired,Black
310292,119426,Slim,,No,No,Wired,Black
310293,119427,Gaming,Gateron Red,Multicolor,Yes,Wired,
310294,119428,Gaming,Razer Green,Multicolor,Yes,Wireless,Black
310295,119429,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310296,119430,Gaming,Cherry MX Blue,Multicolor,Yes,Wired,Silver / Black
310297,119431,Standard,Razer Green,Green,No,Wired,Black
310298,119432,Gaming,,Multicolor,No,Wired,Black
310299,119433,Standard,Cherry MX Red,Multicolor,Yes,Wired,Black
310300,119434,Gaming,,No,No,Wired,Black
310301,119435,Standard,Flaretech Red,Multicolor,No,Wired,Black
310302,119436,Gaming,Cherry MX Low Profile Red,Multicolor,No,Wired,Black
310303,119437,Gaming,,No,No,Wired,Black
310304,119438,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310305,119439,Standard,,No,No,Wireless,Black
310306,119440,Standard,Cherry MX Brown,Multicolor,No,Wired,Gray
310307,119441,Gaming,Cherry MX Silent Red,Multicolor,Yes,Wired,Black
310308,119442,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310309,119443,Slim,,No,No,Wireless,Black
310310,119444,Gaming,Cherry MX Red,Red,No,Wired,Black
310311,119445,Gaming,Outemu Blue,Multicolor,Yes,Wired,Black
310312,119446,Gaming,,Multicolor,No,Wired,Black
310313,119447,Standard,,No,No,Wireless,Black
310314,119448,Standard,Cherry MX Brown,No,No,Wired,Black / Red
310315,119449,Gaming,Cherry MX Red,Red,No,Wired,Black
310316,119450,Gaming,GL Clicky,Multicolor,No,Wired,Black
310317,119451,Gaming,Cherry MX Brown,Multicolor,Yes,Wired,Black
310318,119452,Gaming,Cherry MX Red,Multicolor,No,Wired,Gray
310319,119453,Gaming,Kailh Blue,Multicolor,No,Wired,Red
310320,119454,Gaming,Cherry MX Low Profile Red,Multicolor,Yes,Wired,Black
310321,119455,Slim,,White,No,Wired,Black
310322,119456,Gaming,,Multicolor,No,Wired,Black
310323,119457,Standard,Cherry MX Brown,White,No,Wired,Black
310324,119458,Gaming,Gateron Red,Multicolor,Yes,Wired,Black
310325,119459,Ergonomic,,No,No,Wired,Black
310326,119460,Slim,,No,No,Wireless,Black
310327,119461,Gaming,Cherry MX Silent,Multicolor,No,Wired,Black / White
310328,119462,Gaming,Gateron Brown,Red,No,Wired,Black
310329,119463,Standard,Cherry MX Brown,Multicolor,No,Wired,Black
310330,119464,Standard,Cherry MX Blue,No,No,Wired,Black
310331,119465,Gaming,,Blue,No,Wired,Black
310332,119466,Gaming,Roccat Titan,Multicolor,No,Wired,Silver
310333,119467,Gaming,,Red/Blue,No,Wired,Black
310334,119468,Standard,,No,No,Wireless,Black
310335,119469,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310336,119470,Gaming,Kailh Blue,Blue,Yes,Wired,Black
310337,119471,Gaming,,Multicolor,No,Wired,Black / Red
310338,119472,Gaming,,Green,No,Wired,Black
310339,119473,Gaming,Cherry MX Red,Red,No,Wired,Black
310340,119474,Standard,Outemu Blue,No,No,Wired,Black
310341,119475,Standard,Cherry MX Brown,Multicolor,Yes,Wired,Black
310342,119476,Mini,,No,Yes,Bluetooth Wireless,Black
310343,119477,Gaming,Cherry MX Brown,White,No,Wired,Black
310344,119478,Standard,,White,Yes,Wireless,Black
310345,119479,Gaming,,Multicolor,No,Wired,White
310346,119480,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310347,119481,Gaming,,Multicolor,No,Wired,Black
310348,119482,Slim,,No,No,Wireless,Black
310349,119483,Gaming,,No,No,Wireless,Black
310350,119484,Gaming,Outemu Brown,Multicolor,Yes,Wired,Black
310351,119485,Gaming,Gateron Brown,Multicolor,Yes,Wired,Black
310352,119486,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310353,119487,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310354,119488,Gaming,,Multicolor,No,Wired,Black
310355,119489,Gaming,,Multicolor,No,Wired,Black
310356,119490,Gaming,Razer Green,Green,No,Wired,Black
310357,119491,Gaming,SteelSeries QX2 Blue,Multicolor,Yes,Wired,Black
310358,119492,Gaming,Cherry MX Blue,Red,No,Wired,Black
310359,119493,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310360,119494,Ergonomic,,No,No,Wireless,Black
310361,119495,Mini,Cherry MX Brown,White,Yes,Wired,Silver
310362,119496,Standard,Cherry MX Blue,Multicolor,No,Wired,Black
310363,119497,Gaming,GL Linear,Multicolor,No,Wired,Black
310364,119498,Standard,,No,No,Wireless,Black / Blue
310365,119499,Standard,Outemu Brown,White,No,Wired,Black
310366,119500,Gaming,,Multicolor,Yes,Wired,Black
310367,119501,Gaming,Outemu Black,Multicolor,No,Wired,Black
310368,119502,Gaming,,Multicolor,No,Wired,Black
310369,119503,Standard,,No,No,Wired,Black
310370,119504,Standard,Cherry MX Speed Silver,Multicolor,Yes,Wired,Black
310371,119505,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310372,119506,Standard,Cherry MX Brown,No,No,Wired,Black
310373,119507,Gaming,Cherry MX Red,Red,No,Wired,Black
310374,119508,Gaming,SteelSeries QX2 Brown,Multicolor,No,Wired,Black
310375,119509,Gaming,Romer-G Tactile,Multicolor,No,Wired,Silver / Black
310376,119510,Gaming,,Multicolor,No,Wired,Black
310377,119511,Standard,Topre 45g,No,Yes,Wired,White
310378,119512,Standard,,No,No,Wired,Black
310379,119513,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310380,119514,Gaming,Cherry MX Red,Red,No,Wired,Black
310381,119515,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310382,119516,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310383,119517,Gaming,Cherry MX Blue,White,No,Wired,Black / Blue
310384,119518,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310385,119519,Gaming,Razer Yellow,Multicolor,No,Wired,Black
310386,119520,Gaming,,No,No,Wireless,Black
310387,119521,Standard,Outemu Blue,White,No,Wired,Black
310388,119522,Standard,,No,No,Wired,Black
310389,119523,Standard,Cherry MX Blue,Multicolor,Yes,Wired,Black
310390,119524,Gaming,,Multicolor,No,Wired,Black
310391,119525,Standard,Cherry MX Red,Multicolor,No,Wired,Black
310392,119526,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310393,119527,Gaming,Kailh GX Blue,Multicolor,No,Wired,Black
310394,119528,Gaming,,Multicolor,No,Wired,Black
310395,119529,Gaming,Gateron Blue,Multicolor,Yes,Wired,Black
310396,119530,Mini,Gateron Blue Optical,Multicolor,Yes,Wired,Black
310397,119531,Standard,,No,No,Wired,Black
310398,119532,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310399,119533,Gaming,,No,No,Wired,Black
310400,119534,Gaming,,No,No,Wired,Black
310401,119535,Gaming,,Multicolor,No,Wired,Black
310402,119536,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black / White
310403,119537,Mini,Topre 45g,No,Yes,Bluetooth Wireless,Black
310404,119538,Gaming,Cherry MX Blue,Green,No,Wired,Black
310405,119539,Standard,Outemu Brown,White,No,Wireless,Black
310406,119540,Slim,,White,Yes,Wireless,Black
310407,119541,Standard,,No,No,Wireless,Black
310408,119542,Ergonomic,,No,No,Wired,Black
310409,119543,Standard,,White,Yes,Wireless,Gray
310410,119544,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310411,119545,Gaming,Romer-G Tactile,Multicolor,Yes,Wired,Black
310412,119546,Standard,,White,No,Wireless,Black
310413,119547,Gaming,Cherry MX Blue,Blue,No,Wired,Black
310414,119548,Gaming,Kailh Silver Speed,Multicolor,Yes,Wired,Silver / Black
310415,119549,Gaming,Cherry MX Brown,Multicolor,Yes,Wired,Black
310416,119550,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310417,119551,Ergonomic,,No,No,Wireless,Black
310418,119552,Gaming,Gateron Blue,Multicolor,No,Wired,Black
310419,119553,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310420,119554,Ergonomic,,No,No,Wireless,Black
310421,119555,Gaming,Cherry MX Blue,Red,No,Wired,Black
310422,119556,Slim,,No,No,Bluetooth Wireless,Black
310423,119557,Gaming,Razer Green,Multicolor,Yes,Wired,Black
310424,119558,Standard,Cherry MX Blue,Multicolor,No,Wired,Black
310425,119559,Slim,,No,No,Wired,Black
310426,119560,Gaming,Cherry MX Brown,Red,No,Wired,Black
310427,119561,Gaming,SteelSeries QS1,Multicolor,No,Wired,Black
310428,119562,Slim,,No,No,Wireless,Gray
310429,119563,Standard,,No,No,Wired,White
310430,119564,Ergonomic,,No,No,Wireless,Black
310431,119565,Standard,,White,No,Wired,Black
310432,119566,Standard,Outemu Blue,No,No,Wired,White
310433,119567,Standard,Cherry MX Blue,White,No,Wired,
310434,119568,Ergonomic,,No,No,Wireless,Black
310435,119569,Gaming,Razer Orange,White,Yes,Wired,Black
310436,119570,Gaming,Outemu Blue,Multicolor,No,Wired,Silver / Black
310437,119571,Gaming,Razer Orange,Multicolor,No,Wired,Black
310438,119572,Gaming,SteelSeries QX2 Blue,Multicolor,No,Wired,Black
310439,119573,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310440,119574,Gaming,Outemu Brown,Blue,Yes,Wireless,Black
310441,119575,Standard,,No,No,Wired,Black
310442,119576,Gaming,Gateron Red,Multicolor,No,Wired,Black
310443,119577,Gaming,Cherry MX Silent Red,Multicolor,No,Wired,Black
310444,119578,Mini,Gateron Brown,White,No,Wired,Black
310445,119579,Gaming,Razer Green,Green,No,Wired,Black
310446,119580,Gaming,,Multicolor,No,Wired,Black
310447,119581,Gaming,Cherry MX Red,Red,No,Wired,Black
310448,119582,Standard,Cherry MX Red,No,No,Wired,Black
310449,119583,Standard,,Multicolor,No,Wired,Black
310450,119584,Standard,Cherry MX Clear,White,Yes,Wired,Black
310451,119585,Gaming,,No,No,Wired,Black
310452,119586,Gaming,,Red,No,Wired,Black
310453,119587,Gaming,,Multicolor,Yes,Wired,Black
310454,119588,Gaming,Kailh BOX White,Multicolor,Yes,Wired,Silver / Black
310455,119589,Slim,,White,Yes,Bluetooth Wireless,Black
310456,119590,Gaming,,Green,Yes,Wired,Black
310457,119591,Gaming,Cherry MX Speed Silver,Multicolor,Yes,Wireless,Gray
310458,119592,Standard,Flaretech Red,Multicolor,Yes,Wired,Black
310459,119593,Gaming,Cherry MX Brown,Blue,No,Wired,Black
310460,119594,Standard,Cherry MX Silent,Multicolor,Yes,Wired,Black
310461,119595,Gaming,Razer Orange,No,No,Wired,Black
310462,119596,Mini,Cherry MX Blue,Blue,Yes,Wired,Silver
310463,119597,Standard,,No,No,Wireless,Black
310464,119598,Standard,,No,No,Wireless,Black
310465,119599,Gaming,LK Light Strike Libra,Multicolor,No,Wired,Black / Red
310466,119600,Mini,Cherry MX Brown,No,No,Wired,Black
310467,119601,Gaming,Cherry MX Black,Multicolor,Yes,Wireless,Gray
310468,119602,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310469,119603,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310470,119604,Standard,Cherry MX Red,Blue,No,Wired,Black
310471,119605,Slim,,No,No,Wireless,Black / Silver
310472,119606,Standard,Cherry MX Red,Multicolor,No,Wired,Black
310473,119607,Gaming,,Multicolor,No,Wired,Black
310474,119608,Ergonomic,,Multicolor,No,Wired,Black
310475,119609,Gaming,Gateron Red,Multicolor,No,Wired,Black
310476,119610,Standard,Cherry MX Blue,No,No,Wired,Black
310477,119611,Standard,Cherry MX Brown,No,No,Wired,Black
310478,119612,Gaming,Roccat Titan,Multicolor,No,Wired,Black
310479,119613,Gaming,Cherry MX Red,No,No,Wired,Black
310480,119614,Gaming,,Multicolor,No,Wired,Black
310481,119615,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310482,119616,Slim,,No,Yes,Wireless,Black / Green
310483,119617,Gaming,Greetech Blue,Red,No,Wired,Black / Red
310484,119618,Gaming,,Multicolor,No,Wired,Black / Red
310485,119619,Gaming,Cherry MX Red,No,Yes,Wired,Black / Gray
310486,119620,Standard,,No,No,Bluetooth Wireless,Black
310487,119621,Standard,Cherry MX Blue,No,No,Wired,Black / Red
310488,119622,Ergonomic,,No,No,Wired,Black
310489,119623,Gaming,Cherry MX Brown,Blue,No,Wired,Black
310490,119624,Gaming,Kailh Halo True,Multicolor,Yes,Wired,Silver / Black
310491,119625,Gaming,Cherry MX Red,No,No,Wired,Black
310492,119626,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310493,119627,Standard,,Red,No,Wired,Black / Gray
310494,119628,Standard,Cherry MX Blue,No,Yes,Wired,Black
310495,119629,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310496,119630,Gaming,Outemu Brown,Multicolor,Yes,Wired,Black
310497,119631,Standard,Cherry MX Black,No,No,Wired,Black
310498,119632,Gaming,Cherry MX Brown,Red,No,Wired,Black / White
310499,119633,Gaming,Kailh Red,No,Yes,Wired,Black
310500,119634,Standard,,No,No,Wired,Black
310501,119635,Gaming,Kailh Brown,Multicolor,No,Wired,Black
310502,119636,Gaming,Kailh BOX White,Multicolor,No,Wired,Silver / Black
310503,119637,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310504,119638,Gaming,Kailh Blue,Blue,No,Wired,Black
310505,119639,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310506,119640,Gaming,Kailh Halo Clear,Multicolor,Yes,Wired,Silver / Black
310507,119641,Gaming,,Multicolor,No,Wired,Black
310508,119642,Standard,,No,No,Wireless,Black
310509,119643,Gaming,Cherry MX Blue,No,No,Wired,Black
310510,119644,Standard,Cherry MX Red,Multicolor,No,Wired,Black
310511,119645,Standard,,Multicolor,No,Wired,Black
310512,119646,Standard,,No,No,Wireless,Black
310513,119647,Gaming,Razer Green,No,No,Wired,Black
310514,119648,Standard,,Blue,No,Wired,Black
310515,119649,Standard,,No,No,Wired,White
310516,119650,Slim,,No,Yes,Wireless,Black
310517,119651,Gaming,,Red,No,Wired,Black
310518,119652,Standard,Cherry MX Red,No,No,Wired,Black
310519,119653,Gaming,Outemu Red,Multicolor,No,Wired,Black
310520,119654,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310521,119655,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310522,119656,Gaming,Cherry MX Red,Red,No,Wired,Black / Silver
310523,119657,Gaming,,Orange,No,Wired,Black
310524,119658,Standard,,No,No,Wired,Black
310525,119659,Slim,,No,No,Wireless,Black
310526,119660,Standard,Cherry MX Brown,Blue,No,Wired,Black
310527,119661,Gaming,Cherry MX Silent,Multicolor,No,Wired,Black
310528,119662,Mini,Cherry MX Brown,White,No,Wired,Black
310529,119663,Gaming,Cherry MX Red,Red,No,Wired,Black
310530,119664,Gaming,Romer-G Linear,Multicolor,No,Wired,Black
310531,119665,Gaming,Cherry MX Red,Blue,No,Wired,Black
310532,119666,Gaming,Kailh Red,Multicolor,No,Wired,Black
310533,119667,Standard,Unicomp Buckling Spring,No,No,Wired,Black / White
310534,119668,Gaming,,Red,No,Wired,Black
310535,119669,Gaming,,No,No,Wired,Black
310536,119670,Standard,Cherry MX Brown,No,No,Wired,Black
310537,119671,Gaming,SteelSeries QX2 Red,Multicolor,No,Wired,Black
310538,119672,Standard,Cherry MX Brown,White,No,Wired,Black
